"년월","대여소명","대여건수","반납건수"
"202507","1344. 아리랑시네센터 앞","0","2"
"202507","135. 명물길 원형무대 앞","0","1"
"202507","1354. 고려대학교 2번출구","5","8"
"202507","1357. 북한산보국문역","0","1"
"202507","1363. 보문4교 인근","1","1"
"202507","1364. 성북동 치안센터 앞","0","1"
"202507","1368. 성신여대입구 교차로","4","3"
"202507","137. 신촌기차역입구 교차로","2","5"
"202507","1372. KEB은행 고대점","14","7"
"202507","1373. 성북구보건소 건너편","3","1"
"202507","138. 신촌동 제1공영주차장 앞","2","3"
"202507","1380.월곡역 5번출구 앞","1","0"
"202507","1385.성신여대입구역 3번출구 앞","6","0"
"202507","1388. 돈암초교입구 버스정류장(한성대입구역 방면)","0","2"
"202507","139. 연세대 정문 건너편","4","0"
"202507","1394.길음뉴타운 래미안9단지","1","0"
"202507","1395.래미안장위포레카운티(102동)","2","1"
"202507","140. 이화여대 후문","1","2"
"202507","1402. 금란주차장 앞","2","1"
"202507","141. 연대 대운동장 옆","2","1"
"202507","142. 아현역 4번출구 앞","3","3"
"202507","1426. 면목도시개발아파트 1동 앞","1","0"
"202507","1428. 원묵고등학교","0","2"
"202507","1429. 장안중학교","0","1"
"202507","143. 공덕역 2번출구","5","3"
"202507","1437. 늘푸른공원 앞","1","1"
"202507","1438. 홈플러스 신내점 앞","1","1"
"202507","1442. 중랑구청 중화동 별관 앞","2","1"
"202507","1447. 면목역 3번출구","2","2"
"202507","1448. 코스트코 상봉점","5","7"
"202507","1449. 상봉역 1번출구","1","0"
"202507","1450. 화랑대역 7번출구","1","0"
"202507","1451. 중랑세무서","1","4"
"202507","1454. 한국전력공사(동대문 중랑지사)","1","0"
"202507","1458. 상봉터미널2","0","1"
"202507","146. 마포역 2번출구 뒤","6","15"
"202507","1462.동부시장 북문 앞","2","4"
"202507","1464.중화역 4번출구","4","3"
"202507","147. 마포역 4번출구 뒤","15","17"
"202507","1471.동양쇼핑 정류소 앞","1","1"
"202507","1477.면목삼익아파트 앞","0","1"
"202507","148. 용강동 주민센터 앞","0","1"
"202507","1480. 용마지구대 B","0","1"
"202507","150. 서강대역 2번출구 앞","5","11"
"202507","1503. 강북구청사거리(수유역 8번출구)","3","1"
"202507","1512. 강북중학교 앞","1","0"
"202507","1514. 강북구청 사거리 버스정류소 앞","2","0"
"202507","1516. 우이동길마을마당","0","2"
"202507","1525. 미아동 복합청사","1","0"
"202507","1529. 미아동 한국전력공사","2","1"
"202507","153. 성산2교 사거리","7","2"
"202507","1531. 미아사거리 1번 출구","1","3"
"202507","1532. 번3동 주민센터 교차로","0","1"
"202507","1535. 효성인텔리안 앞","2","0"
"202507","154. 마포구청역 ","6","3"
"202507","1547. 꿈의숲 롯데캐슬","2","0"
"202507","155. 가좌역1 번출구 앞","2","1"
"202507","1552. 강북구청사거리","1","0"
"202507","1557.신창교","1","0"
"202507","156. 서울서부지방법원 앞","0","1"
"202507","1565.수유사거리","0","2"
"202507","1569.수유역2번출구","0","1"
"202507","157. 애오개역 4번출구 앞","1","0"
"202507","159. 이대역 4번 출구","0","5"
"202507","160. 북아현동 가구거리","4","2"
"202507","1601. 석계역 문화광장 내 자전거 보관소","1","1"
"202507","1605. 헬스케어","2","2"
"202507","1606. 태릉입구역 3번출구 ","0","1"
"202507","1608. 공릉역 1번 출구 앞","1","0"
"202507","1610. 화랑대역 2번출구 앞","2","2"
"202507","1611. 과기대 입구(우)","0","1"
"202507","1617. 하계동 중평어린이공원 앞","1","1"
"202507","162. 봉원고가차도 밑","0","1"
"202507","1637. KT 전화국 버스정류장 옆","0","1"
"202507","1646. 삼육대 입구","5","0"
"202507","1650. 중계근린공원내","1","1"
"202507","1653. 노원역1번출구","1","0"
"202507","1657. 노원구청 ","0","1"
"202507","1662. 노원역7번출구","4","2"
"202507","1663. 동해문화예술관앞","2","0"
"202507","1677. 육군사관학교  앞","2","5"
"202507","1684. 태릉입구역 5번출구","4","3"
"202507","1688. 마들역 7번출구","1","1"
"202507","1691. 노원정보도서관","0","1"
"202507","1703. 도봉산광역환승센터앞 ","1","0"
"202507","171. 임광빌딩 앞","0","1"
"202507","1720. 도봉구청 옆(중랑천변)","1","0"
"202507","1725. 창1동주민센터","2","0"
"202507","173. 서대문역 8번출구 앞","0","1"
"202507","1737. 신창시장","1","0"
"202507","175. 홍연2교옆","1","0"
"202507","176. 명지대학교 도서관","4","0"
"202507","1761.방학중학교 앞","2","1"
"202507","1767.방학초등학교 앞","0","1"
"202507","179. 가좌역 4번출구 앞","1","4"
"202507","180. 충정로역 7번출구 아래","1","3"
"202507","181. 망원초록길 입구","31","15"
"202507","182. 망원2빗물펌프장 앞","28","17"
"202507","183. 하늘채코오롱아파트 건너편","9","3"
"202507","1839. 수출의 다리 아래","0","1"
"202507","184.망원우체국사거리 인근","10","5"
"202507","1840. 솔브레인이엔지 뒤편","1","0"
"202507","185. 마포 신수공원 앞","5","19"
"202507","186. 월드컵공원","11","3"
"202507","1862.스타즈호텔독산 빌딩 앞","1","3"
"202507","1906. 신도림역 1번 출구 앞","1","3"
"202507","191. 서우빌딩","0","1"
"202507","1911. 구로디지털단지역 앞","5","7"
"202507","1912. 한신휴아파트 앞","1","1"
"202507","1914. 대림역4번출구","1","0"
"202507","1916. 구로중학교앞","1","1"
"202507","1920. 서울미래초등학교 사거리","2","0"
"202507","1925. 동양미래대학교 정문 옆","2","2"
"202507","194. 증산교 앞","2","0"
"202507","1943. 온수역 북측","0","1"
"202507","1946. 구로역 광장","3","0"
"202507","195. 모래내고가차도 ","1","0"
"202507","1952. 천왕연지타운2단지 앞","1","0"
"202507","1955. 디지털입구 교차로","3","2"
"202507","1958. 강서수도사업소민원센터","1","1"
"202507","196. 연희교차로 인근","1","3"
"202507","1961. 신도림테크노근린공원","11","4"
"202507","1965. 삼환로즈빌아파트 105동 옆","0","1"
"202507","1969. 궁동생태공원","2","0"
"202507","1975. 대림역 1번 출입구 밑","1","1"
"202507","1985. 구로도서관","1","1"
"202507","1986. 태평양물산","2","2"
"202507","199. 서울 월드컵 경기장","9","4"
"202507","1998. 고척교 교차로","0","2"
"202507","2002. 노들역 1번출구","31","31"
"202507","2003. 사육신공원앞","1","2"
"202507","2009. 보라매역 8번출구","1","2"
"202507","201. 진미파라곤 앞","4","5"
"202507","2013. 장승배기역 5번출구","0","2"
"202507","2015. 신대방삼거리역 6번출구쪽","2","0"
"202507","2016. 신대방삼거리역 3번출구쪽","1","0"
"202507","202. 국민일보 앞","19","16"
"202507","2025. 흑석역 1번출구","6","11"
"202507","2026. 흑석역 4번출구","6","4"
"202507","2027. 중앙대학교 정문 1","5","8"
"202507","203. 국회의사당역 3번출구 옆","4","6"
"202507","2034. 사당역 7번출구쪽","0","1"
"202507","2037. 동작역 5번출구 동작주차공원","3","2"
"202507","2038. 동작역 7번출구","5","6"
"202507","204. 국회의사당역 5번출구 옆","2","5"
"202507","2040. 비계 버스정류소","1","0"
"202507","205. 산업은행 앞","10","10"
"202507","2050. 노량진역 5번출구","2","1"
"202507","2054. 삼익아파트","3","2"
"202507","2058. 동작경찰서","1","1"
"202507","2059. 보라매공원 정문","3","1"
"202507","206. KBS 앞","12","9"
"202507","2067. 보라매역?동작세무서 버스정류장(강남중학교방면)","8","11"
"202507","207. 여의나루역 1번출구 앞","145","140"
"202507","2070. 노량진역 2번 출구 앞","0","11"
"202507","2077.노들역 3번출구","5","9"
"202507","2080. 대방지하보도(대방동경남아너스빌아파트)","1","0"
"202507","209. 유진투자증권빌딩 앞","18","6"
"202507","2090.기아자동차 사당점 앞","1","0"
"202507","2102. 봉림교 교통섬","4","6"
"202507","2103. 신림동 우방아파트","2","0"
"202507","2104. 사당역 5번출구","0","1"
"202507","2111. 서울대입구역 1번출구","1","0"
"202507","2128. 관악구청교차로","0","1"
"202507","2129. 낙성대 과학전시관","1","0"
"202507","213. KT앞","2","2"
"202507","2130. 영어마을 관악캠프","2","1"
"202507","214. 금융감독원 앞","4","2"
"202507","2140. 신림1교 교차로","8","9"
"202507","2143. 서울산업정보학교","2","1"
"202507","2145. 은천초등학교 육교","0","1"
"202507","215. 여의도고교 앞","15","15"
"202507","2167. 낙성대역 1번출구","0","1"
"202507","217. NH농협은행 앞","6","4"
"202507","2171. 서울대입구역 5번출구","0","1"
"202507","2175. 신림동걷고싶은문화의거리입구","1","1"
"202507","2176. 보라매공원 보도육교","0","2"
"202507","2177. 신대방역 2번 출구","1","0"
"202507","2178. 서울대학교 정문","1","0"
"202507","2185. 대학동 고시촌","1","0"
"202507","219. 롯데캐슬엠파이어 옆","1","1"
"202507","2198.사랑의병원","0","1"
"202507","2202.청계산입구역 1번출구","2","0"
"202507","221. 여의도초교 앞","30","15"
"202507","2211. 서초구립반포도서관 앞","0","1"
"202507","2213. 고속터미널역 5번출구 앞","0","3"
"202507","2214. 신반포역 2번출구 앞","39","40"
"202507","2215. 반포종합운동장 입구","4","0"
"202507","2217.아크로리버뷰 부지 앞","70","85"
"202507","2219. 고속터미널역 8-1번, 8-2번 출구 사이","32","26"
"202507","222. 시범아파트버스정류장 옆","3","1"
"202507","2221. 방일초교 마을버스 정류장","1","2"
"202507","2222.사당역 12번출구 뒤","3","2"
"202507","2229.로고스교회 맞은 편","1","1"
"202507","223. 진주아파트상가 앞","3","0"
"202507","2231. 삼성타운(삼성생명) A동 맞은편","4","5"
"202507","2237.서울남부터미널 대합실 입구","1","2"
"202507","224. 롯데캐슬 앞","2","4"
"202507","2243.서울가정법원","2","0"
"202507","2244. 말죽거리공원 사거리","1","0"
"202507","2245.양재초등학교 맞은편","1","2"
"202507","225. 앙카라공원 앞","2","6"
"202507","2255. 양재시민의숲역 1번출구","2","1"
"202507","2256.양재동 꽃시장 입구","0","2"
"202507","2259. 잠원역 3번-4번 출구사이 ","6","7"
"202507","226. 샛강역 1번출구 앞","3","3"
"202507","2264. 이수역 1번출구","1","0"
"202507","2265. 이수고가차도 남단","0","2"
"202507","2266. 서초역 3번출구","0","3"
"202507","227. 양평1나들목 보행통로 입구","8","12"
"202507","2272. 교대입구 교차로","2","3"
"202507","2273. 일동제약 사거리","1","1"
"202507","2274. 양재시민의숲역 3번출구","1","0"
"202507","2277. 길마중4교 하부","5","8"
"202507","2279. 교대역 5번출구뒤","2","1"
"202507","228. 선유도역 3번출구 앞","8","5"
"202507","2285. LH서초3단지 301동 맞은편","0","1"
"202507","229. 양평1 보행육교 앞","4","5"
"202507","2297. 남부터미널역 1번출구","1","0"
"202507","230. 영등포구청역 7번출구","2","0"
"202507","2301. 현대고등학교 건너편","19","18"
"202507","2302. 교보타워 버스정류장(신논현역 3번출구 후면)","6","7"
"202507","2303. 논현역 10번출구","1","2"
"202507","2304. 대현그린타워","7","0"
"202507","2305. MCM 본사 직영점 앞","5","2"
"202507","2306. 압구정역 2번 출구 옆","19","16"
"202507","2307. 압구정 한양 3차 아파트","4","6"
"202507","2308. 압구정파출소 앞","7","2"
"202507","2309. 청담역(우리들병원 앞)","3","2"
"202507","231. 남부고용노동지청 남측","11","10"
"202507","2310. 청담동 맥도날드 옆(위치)","2","1"
"202507","2311. 학동로 래미안 아파트 앞","1","0"
"202507","2312. 청담역 13번 출구 앞","6","11"
"202507","2313. 금원빌딩 앞","4","7"
"202507","2315. 봉은사역 5번출구 옆","5","3"
"202507","2317. 삼성도로공원","9","16"
"202507","2319. 포스코사거리 서측(수협 삼성동 지점)","0","1"
"202507","232. 양평우림 이비즈센타 앞","1","0"
"202507","2320. 도곡역 대치지구대 방향","1","0"
"202507","2324. 천주교 대치 2동 교회 옆","1","0"
"202507","2326. 대치동 삼성로","1","0"
"202507","2327. 뱅뱅사거리 랜드마크타워 앞","2","5"
"202507","2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞","8","1"
"202507","2329. 르네상스호텔사거리 역삼지하보도 2번출구","2","2"
"202507","2332. 선릉역3번출구","8","2"
"202507","2334. 삼호아파트 2동 ( 간선도로)","0","1"
"202507","2348. 포스코사거리(기업은행)","6","0"
"202507","2349. 역삼빌딩 앞(하나은행 옆)","2","1"
"202507","235. 신길동 우리은행 옆","1","0"
"202507","2350. 래미안그레이튼102동앞","1","0"
"202507","2353. 강남구청역 2번출구 뒤","3","4"
"202507","2354. 청담역 2번출구","3","2"
"202507","2360. 도곡1동 주민센터 교차로","0","1"
"202507","2362. 신사동 가로수길 입구","9","13"
"202507","2363. 강남 을지병원 교차로","4","5"
"202507","2364. 도산공원교차로","1","6"
"202507","2365. K+ 타워 앞","6","1"
"202507","2369. KT선릉타워","6","2"
"202507","2371. 한국우편사업진흥원","3","1"
"202507","2373. 개포동역 사거리","0","1"
"202507","2377. 수서역 5번출구","1","3"
"202507","238. 제2구민체육센타 앞","1","0"
"202507","2381. 언주역 4번출구","0","2"
"202507","2382. 역삼동 sk뷰 501동앞","0","2"
"202507","2385. 학동역","5","6"
"202507","2386. 크린랩 본사","0","4"
"202507","239. 유스호스텔 앞","18","14"
"202507","2394. 개포래미안포레스트아파트 107동 앞","1","1"
"202507","2398. 더라움","2","0"
"202507","240. 문래역 4번출구 앞","0","3"
"202507","2404. 대모산입구역 4번 출구 앞","1","0"
"202507","2405. 청담공원앞 교차로","1","2"
"202507","2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞)","5","10"
"202507","2408. 강남한양수자인아파트","1","2"
"202507","241. 신길우성1차아파트 앞 공원","2","1"
"202507","2410. 포스코피앤에스타워 (역삼역 3번출구 부근)","2","1"
"202507","2414. 도곡역 아카데미스위트 앞","1","1"
"202507","2417.선정릉 디캠프(D,CAMP)앞","1","0"
"202507","2418.봉은사역 7번 출구 ","12","3"
"202507","2419.봉은사역 1,2번 출구 ","7","13"
"202507","2422.수서동 성당 맞은편","2","0"
"202507","2425.세곡동 사거리(대왕초등학교 정류장)","3","1"
"202507","2427.개포고등학교 정문앞","1","0"
"202507","2429.압구정로데오역 6번출구","2","11"
"202507","243. 이앤씨드림타워 앞","7","3"
"202507","2430.강남파이낸스센터앞(역삼역2번출구)","1","3"
"202507","245. 삼성생명 당산사옥 앞","1","2"
"202507","247. 당산역 10번출구 앞","4","5"
"202507","248. 초원아파트 앞","5","15"
"202507","249. 여의도중학교 옆","30","35"
"202507","2501. 서초 포레스타5단지","3","2"
"202507","2502. 서초역1번출구 앞","0","1"
"202507","2503. 반포1동 서초빌딩 앞","1","5"
"202507","2504. 신사역 4번출구 뒤","8","10"
"202507","2505. 우성아파트사거리 (기업은행앞)","13","10"
"202507","251. 서울지방병무청 버스정류장","3","1"
"202507","2515.서초초등학교 후문","3","9"
"202507","252. 보라매역4번출구","6","1"
"202507","2520.서초1교 (진흥아파트 방면)","1","1"
"202507","2521.서초 크로바타워 앞","1","0"
"202507","2524.반포쇼핑타운 8동 앞","4","3"
"202507","2525.반포쇼핑타운 2동 앞","54","79"
"202507","2530.삼호3차아파트 앞","0","5"
"202507","2531.멤피스아파트 앞","0","1"
"202507","2532.국립국악원 앞","1","0"
"202507","2535.신반포역 3번출구 뒤","3","3"
"202507","2537.양재역 8번출구 앞","2","6"
"202507","2538.사평리근린공원","15","6"
"202507","2539.대한무역투자진흥공사 KOTRA 앞","0","1"
"202507","2540.반포천 앞","1","2"
"202507","2541.옛골 입구","0","2"
"202507","2542.신논현타워 앞","7","5"
"202507","2547. 반포래미안 리오센트","5","3"
"202507","255. 도림사거리","7","11"
"202507","259. 대방역6번출구","4","10"
"202507","260. 여의도 마리나선착장 앞","0","1"
"202507","2601. 석촌호수 아뜰리에","2","2"
"202507","2604. 풍납토성 서성벽터A","1","1"
"202507","2608. 송파구청","4","5"
"202507","2613. 잠실나들목","11","2"
"202507","2619. 석촌고분역 4번출구","3","1"
"202507","2620. 송파나루역 4번 출구옆","3","0"
"202507","2621. 한성백제역 2번 출구","5","6"
"202507","2622. 올림픽공원역 3번출구","14","18"
"202507","2623.석촌동 주민센터","2","0"
"202507","2628.문정역 1번출구","2","0"
"202507","2630.서울방이동 고분군","0","1"
"202507","2632.석촌고분역 2번 출구","0","1"
"202507","2635.잠실새내역 1번출구","1","3"
"202507","2637. 아시아지하보도 14번 출구","1","2"
"202507","2639.석촌역 8번출구","2","0"
"202507","2641.송파역 4번출구","3","0"
"202507","2644. 성내5교","7","19"
"202507","2645.잠실나들목2(엘스아파트136동)","11","8"
"202507","2646.레이크펠리스101동앞","1","0"
"202507","2647.잠실 자전거 수리센터 앞","2","4"
"202507","2649.오금공원사거리2","2","0"
"202507","2652.송파 레미니스1단지 102동 앞","0","1"
"202507","2654.올림픽선수촌아파트 136동 앞","1","0"
"202507","2655.송이공원","0","3"
"202507","2658.가락몰 업무동","2","0"
"202507","267. 삼성화재 사옥 옆","8","6"
"202507","268. 그랜드컨벤션센터 앞","0","2"
"202507","270. 증권거래소후문교차로","3","0"
"202507","2701. 마곡나루역 5번출구 뒤편","0","2"
"202507","2704.홈플러스(강서점)","0","1"
"202507","2706.강서공업고등학교 앞","3","0"
"202507","2708.강서한강자이타워 앞","2","2"
"202507","271. 샛강생태공원방문자센터 앞","2","3"
"202507","2711.가로공원공영주차장 1번 출구","3","0"
"202507","2713.우장초등학교 앞","1","1"
"202507","2715.마곡나루역 2번 출구 ","13","10"
"202507","2717.LG유플러스 마곡사옥","2","2"
"202507","2719.마곡문화공원","2","2"
"202507","272. 당산육갑문","32","22"
"202507","2720.힐스테이트에코","2","4"
"202507","2723.마곡 필네이처","2","3"
"202507","2725.서울식물원 식물문화센터","6","2"
"202507","2727.서울식물원 잔디마당 앞","0","1"
"202507","2728.마곡나루역 3번 출구","7","10"
"202507","2729.넥센 유니버시티 앞","1","2"
"202507","2730.마곡메가박스 앞","2","1"
"202507","2737.까치산역 3번 출구","0","1"
"202507","2746.수명산파크 4단지 411동 앞","4","0"
"202507","275. 신동아아파트","0","1"
"202507","276. 영등포로터리2","4","5"
"202507","278. 쌍용플레티넘오피스텔","2","1"
"202507","279. 영등포 푸르지오 아파트 B","0","1"
"202507","2824.미래사랑어린이공원 앞","2","1"
"202507","284. 센트럴 푸르지오 시티 앞","5","3"
"202507","287. 영등포전화국사거리 (서강어린이공원)","3","0"
"202507","290. 새말소공원","1","1"
"202507","2908. 광운대학교 중앙도서관","0","2"
"202507","2909. 석계역 3번 출구","2","0"
"202507","291. 문래동 하이테크 시티","1","1"
"202507","2911.상계역중앙시장","0","2"
"202507","2913.상계8동 주민센터","1","1"
"202507","2915.서울과학기술대학교(어학교육원)","1","0"
"202507","293. 충북 미래관","1","1"
"202507","297.국회3문","1","1"
"202507","299.여의도 순복음교회","8","20"
"202507","300. 정동사거리","2","9"
"202507","3002.벽산상암스마트큐브 ","2","7"
"202507","3009. 홍대입구역 사거리","13","28"
"202507","301. 경복궁역 7번출구 앞","7","3"
"202507","3010.홍대입구역 3번출구","33","46"
"202507","3013.서울지방고용노동청 앞","9","9"
"202507","302. 경복궁역 6번출구 뒤","12","19"
"202507","303. 광화문역 1번출구 앞","5","7"
"202507","305. 종로구청 옆","11","18"
"202507","307. 서울역사박물관 앞","2","1"
"202507","308. 광화문 S타워 앞","2","1"
"202507","309. 광화문역 6번출구 옆 B","0","1"
"202507","310. 청계광장 옆","12","7"
"202507","3100. 북성초교","1","1"
"202507","3102. 연희삼거리","3","3"
"202507","3105. 홍은센트레빌 아파트 앞","1","0"
"202507","3113. 독립문 앞","0","1"
"202507","3115.북아현 치안센터 인근","1","3"
"202507","3116.신촌역 4번출구","3","8"
"202507","3117.이화여대 인문관 인근","0","5"
"202507","3119.연희 브라운스톤 아파트 앞","1","2"
"202507","3120.DMC엘가아파트 앞","3","4"
"202507","3121.가좌삼거리","2","0"
"202507","3125.연희파크푸르지오아파트 앞","2","1"
"202507","3127.홍은2파출소 옆","1","0"
"202507","3128.동신병원 맞은편","2","8"
"202507","3130.가재울사거리","1","1"
"202507","3131.연가교 교차로","3","0"
"202507","3132.홍제교","1","0"
"202507","314. 국립현대미술관","25","22"
"202507","316. 종각역 1번출구 앞","8","5"
"202507","318. 광교사거리 남측","12","10"
"202507","320. 을지로입구역 4번출구 앞","7","10"
"202507","3201.당산skv1센터","1","0"
"202507","3203.도림동배드민턴체육관","4","6"
"202507","3204.도림고가도로 밑","2","0"
"202507","3205.문래현대2차","0","1"
"202507","3207.양남사거리1","1","0"
"202507","321. KEB 하나금융그룹 명동사옥 옆","33","30"
"202507","3215.강변삼성래미안","2","2"
"202507","3219.영등포역 1번출구","1","0"
"202507","322. 명동성당 앞","33","31"
"202507","3220.래미안에스티움 앞 (신풍로)","0","1"
"202507","324. 신세계백화점 본점 앞","12","12"
"202507","326. 안국역 5번출구 앞","9","5"
"202507","327. 낙원상가 옆","23","25"
"202507","328. 탑골공원 앞","27","22"
"202507","329. 청계2가 사거리 옆","50","30"
"202507","331. 을지로2가 사거리 북측","10","6"
"202507","3311.서울대입구역 4번 출구","2","0"
"202507","332. 을지로2가 사거리 남측","4","6"
