대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
"2021-11","00003","중랑센터","일일(회원)","F","AGE_003","1","14.41","0.13","560.00","4"
"2021-11","00003","중랑센터","일일(회원)","M","AGE_003","1","8.59","0.08","333.59","3"
"2021-11","00003","중랑센터","정기","M","AGE_003","1","0.00","0.00","0.00","4"
"2021-11","00005","상암센터 정비실","일일(회원)","M","AGE_004","15","1437.51","12.39","53383.38","342"
"2021-11","00010","위트콤","정기","M","AGE_001","2","0.00","0.00","0.00","12"
"2021-11","00102","102. 망원역 1번출구 앞","단체",\N,"AGE_002","3","117.88","1.07","4579.43","98"
"2021-11","00102","102. 망원역 1번출구 앞","단체","","AGE_003","2","20.85","0.22","940.00","23"
"2021-11","00102","102. 망원역 1번출구 앞","단체","F","AGE_004","3","42.98","0.47","2015.00","54"
"2021-11","00102","102. 망원역 1번출구 앞","단체","M","AGE_002","2","191.72","1.60","6916.24","91"
"2021-11","00102","102. 망원역 1번출구 앞","단체","M","AGE_008","1","41.05","0.33","1420.00","12"
"2021-11","00102","102. 망원역 1번출구 앞","일일(비회원)",\N,"AGE_008","45","2795.45","25.18","108602.58","1756"
"2021-11","00102","102. 망원역 1번출구 앞","일일(비회원)","F","AGE_008","1","38.48","0.35","1494.91","11"
"2021-11","00102","102. 망원역 1번출구 앞","일일(비회원)","M","AGE_008","2","66.65","0.60","2589.22","20"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_001","5","275.70","2.51","10816.06","254"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_002","152","7791.21","73.38","316361.17","4071"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_003","59","5748.40","45.31","195481.81","1665"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_004","9","669.68","6.54","28168.10","285"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_005","3","176.12","1.72","7431.65","153"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_008","12","665.31","6.26","26945.36","195"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","","AGE_001","1","56.81","0.51","2207.00","20"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","","AGE_002","19","1147.88","10.73","46342.69","773"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","","AGE_003","2","235.89","2.19","9410.93","71"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_001","4","1114.24","10.19","43930.42","358"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_002","95","4844.36","48.10","207452.58","2222"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_003","44","2273.08","23.65","101911.89","1121"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_004","9","638.23","6.33","27326.17","569"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_005","6","623.94","6.84","29507.26","295"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_006","3","399.32","3.34","14405.71","114"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_008","32","1342.06","14.12","60789.95","1021"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_001","10","360.98","3.13","13461.74","239"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_002","103","7134.15","57.79","249061.15","2845"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_003","60","5445.05","43.00","185223.09","1636"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_004","8","742.08","5.31","22849.92","194"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_005","4","242.90","1.97","8500.00","112"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_006","1","45.21","0.44","1902.92","24"
"2021-11","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_008","20","753.62","6.29","27012.75","332"
"2021-11","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_001","9","284.03","2.92","12589.52","298"
"2021-11","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_002","404","15155.06","146.24","630098.42","7590"
"2021-11","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_003","182","10255.38","88.88","382886.37","3762"
"2021-11","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_004","83","11675.21","102.69","442776.49","3201"
"2021-11","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_005","53","4193.82","33.65","145169.70","1793"
"2021-11","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_006","14","777.06","7.77","33543.20","390"
"2021-11","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_008","20","976.98","9.93","42815.89","440"
"2021-11","00102","102. 망원역 1번출구 앞","정기","","AGE_001","1","52.25","0.47","2030.00","43"
"2021-11","00102","102. 망원역 1번출구 앞","정기","","AGE_002","55","2146.38","21.10","91041.49","1020"
"2021-11","00102","102. 망원역 1번출구 앞","정기","","AGE_003","28","1181.09","11.93","51515.70","491"
"2021-11","00102","102. 망원역 1번출구 앞","정기","","AGE_005","6","532.56","4.50","19431.71","318"
"2021-11","00102","102. 망원역 1번출구 앞","정기","","AGE_006","2","95.01","0.86","3691.12","26"
"2021-11","00102","102. 망원역 1번출구 앞","정기","F","AGE_001","5","112.01","1.09","4724.25","72"
"2021-11","00102","102. 망원역 1번출구 앞","정기","F","AGE_002","259","11007.45","115.66","498317.32","6383"
"2021-11","00102","102. 망원역 1번출구 앞","정기","F","AGE_003","211","7448.51","73.09","314783.75","4762"
"2021-11","00102","102. 망원역 1번출구 앞","정기","F","AGE_004","81","3506.72","35.24","151756.59","1700"
"2021-11","00102","102. 망원역 1번출구 앞","정기","F","AGE_005","104","4024.72","45.20","194770.44","2151"
"2021-11","00102","102. 망원역 1번출구 앞","정기","F","AGE_006","16","414.81","3.31","14237.78","351"
"2021-11","00102","102. 망원역 1번출구 앞","정기","F","AGE_007","2","51.07","0.49","2106.03","74"
"2021-11","00102","102. 망원역 1번출구 앞","정기","F","AGE_008","74","3389.85","31.73","136824.64","1712"
"2021-11","00102","102. 망원역 1번출구 앞","정기","M","AGE_001","35","914.75","7.27","31300.96","1423"
"2021-11","00102","102. 망원역 1번출구 앞","정기","M","AGE_002","220","12103.33","97.60","420599.28","4166"
"2021-11","00102","102. 망원역 1번출구 앞","정기","M","AGE_003","229","11149.57","88.19","380181.59","6150"
"2021-11","00102","102. 망원역 1번출구 앞","정기","M","AGE_004","99","5961.19","49.40","212972.18","3678"
"2021-11","00102","102. 망원역 1번출구 앞","정기","M","AGE_005","67","6229.79","48.08","207321.22","2374"
"2021-11","00102","102. 망원역 1번출구 앞","정기","M","AGE_006","12","857.00","7.23","31156.61","324"
"2021-11","00102","102. 망원역 1번출구 앞","정기","M","AGE_007","2","48.30","0.49","2103.18","39"
"2021-11","00102","102. 망원역 1번출구 앞","정기","M","AGE_008","54","3639.22","31.00","133600.41","1377"
"2021-11","00103","103. 망원역 2번출구 앞","단체",\N,"AGE_002","3","5.30","0.62","2677.73","72"
"2021-11","00103","103. 망원역 2번출구 앞","단체","","AGE_001","2","67.70","0.57","2442.26","23"
"2021-11","00103","103. 망원역 2번출구 앞","단체","","AGE_003","2","0.00","0.00","0.00","10"
"2021-11","00103","103. 망원역 2번출구 앞","단체","F","AGE_001","2","111.27","1.00","4323.05","105"
"2021-11","00103","103. 망원역 2번출구 앞","단체","F","AGE_002","2","94.90","0.86","3686.97","34"
"2021-11","00103","103. 망원역 2번출구 앞","단체","F","AGE_003","2","181.07","2.26","9728.51","89"
"2021-11","00103","103. 망원역 2번출구 앞","단체","F","AGE_008","2","95.29","0.86","3702.15","50"
"2021-11","00103","103. 망원역 2번출구 앞","단체","M","AGE_002","1","104.29","0.78","3376.46","28"
"2021-11","00103","103. 망원역 2번출구 앞","단체","M","AGE_004","1","25.34","0.19","800.00","7"
"2021-11","00103","103. 망원역 2번출구 앞","일일(비회원)",\N,"AGE_003","1","22.14","0.20","860.00","6"
"2021-11","00103","103. 망원역 2번출구 앞","일일(비회원)",\N,"AGE_008","39","3986.15","35.94","154861.01","1706"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_001","6","629.01","6.37","27472.19","456"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_002","128","8782.22","80.66","347559.33","4137"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_003","55","3475.41","32.57","140362.67","1608"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_004","3","35.54","0.37","1602.51","65"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_005","2","268.51","2.22","9540.00","58"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_007","1","119.43","1.08","4640.00","25"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_008","5","533.13","4.99","21473.16","187"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_001","2","162.93","1.47","6330.00","162"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_002","6","436.89","4.19","18043.66","183"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_003","1","63.11","0.77","3320.00","34"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_005","1","34.19","0.36","1570.00","72"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_008","1","0.00","0.00","0.00","28"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_001","3","119.65","1.12","4837.37","80"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_002","81","5415.53","53.00","228393.30","2962"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_003","28","1391.60","14.27","61538.56","856"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_004","4","454.32","4.39","18937.09","126"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_005","6","461.26","5.37","23174.93","122"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_006","1","183.23","1.53","6610.00","36"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_008","15","779.79","7.61","32780.84","597"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_001","15","966.48","7.96","34324.54","560"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_002","97","9105.32","75.32","324426.64","3073"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_003","21","1806.98","14.25","61376.51","583"
"2021-11","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_004","15","457.64","3.74","16048.94","229"
