대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간
2020-03,101,101. (구)합정동 주민센터,정기,M,AGE_003,79,7435.54,61.63,265482.85,2012
2020-03,101,101. (구)합정동 주민센터,정기,M,AGE_004,26,3703.08,29.9,128890,660
2020-03,101,101. (구)합정동 주민센터,정기,M,AGE_005,16,503.1,4.49,19280,258
2020-03,101,101. (구)합정동 주민센터,정기,M,AGE_006,16,5777.85,52.08,224470,212
2020-03,101,101. (구)합정동 주민센터,정기,M,AGE_007,1,75.56,0.49,2120,23
2020-03,101,101. (구)합정동 주민센터,정기,M,AGE_008,3,74,0.6,2560,15
2020-03,102,102. 망원역 1번출구 앞,단체,\N,AGE_001,3,744.63,6.6,28430,153
2020-03,102,102. 망원역 1번출구 앞,단체,\N,AGE_002,12,3191.07,29.19,125800,649
2020-03,102,102. 망원역 1번출구 앞,단체,\N,AGE_003,2,2149.68,25.19,108570,333
2020-03,102,102. 망원역 1번출구 앞,단체,\N,AGE_004,3,1751.68,17.12,73790,127
2020-03,102,102. 망원역 1번출구 앞,단체,,AGE_003,1,166.22,1.84,7920,79
2020-03,102,102. 망원역 1번출구 앞,단체,F,AGE_002,2,633.4,5.3,22850,113
2020-03,102,102. 망원역 1번출구 앞,단체,F,AGE_004,7,379.27,3.48,14950,142
2020-03,102,102. 망원역 1번출구 앞,단체,M,AGE_002,2,270.5,1.91,8230,106
2020-03,102,102. 망원역 1번출구 앞,단체,M,AGE_003,3,464.24,3.76,16220,98
2020-03,102,102. 망원역 1번출구 앞,일일(비회원),\N,AGE_008,58,19882.88,179.2,772450,3913
2020-03,102,102. 망원역 1번출구 앞,일일(비회원),F,AGE_008,2,427.28,3.85,16600,144
2020-03,102,102. 망원역 1번출구 앞,일일(비회원),M,AGE_008,1,191.51,1.73,7440,115
2020-03,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_001,23,3055.82,27.62,119000,1148
2020-03,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_002,303,60104.87,553.64,2386639.78,16669
2020-03,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_003,66,15000.26,140.06,603830,3993
2020-03,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_004,14,1734.14,14.91,64255.59,797
2020-03,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_005,4,676.15,6.19,26730,235
2020-03,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_007,1,0,0,0,13
2020-03,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_008,9,1204.21,11.95,51510,534
2020-03,102,102. 망원역 1번출구 앞,일일(회원),,AGE_001,3,691.8,6.92,29830,199
2020-03,102,102. 망원역 1번출구 앞,일일(회원),,AGE_002,30,5241.3,47.45,204450,1673
2020-03,102,102. 망원역 1번출구 앞,일일(회원),,AGE_003,14,4784.32,42.2,181900,435
2020-03,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_001,12,1398.91,16.18,69730,591
2020-03,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_002,152,33175.7,338.2,1457760,8882
2020-03,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_003,51,7658.39,78,336159.41,2746
2020-03,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_004,7,773.36,9.04,38930,294
2020-03,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_005,3,433.97,5.5,23680,153
2020-03,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_001,2,491.7,4.5,19390,197
2020-03,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_002,69,19990.82,164.04,707120,3573
2020-03,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_003,38,11791.52,97.47,420040,1875
2020-03,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_004,5,2033.6,19.23,82880,195
2020-03,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_005,1,55.24,0.36,1550,12
2020-03,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_006,1,109.3,0.85,3680,52
2020-03,102,102. 망원역 1번출구 앞,정기,\N,AGE_001,7,274.31,1.89,8210,56
2020-03,102,102. 망원역 1번출구 앞,정기,\N,AGE_002,415,69374.12,639.27,2755521.43,9545
2020-03,102,102. 망원역 1번출구 앞,정기,\N,AGE_003,136,26671.72,241.92,1042620,3391
2020-03,102,102. 망원역 1번출구 앞,정기,\N,AGE_004,55,11005.69,95.6,412190,1883
2020-03,102,102. 망원역 1번출구 앞,정기,\N,AGE_005,44,4903.9,40.53,174620,1024
2020-03,102,102. 망원역 1번출구 앞,정기,\N,AGE_006,21,529.12,4.26,18240,123
2020-03,102,102. 망원역 1번출구 앞,정기,\N,AGE_007,2,197.68,1.77,7640,51
2020-03,102,102. 망원역 1번출구 앞,정기,\N,AGE_008,22,3004.96,27.48,118430,548
2020-03,102,102. 망원역 1번출구 앞,정기,,AGE_002,60,11783.11,101.82,438853.27,1895
2020-03,102,102. 망원역 1번출구 앞,정기,,AGE_003,36,2850.26,22.76,98120,670
2020-03,102,102. 망원역 1번출구 앞,정기,,AGE_004,10,906.71,6.84,29510,410
2020-03,102,102. 망원역 1번출구 앞,정기,,AGE_005,5,299.26,2.32,9990,99
2020-03,102,102. 망원역 1번출구 앞,정기,,AGE_006,5,1723.55,15.54,66960,44
2020-03,102,102. 망원역 1번출구 앞,정기,F,AGE_001,1,39.25,0.43,1870,18
2020-03,102,102. 망원역 1번출구 앞,정기,F,AGE_002,201,30333.48,309.28,1333011.89,5874
2020-03,102,102. 망원역 1번출구 앞,정기,F,AGE_003,132,20027.79,198.75,856639.35,3371
2020-03,102,102. 망원역 1번출구 앞,정기,F,AGE_004,44,2188.81,22.87,98554.47,1001
2020-03,102,102. 망원역 1번출구 앞,정기,F,AGE_005,7,322.09,2.94,12645.04,239
2020-03,102,102. 망원역 1번출구 앞,정기,F,AGE_006,10,4378.22,35.67,153800,237
2020-03,102,102. 망원역 1번출구 앞,정기,F,AGE_007,7,137.35,1.22,5300,36
2020-03,102,102. 망원역 1번출구 앞,정기,M,AGE_001,3,203.15,1.59,6840,118
2020-03,102,102. 망원역 1번출구 앞,정기,M,AGE_002,201,28071.44,222.96,960972.27,4904
2020-03,102,102. 망원역 1번출구 앞,정기,M,AGE_003,168,16740.36,137.43,592422.68,4868
2020-03,102,102. 망원역 1번출구 앞,정기,M,AGE_004,60,13863.64,99.05,426895.51,1565
2020-03,102,102. 망원역 1번출구 앞,정기,M,AGE_005,30,4795.83,37.7,162540,667
2020-03,102,102. 망원역 1번출구 앞,정기,M,AGE_006,7,210.53,1.77,7670,75
2020-03,102,102. 망원역 1번출구 앞,정기,M,AGE_007,3,494.78,4.29,18480,173
2020-03,102,102. 망원역 1번출구 앞,정기,M,AGE_008,1,26.6,0.21,920,6
2020-03,103,103. 망원역 2번출구 앞,단체,\N,AGE_001,1,265.64,2.39,10320,76
2020-03,103,103. 망원역 2번출구 앞,단체,\N,AGE_002,6,868.62,7.46,32200,294
2020-03,103,103. 망원역 2번출구 앞,단체,\N,AGE_003,2,21.88,0.2,850,20
2020-03,103,103. 망원역 2번출구 앞,단체,\N,AGE_004,3,588.67,5.31,22870,157
2020-03,103,103. 망원역 2번출구 앞,단체,,AGE_002,1,107.08,0.97,4160,69
2020-03,103,103. 망원역 2번출구 앞,단체,F,AGE_002,2,162.71,1.99,8560,97
2020-03,103,103. 망원역 2번출구 앞,단체,F,AGE_003,5,855.61,7.7,33240,268
2020-03,103,103. 망원역 2번출구 앞,단체,F,AGE_004,4,98.84,0.89,3840,75
2020-03,103,103. 망원역 2번출구 앞,단체,M,AGE_002,4,699.62,6.31,27180,345
2020-03,103,103. 망원역 2번출구 앞,단체,M,AGE_005,2,241.45,2.11,9100,69
2020-03,103,103. 망원역 2번출구 앞,일일(비회원),\N,AGE_008,29,9505.26,85.66,369280,1684
2020-03,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_001,19,5577.93,51.75,223000,1145
2020-03,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_002,251,63487.59,615.65,2653664.02,15385
2020-03,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_003,39,8005.52,74.29,320300,2350
2020-03,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_004,12,2078.27,19.25,83030,775
2020-03,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_005,1,0,0,0,0
2020-03,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_008,2,275.44,2.75,11840,100
2020-03,103,103. 망원역 2번출구 앞,일일(회원),,AGE_002,36,6190.07,57.86,249420,2114
2020-03,103,103. 망원역 2번출구 앞,일일(회원),,AGE_003,1,42.99,0.39,1670,24
2020-03,103,103. 망원역 2번출구 앞,일일(회원),F,AGE_001,7,673.08,6.45,27810,343
2020-03,103,103. 망원역 2번출구 앞,일일(회원),F,AGE_002,99,16801.12,183.87,792478.97,4634
2020-03,103,103. 망원역 2번출구 앞,일일(회원),F,AGE_003,26,2623.29,27.07,116663.73,1281
2020-03,103,103. 망원역 2번출구 앞,일일(회원),F,AGE_004,8,1150.1,11.49,49480,443
2020-03,103,103. 망원역 2번출구 앞,일일(회원),F,AGE_005,1,24.95,0.29,1260,17
2020-03,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_001,6,513.84,4.54,19620,196
2020-03,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_002,56,11830.6,96.22,414640,2856
2020-03,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_003,14,2705.8,21.74,93730,731
2020-03,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_004,11,2240.17,17.95,77360,688
2020-03,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_005,3,335.55,3.57,15380,173
2020-03,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_006,1,195.34,1.82,7830,37
2020-03,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_007,1,5.39,0.05,200,5
2020-03,103,103. 망원역 2번출구 앞,정기,\N,AGE_001,8,354.04,3.5,15090,90
2020-03,103,103. 망원역 2번출구 앞,정기,\N,AGE_002,208,28560.71,244.64,1054830,5548
2020-03,103,103. 망원역 2번출구 앞,정기,\N,AGE_003,76,10167.26,83.46,359780,2378
2020-03,103,103. 망원역 2번출구 앞,정기,\N,AGE_004,56,11638.16,105.83,455890,2173
2020-03,103,103. 망원역 2번출구 앞,정기,\N,AGE_005,34,2355.75,20.05,86376.76,1122
2020-03,103,103. 망원역 2번출구 앞,정기,\N,AGE_006,11,1016.19,8.9,38390,294
2020-03,103,103. 망원역 2번출구 앞,정기,\N,AGE_008,10,748.93,8.22,35470,387
2020-03,103,103. 망원역 2번출구 앞,정기,,AGE_001,5,316.18,3.07,13230,164
2020-03,103,103. 망원역 2번출구 앞,정기,,AGE_002,47,5759.14,45.79,197510,1043
2020-03,103,103. 망원역 2번출구 앞,정기,,AGE_003,35,1416.87,12.95,55760,861
2020-03,103,103. 망원역 2번출구 앞,정기,,AGE_004,7,716.81,5.69,24520,216
2020-03,103,103. 망원역 2번출구 앞,정기,,AGE_005,3,125.47,1.1,4790,36
2020-03,103,103. 망원역 2번출구 앞,정기,,AGE_006,5,1175.04,10.59,45650,25
2020-03,103,103. 망원역 2번출구 앞,정기,F,AGE_001,3,91.13,1.21,5230,61
2020-03,103,103. 망원역 2번출구 앞,정기,F,AGE_002,151,20956.43,205.45,885457.43,4516
2020-03,103,103. 망원역 2번출구 앞,정기,F,AGE_003,91,8780.87,91.56,394650,2084
2020-03,103,103. 망원역 2번출구 앞,정기,F,AGE_004,35,4064.75,42.26,182063.45,1283
2020-03,103,103. 망원역 2번출구 앞,정기,F,AGE_005,28,4734.13,52.61,226794.29,959
2020-03,103,103. 망원역 2번출구 앞,정기,F,AGE_006,9,818.9,6.58,28380,163
2020-03,103,103. 망원역 2번출구 앞,정기,F,AGE_007,1,42.73,0.39,1660,84
2020-03,103,103. 망원역 2번출구 앞,정기,M,AGE_001,3,61.64,0.56,2420,15
2020-03,103,103. 망원역 2번출구 앞,정기,M,AGE_002,115,15859.67,126.52,545646.89,3047
2020-03,103,103. 망원역 2번출구 앞,정기,M,AGE_003,152,17823.56,140.66,606422.85,3544
2020-03,103,103. 망원역 2번출구 앞,정기,M,AGE_004,48,7385.09,59.73,257580,1091
2020-03,103,103. 망원역 2번출구 앞,정기,M,AGE_005,20,2467.02,19.15,82540,722
2020-03,103,103. 망원역 2번출구 앞,정기,M,AGE_006,32,2942.4,23.8,102484.69,681
2020-03,103,103. 망원역 2번출구 앞,정기,M,AGE_007,11,975.63,8.39,36170,591
2020-03,103,103. 망원역 2번출구 앞,정기,M,AGE_008,4,78.63,0.64,2720,20
2020-03,104,104. 합정역 1번출구 앞,BIL_021,\N,AGE_008,1,65.12,0.59,2530,17
2020-03,104,104. 합정역 1번출구 앞,단체,\N,AGE_002,4,2073.2,16.14,69540,358
2020-03,104,104. 합정역 1번출구 앞,단체,\N,AGE_008,2,871.29,7.85,33850,298
2020-03,104,104. 합정역 1번출구 앞,단체,M,AGE_002,5,484.16,4.16,17900,184
2020-03,104,104. 합정역 1번출구 앞,일일(비회원),\N,AGE_008,32,6473.61,58.35,251500,3082
2020-03,104,104. 합정역 1번출구 앞,일일(비회원),F,AGE_008,2,178.28,1.6,6926.25,103
2020-03,104,104. 합정역 1번출구 앞,일일(비회원),M,AGE_008,1,202.32,1.82,7860,85
2020-03,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_001,16,2977.31,24.41,105230,528
2020-03,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_002,269,54725.4,492.29,2122052.56,15826
2020-03,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_003,59,17776.39,162.42,700112.6,3334
2020-03,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_004,3,464.74,4.09,17620,127
2020-03,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_005,1,105.94,0.97,4180,29
2020-03,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_007,1,211.07,1.9,8200,107
2020-03,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_008,3,527.12,6.08,26200,143
2020-03,104,104. 합정역 1번출구 앞,일일(회원),,AGE_001,4,243.58,2.58,11140,147
2020-03,104,104. 합정역 1번출구 앞,일일(회원),,AGE_002,20,5785.53,57.44,247500,1159
2020-03,104,104. 합정역 1번출구 앞,일일(회원),,AGE_003,3,139.84,1.3,5580,153
2020-03,104,104. 합정역 1번출구 앞,일일(회원),,AGE_004,1,349.13,2.59,11160,90
2020-03,104,104. 합정역 1번출구 앞,일일(회원),F,AGE_001,4,226.1,2.21,9500,206
2020-03,104,104. 합정역 1번출구 앞,일일(회원),F,AGE_002,77,10194.85,103.64,446805.58,4423
2020-03,104,104. 합정역 1번출구 앞,일일(회원),F,AGE_003,21,3573.52,36.94,159230,1059
2020-03,104,104. 합정역 1번출구 앞,일일(회원),F,AGE_004,1,1709.08,16.97,73150,81
2020-03,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_001,4,1376.51,12.04,51940,402
2020-03,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_002,53,19384.38,168.27,725590,2453
2020-03,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_003,17,6870.06,58.25,251080,919
2020-03,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_004,5,958.62,7.83,33720,231
2020-03,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_005,9,2235.81,18.48,79650,239
2020-03,104,104. 합정역 1번출구 앞,정기,\N,AGE_001,15,5205.8,43.42,187140,629
2020-03,104,104. 합정역 1번출구 앞,정기,\N,AGE_002,201,28218.13,267.29,1152087.21,5647
2020-03,104,104. 합정역 1번출구 앞,정기,\N,AGE_003,115,13627.38,117.28,505590,3001
2020-03,104,104. 합정역 1번출구 앞,정기,\N,AGE_004,56,9600.95,84.13,362620,1665
2020-03,104,104. 합정역 1번출구 앞,정기,\N,AGE_005,22,1395.3,11.63,50219.18,485
2020-03,104,104. 합정역 1번출구 앞,정기,\N,AGE_006,8,1737.36,14.51,62550,435
2020-03,104,104. 합정역 1번출구 앞,정기,\N,AGE_007,1,64.09,0.58,2490,26
2020-03,104,104. 합정역 1번출구 앞,정기,\N,AGE_008,10,456.71,3.76,16220,228
2020-03,104,104. 합정역 1번출구 앞,정기,,AGE_001,5,197.65,1.71,7340,42
2020-03,104,104. 합정역 1번출구 앞,정기,,AGE_002,38,9472.09,80.53,347040,819
2020-03,104,104. 합정역 1번출구 앞,정기,,AGE_003,16,4377.34,34.91,150540,356
2020-03,104,104. 합정역 1번출구 앞,정기,,AGE_004,3,81.56,0.63,2710,80
2020-03,104,104. 합정역 1번출구 앞,정기,,AGE_005,5,340.28,2.68,11580,91
2020-03,104,104. 합정역 1번출구 앞,정기,,AGE_006,1,10.15,0.1,420,3
2020-03,104,104. 합정역 1번출구 앞,정기,F,AGE_001,2,390.47,3.52,15170,103
2020-03,104,104. 합정역 1번출구 앞,정기,F,AGE_002,111,11158.28,119.21,514032.21,3325
2020-03,104,104. 합정역 1번출구 앞,정기,F,AGE_003,61,4362.37,45.88,197710,1088
2020-03,104,104. 합정역 1번출구 앞,정기,F,AGE_004,27,2891.25,25.81,111284.19,889
2020-03,104,104. 합정역 1번출구 앞,정기,F,AGE_005,27,3258.98,31.24,134606.2,929
2020-03,104,104. 합정역 1번출구 앞,정기,F,AGE_007,1,25.93,0.26,1110,46
2020-03,104,104. 합정역 1번출구 앞,정기,M,AGE_002,108,21344.98,192.84,831286.85,2992
2020-03,104,104. 합정역 1번출구 앞,정기,M,AGE_003,147,15652.3,135.42,583503.97,2797
2020-03,104,104. 합정역 1번출구 앞,정기,M,AGE_004,50,6565.84,49.9,215200,1160
2020-03,104,104. 합정역 1번출구 앞,정기,M,AGE_005,28,3329.02,27.56,118800,660
2020-03,104,104. 합정역 1번출구 앞,정기,M,AGE_006,18,875.71,8.29,35757.28,291
2020-03,104,104. 합정역 1번출구 앞,정기,M,AGE_007,6,685.14,6.07,26170,225
2020-03,105,105. 합정역 5번출구 앞,단체,\N,AGE_002,7,1054.97,9.97,42950,284
2020-03,105,105. 합정역 5번출구 앞,일일(비회원),\N,AGE_008,26,5818.52,52.42,226050,1191
2020-03,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_001,5,733.04,8.16,35180,263
2020-03,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_002,146,21952.33,201.2,867291.85,7703
2020-03,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_003,24,7371.39,62.15,267940,1317
2020-03,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_004,2,123.14,1.39,5980,70
2020-03,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_005,3,72.83,0.6,2580,140
2020-03,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_008,3,579.42,6.4,27580,230
2020-03,105,105. 합정역 5번출구 앞,일일(회원),,AGE_002,8,619.29,6.56,28220,370
2020-03,105,105. 합정역 5번출구 앞,일일(회원),,AGE_003,1,1698.1,12.59,54280,9
2020-03,105,105. 합정역 5번출구 앞,일일(회원),,AGE_004,1,68.21,0.61,2650,43
2020-03,105,105. 합정역 5번출구 앞,일일(회원),F,AGE_001,5,760.13,7.23,31160,250
2020-03,105,105. 합정역 5번출구 앞,일일(회원),F,AGE_002,43,8345.8,88.08,379700,2321
2020-03,105,105. 합정역 5번출구 앞,일일(회원),F,AGE_003,16,2069.01,22.74,98014.52,869
2020-03,105,105. 합정역 5번출구 앞,일일(회원),F,AGE_004,3,707.11,5.38,23190,280
2020-03,105,105. 합정역 5번출구 앞,일일(회원),F,AGE_005,1,185.07,1.67,7190,45
2020-03,105,105. 합정역 5번출구 앞,일일(회원),M,AGE_002,36,4883.77,42.15,181623.73,1684
2020-03,105,105. 합정역 5번출구 앞,일일(회원),M,AGE_003,11,1415.57,11.79,50830,473
2020-03,105,105. 합정역 5번출구 앞,일일(회원),M,AGE_004,4,1122.62,7.08,30500,170
2020-03,105,105. 합정역 5번출구 앞,일일(회원),M,AGE_005,2,136.73,1,4300,31
2020-03,105,105. 합정역 5번출구 앞,정기,\N,AGE_001,9,1575.39,14.15,60940,354
2020-03,105,105. 합정역 5번출구 앞,정기,\N,AGE_002,109,14619.8,134.74,580756.61,3428
2020-03,105,105. 합정역 5번출구 앞,정기,\N,AGE_003,67,9184.78,104.96,452480,2228
2020-03,105,105. 합정역 5번출구 앞,정기,\N,AGE_004,12,1239.21,9.37,40420,388
2020-03,105,105. 합정역 5번출구 앞,정기,\N,AGE_005,35,3743.42,30.33,130734.78,1119
2020-03,105,105. 합정역 5번출구 앞,정기,\N,AGE_006,3,1703.59,15.34,66100,74
2020-03,105,105. 합정역 5번출구 앞,정기,,AGE_001,1,\N,\N,0,40
2020-03,105,105. 합정역 5번출구 앞,정기,,AGE_002,13,912.97,7.95,34250,253
2020-03,105,105. 합정역 5번출구 앞,정기,,AGE_003,4,503.05,4.88,20990,119
2020-03,105,105. 합정역 5번출구 앞,정기,,AGE_004,2,3846.66,26.94,116140,98
2020-03,105,105. 합정역 5번출구 앞,정기,,AGE_005,1,13.66,0.11,460,2
2020-03,105,105. 합정역 5번출구 앞,정기,F,AGE_001,1,74.55,0.65,2810,23
2020-03,105,105. 합정역 5번출구 앞,정기,F,AGE_002,64,5637.08,59.72,257455.33,1839
2020-03,105,105. 합정역 5번출구 앞,정기,F,AGE_003,45,3803.53,36.87,158920,1042
2020-03,105,105. 합정역 5번출구 앞,정기,F,AGE_004,8,969.33,8.18,35210,227
2020-03,105,105. 합정역 5번출구 앞,정기,F,AGE_005,5,961.41,10.18,43900,374
2020-03,105,105. 합정역 5번출구 앞,정기,M,AGE_001,2,80.93,0.71,3060,20
2020-03,105,105. 합정역 5번출구 앞,정기,M,AGE_002,87,23732.19,185.54,799580,2291
2020-03,105,105. 합정역 5번출구 앞,정기,M,AGE_003,91,12551.1,94.72,408260,1670
2020-03,105,105. 합정역 5번출구 앞,정기,M,AGE_004,22,2495.05,20.35,87760,593
2020-03,105,105. 합정역 5번출구 앞,정기,M,AGE_005,9,415.55,3.45,14870,132
2020-03,105,105. 합정역 5번출구 앞,정기,M,AGE_006,12,500.32,4.58,19750,146
2020-03,106,106. 합정역 7번출구 앞,BIL_021,F,AGE_002,1,15.08,0.16,680,8
2020-03,106,106. 합정역 7번출구 앞,단체,\N,AGE_001,12,1894.83,18.08,77980,622
2020-03,106,106. 합정역 7번출구 앞,단체,\N,AGE_002,31,8288.88,83.43,359540,1707
2020-03,106,106. 합정역 7번출구 앞,단체,\N,AGE_004,11,2596.1,22.93,98830,751
2020-03,106,106. 합정역 7번출구 앞,단체,\N,AGE_005,2,375.03,3.38,14570,134
2020-03,106,106. 합정역 7번출구 앞,단체,,AGE_002,8,1506.13,16.6,71590,541
2020-03,106,106. 합정역 7번출구 앞,단체,F,AGE_001,4,460.54,4.5,19370,198
2020-03,106,106. 합정역 7번출구 앞,단체,F,AGE_002,6,1543.43,14.62,63030,214
2020-03,106,106. 합정역 7번출구 앞,단체,F,AGE_003,2,73.18,0.89,3850,114
