연월,자치구,연도,월,PM_사고건수,사망자수,중상자수,경상자수,부상신고자수,총부상자수,총사상자수,중상이상자수,PM_가해사고건수,PM_피해사고건수,야간사고건수
2020-04,관악구,2020,4,1,0,0,1,0,1,1,0,0,1,0
2020-04,광진구,2020,4,3,0,3,0,0,3,3,3,3,0,2
2020-04,구로구,2020,4,2,0,0,1,1,2,2,0,1,1,1
2020-04,금천구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,노원구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,도봉구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,동대문구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,동작구,2020,4,2,0,0,2,0,2,2,0,0,2,0
2020-04,마포구,2020,4,3,0,0,2,2,4,4,0,2,1,0
2020-04,서대문구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,서초구,2020,4,1,0,0,1,0,1,1,0,1,0,1
2020-04,성동구,2020,4,2,0,1,1,0,2,2,1,2,0,0
2020-04,성북구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,송파구,2020,4,4,0,0,3,1,4,4,0,2,2,2
2020-04,양천구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,영등포구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,용산구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,은평구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,종로구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,중구,2020,4,0,0,0,0,0,0,0,0,0,0,0
2020-04,중랑구,2020,4,2,0,1,2,0,3,3,1,1,1,2
2020-05,강남구,2020,5,12,0,4,9,1,14,14,4,6,6,8
2020-05,강동구,2020,5,1,0,1,1,0,2,2,1,1,0,0
2020-05,강북구,2020,5,2,0,1,1,0,2,2,1,1,1,0
2020-05,강서구,2020,5,0,0,0,0,0,0,0,0,0,0,0
2020-05,관악구,2020,5,2,0,0,2,0,2,2,0,2,0,2
2020-05,광진구,2020,5,2,0,1,1,0,2,2,1,2,0,2
2020-05,구로구,2020,5,3,0,1,1,1,3,3,1,1,2,2
2020-05,금천구,2020,5,0,0,0,0,0,0,0,0,0,0,0
2020-05,노원구,2020,5,0,0,0,0,0,0,0,0,0,0,0
2020-05,도봉구,2020,5,1,0,0,1,0,1,1,0,1,0,0
2020-05,동대문구,2020,5,0,0,0,0,0,0,0,0,0,0,0
2020-05,동작구,2020,5,1,0,0,1,0,1,1,0,1,0,1
2020-05,마포구,2020,5,2,0,0,2,0,2,2,0,1,1,1
2020-05,서대문구,2020,5,0,0,0,0,0,0,0,0,0,0,0
2020-05,서초구,2020,5,3,0,1,0,2,3,3,1,2,1,2
2020-05,성동구,2020,5,2,0,2,0,0,2,2,2,2,0,2
2020-05,성북구,2020,5,2,0,1,1,0,2,2,1,1,1,1
2020-05,송파구,2020,5,6,0,1,2,4,7,7,1,4,2,3
2020-05,양천구,2020,5,1,0,0,1,0,1,1,0,1,0,0
2020-05,영등포구,2020,5,1,0,1,1,0,2,2,1,1,0,1
2020-05,용산구,2020,5,0,0,0,0,0,0,0,0,0,0,0
2020-05,은평구,2020,5,2,0,1,1,0,2,2,1,0,2,2
2020-05,종로구,2020,5,1,0,0,2,0,2,2,0,1,0,1
2020-05,중구,2020,5,4,0,1,3,1,5,5,1,2,2,3
2020-05,중랑구,2020,5,2,0,0,2,0,2,2,0,1,1,1
2020-06,강남구,2020,6,11,0,4,6,2,12,12,4,4,7,6
2020-06,강동구,2020,6,1,0,0,1,0,1,1,0,0,1,0
2020-06,강북구,2020,6,0,0,0,0,0,0,0,0,0,0,0
2020-06,강서구,2020,6,0,0,0,0,0,0,0,0,0,0,0
2020-06,관악구,2020,6,1,0,0,2,0,2,2,0,1,0,1
2020-06,광진구,2020,6,5,0,0,6,2,8,8,0,4,1,3
2020-06,구로구,2020,6,2,0,0,2,0,2,2,0,2,0,0
2020-06,금천구,2020,6,1,0,1,0,0,1,1,1,1,0,1
2020-06,노원구,2020,6,0,0,0,0,0,0,0,0,0,0,0
2020-06,도봉구,2020,6,2,0,0,2,0,2,2,0,1,1,0
2020-06,동대문구,2020,6,1,0,0,0,1,1,1,0,1,0,1
2020-06,동작구,2020,6,4,0,0,3,1,4,4,0,4,0,3
2020-06,마포구,2020,6,3,0,0,1,2,3,3,0,3,0,2
2020-06,서대문구,2020,6,1,0,0,1,0,1,1,0,1,0,1
2020-06,서초구,2020,6,8,0,3,4,2,9,9,3,4,4,1
2020-06,성동구,2020,6,0,0,0,0,0,0,0,0,0,0,0
2020-06,성북구,2020,6,0,0,0,0,0,0,0,0,0,0,0
2020-06,송파구,2020,6,3,0,0,3,0,3,3,0,2,1,2
2020-06,양천구,2020,6,1,0,0,1,0,1,1,0,1,0,1
2020-06,영등포구,2020,6,3,0,2,1,1,4,4,2,2,1,1
2020-06,용산구,2020,6,0,0,0,0,0,0,0,0,0,0,0
2020-06,은평구,2020,6,0,0,0,0,0,0,0,0,0,0,0
2020-06,종로구,2020,6,1,0,0,1,0,1,1,0,1,0,0
2020-06,중구,2020,6,0,0,0,0,0,0,0,0,0,0,0
2020-06,중랑구,2020,6,1,0,0,1,0,1,1,0,1,0,0
2020-07,강남구,2020,7,22,0,5,16,3,24,24,5,16,6,11
2020-07,강동구,2020,7,3,0,1,2,0,3,3,1,1,2,1
2020-07,강북구,2020,7,0,0,0,0,0,0,0,0,0,0,0
2020-07,강서구,2020,7,0,0,0,0,0,0,0,0,0,0,0
2020-07,관악구,2020,7,5,0,0,4,1,5,5,0,3,2,2
2020-07,광진구,2020,7,1,0,1,0,0,1,1,1,1,0,1
2020-07,구로구,2020,7,5,1,0,4,0,4,5,1,3,2,1
2020-07,금천구,2020,7,1,0,0,0,1,1,1,0,1,0,0
2020-07,노원구,2020,7,0,0,0,0,0,0,0,0,0,0,0
2020-07,도봉구,2020,7,2,0,0,2,0,2,2,0,2,0,1
2020-07,동대문구,2020,7,3,0,1,2,0,3,3,1,2,1,0
2020-07,동작구,2020,7,1,0,0,1,0,1,1,0,0,1,1
2020-07,마포구,2020,7,4,0,2,0,2,4,4,2,2,2,2
2020-07,서대문구,2020,7,2,0,1,1,0,2,2,1,2,0,1
2020-07,서초구,2020,7,6,0,2,5,0,7,7,2,4,2,2
2020-07,성동구,2020,7,3,0,0,3,0,3,3,0,1,2,3
2020-07,성북구,2020,7,1,0,0,1,0,1,1,0,1,0,1
2020-07,송파구,2020,7,4,0,1,3,1,5,5,1,3,1,1
2020-07,양천구,2020,7,0,0,0,0,0,0,0,0,0,0,0
2020-07,영등포구,2020,7,1,0,1,0,0,1,1,1,1,0,1
2020-07,용산구,2020,7,1,0,1,0,0,1,1,1,1,0,1
2020-07,은평구,2020,7,1,0,0,1,0,1,1,0,1,0,0
2020-07,종로구,2020,7,1,0,0,1,0,1,1,0,0,1,1
2020-07,중구,2020,7,1,0,0,1,0,1,1,0,1,0,0
2020-07,중랑구,2020,7,0,0,0,0,0,0,0,0,0,0,0
2020-08,강남구,2020,8,15,0,3,7,5,15,15,3,11,4,12
2020-08,강동구,2020,8,2,0,1,0,1,2,2,1,1,1,1
2020-08,강북구,2020,8,1,0,0,1,0,1,1,0,0,1,1
2020-08,강서구,2020,8,2,0,1,1,0,2,2,1,1,1,1
2020-08,관악구,2020,8,6,0,2,5,0,7,7,2,4,2,2
2020-08,광진구,2020,8,3,0,0,3,0,3,3,0,2,1,1
2020-08,구로구,2020,8,0,0,0,0,0,0,0,0,0,0,0
2020-08,금천구,2020,8,2,0,1,3,0,4,4,1,1,1,1
2020-08,노원구,2020,8,1,0,1,0,0,1,1,1,1,0,1
2020-08,도봉구,2020,8,0,0,0,0,0,0,0,0,0,0,0
2020-08,동대문구,2020,8,3,0,1,2,0,3,3,1,2,1,0
2020-08,동작구,2020,8,2,0,0,1,1,2,2,0,2,0,1
2020-08,마포구,2020,8,6,0,3,3,0,6,6,3,5,2,3
2020-08,서대문구,2020,8,0,0,0,0,0,0,0,0,0,0,0
2020-08,서초구,2020,8,4,0,1,2,1,4,4,1,3,1,4
2020-08,성동구,2020,8,0,0,0,0,0,0,0,0,0,0,0
2020-08,성북구,2020,8,2,0,1,1,0,2,2,1,2,0,1
2020-08,송파구,2020,8,5,0,1,3,1,5,5,1,2,3,3
2020-08,양천구,2020,8,0,0,0,0,0,0,0,0,0,0,0
2020-08,영등포구,2020,8,4,0,0,4,1,5,5,0,3,1,4
2020-08,용산구,2020,8,0,0,0,0,0,0,0,0,0,0,0
2020-08,은평구,2020,8,1,0,1,0,0,1,1,1,1,0,0
2020-08,종로구,2020,8,0,0,0,0,0,0,0,0,0,0,0
2020-08,중구,2020,8,0,0,0,0,0,0,0,0,0,0,0
2020-08,중랑구,2020,8,2,0,0,2,0,2,2,0,0,2,1
2020-09,강남구,2020,9,17,0,6,12,2,20,20,6,11,6,7
2020-09,강동구,2020,9,2,0,2,0,0,2,2,2,1,1,2
2020-09,강북구,2020,9,1,0,0,1,0,1,1,0,0,1,1
2020-09,강서구,2020,9,0,0,0,0,0,0,0,0,0,0,0
2020-09,관악구,2020,9,4,0,0,4,0,4,4,0,4,0,4
2020-09,광진구,2020,9,4,0,2,2,0,4,4,2,4,0,1
2020-09,구로구,2020,9,1,0,0,1,0,1,1,0,1,0,1
2020-09,금천구,2020,9,0,0,0,0,0,0,0,0,0,0,0
2020-09,노원구,2020,9,2,0,1,0,1,2,2,1,1,1,2
2020-09,도봉구,2020,9,0,0,0,0,0,0,0,0,0,0,0
2020-09,동대문구,2020,9,4,0,1,3,0,4,4,1,1,3,3
2020-09,동작구,2020,9,3,0,0,3,0,3,3,0,3,0,2
2020-09,마포구,2020,9,13,0,7,8,1,16,16,7,7,6,8
2020-09,서대문구,2020,9,1,0,0,1,0,1,1,0,1,0,1
2020-09,서초구,2020,9,6,0,2,4,0,6,6,2,6,0,4
2020-09,성동구,2020,9,4,0,0,3,1,4,4,0,3,1,2
2020-09,성북구,2020,9,1,0,0,1,0,1,1,0,0,1,0
2020-09,송파구,2020,9,2,0,0,1,1,2,2,0,1,1,0
2020-09,양천구,2020,9,3,0,1,2,0,3,3,1,2,1,1
2020-09,영등포구,2020,9,1,0,1,0,0,1,1,1,0,1,0
2020-09,용산구,2020,9,0,0,0,0,0,0,0,0,0,0,0
2020-09,은평구,2020,9,0,0,0,0,0,0,0,0,0,0,0
2020-09,종로구,2020,9,0,0,0,0,0,0,0,0,0,0,0
2020-09,중구,2020,9,0,0,0,0,0,0,0,0,0,0,0
2020-09,중랑구,2020,9,1,0,0,1,0,1,1,0,0,1,0
2020-10,강남구,2020,10,16,0,5,13,1,19,19,5,10,6,10
2020-10,강동구,2020,10,4,0,1,3,0,4,4,1,3,1,2
2020-10,강북구,2020,10,1,0,1,0,0,1,1,1,0,1,1
2020-10,강서구,2020,10,3,0,1,2,0,3,3,1,3,0,2
2020-10,관악구,2020,10,8,0,1,8,0,9,9,1,5,3,4
2020-10,광진구,2020,10,7,0,3,6,0,9,9,3,5,3,6
2020-10,구로구,2020,10,0,0,0,0,0,0,0,0,0,0,0
2020-10,금천구,2020,10,1,0,1,0,0,1,1,1,0,1,0
2020-10,노원구,2020,10,5,0,0,4,2,6,6,0,4,1,1
2020-10,도봉구,2020,10,2,0,0,0,2,2,2,0,2,0,0
2020-10,동대문구,2020,10,5,1,1,2,1,4,5,2,4,1,1
2020-10,동작구,2020,10,0,0,0,0,0,0,0,0,0,0,0
2020-10,마포구,2020,10,8,0,0,6,2,8,8,0,5,3,7
2020-10,서대문구,2020,10,1,0,0,1,0,1,1,0,1,1,0
2020-10,서초구,2020,10,4,0,1,3,0,4,4,1,2,2,2
2020-10,성동구,2020,10,4,0,1,3,0,4,4,1,4,0,3
2020-10,성북구,2020,10,0,0,0,0,0,0,0,0,0,0,0
2020-10,송파구,2020,10,11,0,3,6,4,13,13,3,6,5,8
2020-10,양천구,2020,10,2,0,0,2,0,2,2,0,2,0,2
2020-10,영등포구,2020,10,4,0,1,3,2,6,6,1,4,0,2
2020-10,용산구,2020,10,3,0,2,1,0,3,3,2,2,1,2
2020-10,은평구,2020,10,0,0,0,0,0,0,0,0,0,0,0
2020-10,종로구,2020,10,1,0,0,1,0,1,1,0,1,0,0
2020-10,중구,2020,10,3,0,1,2,0,3,3,1,1,2,2
2020-10,중랑구,2020,10,0,0,0,0,0,0,0,0,0,0,0
2020-11,강남구,2020,11,7,0,1,7,0,8,8,1,7,0,3
2020-11,강동구,2020,11,5,0,2,3,0,5,5,2,3,2,3
2020-11,강북구,2020,11,0,0,0,0,0,0,0,0,0,0,0
2020-11,강서구,2020,11,3,0,1,2,1,4,4,1,3,0,2
2020-11,관악구,2020,11,3,0,1,3,0,4,4,1,2,1,2
2020-11,광진구,2020,11,2,0,1,1,0,2,2,1,2,0,0
2020-11,구로구,2020,11,3,0,2,1,0,3,3,2,2,1,2
2020-11,금천구,2020,11,3,0,1,2,0,3,3,1,2,1,2
2020-11,노원구,2020,11,0,0,0,0,0,0,0,0,0,0,0
2020-11,도봉구,2020,11,0,0,0,0,0,0,0,0,0,0,0
2020-11,동대문구,2020,11,0,0,0,0,0,0,0,0,0,0,0
2020-11,동작구,2020,11,1,0,1,0,0,1,1,1,1,0,0
2020-11,마포구,2020,11,3,0,1,1,1,3,3,1,3,0,2
2020-11,서대문구,2020,11,1,0,0,1,0,1,1,0,1,0,0
2020-11,서초구,2020,11,5,0,0,5,0,5,5,0,5,0,4
2020-11,성동구,2020,11,3,0,1,2,0,3,3,1,2,1,0
2020-11,성북구,2020,11,0,0,0,0,0,0,0,0,0,0,0
2020-11,송파구,2020,11,7,0,1,4,2,7,7,1,6,2,3
2020-11,양천구,2020,11,1,0,0,1,0,1,1,0,1,0,1
2020-11,영등포구,2020,11,4,0,1,2,1,4,4,1,1,3,2
2020-11,용산구,2020,11,0,0,0,0,0,0,0,0,0,0,0
2020-11,은평구,2020,11,2,0,2,0,0,2,2,2,1,1,0
2020-11,종로구,2020,11,1,0,1,0,0,1,1,1,1,0,1
2020-11,중구,2020,11,3,0,0,1,2,3,3,0,3,0,2
2020-11,중랑구,2020,11,2,0,1,0,1,2,2,1,2,0,0
2020-12,강남구,2020,12,5,0,2,3,0,5,5,2,5,0,1
2020-12,강동구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,강북구,2020,12,1,0,0,1,0,1,1,0,0,1,1
2020-12,강서구,2020,12,2,0,0,1,1,2,2,0,2,0,1
2020-12,관악구,2020,12,1,0,0,1,0,1,1,0,0,1,0
2020-12,광진구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,구로구,2020,12,2,1,0,2,0,2,3,1,1,1,0
2020-12,금천구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,노원구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,도봉구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,동대문구,2020,12,1,0,0,1,0,1,1,0,1,0,1
2020-12,동작구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,마포구,2020,12,2,0,0,1,1,2,2,0,2,0,2
2020-12,서대문구,2020,12,1,0,0,1,0,1,1,0,1,0,1
2020-12,서초구,2020,12,2,0,1,1,0,2,2,1,2,0,2
2020-12,성동구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,성북구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,송파구,2020,12,4,0,0,4,0,4,4,0,3,1,2
2020-12,양천구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,영등포구,2020,12,1,0,0,1,0,1,1,0,1,0,1
2020-12,용산구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,은평구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,종로구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,중구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2020-12,중랑구,2020,12,0,0,0,0,0,0,0,0,0,0,0
2021-01,강남구,2021,1,4,0,0,4,0,4,4,0,4,0,3
2021-01,강동구,2021,1,2,0,1,1,0,2,2,1,1,1,1
2021-01,강북구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,강서구,2021,1,1,0,0,1,0,1,1,0,1,0,1
2021-01,관악구,2021,1,1,0,1,0,0,1,1,1,0,1,1
2021-01,광진구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,구로구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,금천구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,노원구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,도봉구,2021,1,1,0,0,2,0,2,2,0,0,1,0
2021-01,동대문구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,동작구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,마포구,2021,1,4,0,2,3,0,5,5,2,4,0,1
2021-01,서대문구,2021,1,1,0,0,0,1,1,1,0,1,0,1
2021-01,서초구,2021,1,3,0,0,2,1,3,3,0,3,0,1
2021-01,성동구,2021,1,1,0,0,1,0,1,1,0,1,0,1
2021-01,성북구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,송파구,2021,1,4,0,0,3,1,4,4,0,3,1,3
2021-01,양천구,2021,1,1,0,0,1,0,1,1,0,1,0,0
2021-01,영등포구,2021,1,1,0,0,1,0,1,1,0,0,1,1
2021-01,용산구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,은평구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,종로구,2021,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,중구,2021,1,2,0,1,1,0,2,2,1,0,2,1
2021-01,중랑구,2021,1,2,0,1,1,0,2,2,1,1,1,0
2021-02,강남구,2021,2,4,0,0,4,0,4,4,0,3,1,4
2021-02,강동구,2021,2,1,0,1,0,0,1,1,1,0,1,1
2021-02,강북구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,강서구,2021,2,2,0,0,2,0,2,2,0,0,2,1
2021-02,관악구,2021,2,3,0,1,2,0,3,3,1,0,3,2
2021-02,광진구,2021,2,6,0,2,4,0,6,6,2,3,3,3
2021-02,구로구,2021,2,2,0,1,0,1,2,2,1,1,1,1
2021-02,금천구,2021,2,1,0,1,1,0,2,2,1,0,1,1
2021-02,노원구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,도봉구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,동대문구,2021,2,2,0,0,1,1,2,2,0,2,0,1
2021-02,동작구,2021,2,1,0,1,0,0,1,1,1,0,1,0
2021-02,마포구,2021,2,3,0,1,1,1,3,3,1,1,2,0
2021-02,서대문구,2021,2,1,0,0,0,1,1,1,0,1,0,0
2021-02,서초구,2021,2,2,0,0,3,0,3,3,0,2,0,1
2021-02,성동구,2021,2,1,0,0,1,0,1,1,0,1,0,0
2021-02,성북구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,송파구,2021,2,6,0,0,2,5,7,7,0,4,2,4
2021-02,양천구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,영등포구,2021,2,1,0,0,0,1,1,1,0,1,0,1
2021-02,용산구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,은평구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,종로구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,중구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-02,중랑구,2021,2,0,0,0,0,0,0,0,0,0,0,0
2021-03,강남구,2021,3,7,0,3,4,0,7,7,3,6,1,3
2021-03,강동구,2021,3,2,0,1,1,0,2,2,1,1,1,1
2021-03,강북구,2021,3,1,0,0,1,0,1,1,0,0,1,1
2021-03,강서구,2021,3,2,0,0,2,0,2,2,0,1,1,2
2021-03,관악구,2021,3,1,0,1,0,0,1,1,1,0,1,0
2021-03,광진구,2021,3,3,0,1,2,0,3,3,1,2,1,1
2021-03,구로구,2021,3,1,0,0,0,1,1,1,0,1,0,1
2021-03,금천구,2021,3,0,0,0,0,0,0,0,0,0,0,0
2021-03,노원구,2021,3,2,0,0,4,0,4,4,0,2,0,0
2021-03,도봉구,2021,3,0,0,0,0,0,0,0,0,0,0,0
2021-03,동대문구,2021,3,0,0,0,0,0,0,0,0,0,0,0
2021-03,동작구,2021,3,2,0,0,1,1,2,2,0,1,1,1
2021-03,마포구,2021,3,3,0,0,3,0,3,3,0,3,0,2
2021-03,서대문구,2021,3,1,0,0,1,0,1,1,0,1,0,1
2021-03,서초구,2021,3,6,0,4,2,3,9,9,4,5,1,3
2021-03,성동구,2021,3,0,0,0,0,0,0,0,0,0,0,0
2021-03,성북구,2021,3,1,0,1,0,0,1,1,1,0,1,0
2021-03,송파구,2021,3,7,0,4,2,1,7,7,4,7,0,3
2021-03,양천구,2021,3,1,0,0,1,0,1,1,0,1,0,0
2021-03,영등포구,2021,3,1,0,0,1,0,1,1,0,1,0,1
2021-03,용산구,2021,3,0,0,0,0,0,0,0,0,0,0,0
2021-03,은평구,2021,3,1,0,0,1,0,1,1,0,0,1,0
2021-03,종로구,2021,3,1,0,0,1,0,1,1,0,0,1,1
2021-03,중구,2021,3,2,0,1,1,0,2,2,1,1,1,1
2021-03,중랑구,2021,3,2,0,0,1,1,2,2,0,2,0,2
2021-04,강남구,2021,4,15,0,1,14,2,17,17,1,12,3,11
2021-04,강동구,2021,4,3,0,1,2,0,3,3,1,2,1,1
2021-04,강북구,2021,4,5,0,2,3,0,5,5,2,4,1,2
2021-04,강서구,2021,4,2,0,0,2,0,2,2,0,2,0,0
2021-04,관악구,2021,4,3,0,1,2,0,3,3,1,2,1,2
2021-04,광진구,2021,4,2,0,0,3,0,3,3,0,1,1,0
2021-04,구로구,2021,4,2,0,0,1,1,2,2,0,0,2,1
2021-04,금천구,2021,4,0,0,0,0,0,0,0,0,0,0,0
2021-04,노원구,2021,4,0,0,0,0,0,0,0,0,0,0,0
2021-04,도봉구,2021,4,1,0,0,0,1,1,1,0,1,0,0
2021-04,동대문구,2021,4,2,0,0,2,0,2,2,0,1,1,2
2021-04,동작구,2021,4,2,0,1,1,0,2,2,1,2,0,0
2021-04,마포구,2021,4,5,0,2,3,0,5,5,2,5,0,5
2021-04,서대문구,2021,4,1,0,0,0,1,1,1,0,1,0,0
2021-04,서초구,2021,4,3,0,2,2,1,5,5,2,3,0,2
2021-04,성동구,2021,4,3,0,1,3,0,4,4,1,2,1,1
2021-04,성북구,2021,4,3,0,1,1,1,3,3,1,3,0,1
2021-04,송파구,2021,4,6,0,2,2,3,7,7,2,5,1,2
2021-04,양천구,2021,4,1,0,0,1,0,1,1,0,0,1,1
2021-04,영등포구,2021,4,3,0,0,3,0,3,3,0,2,1,1
2021-04,용산구,2021,4,2,0,0,1,1,2,2,0,2,0,2
2021-04,은평구,2021,4,2,0,1,1,0,2,2,1,2,0,1
2021-04,종로구,2021,4,0,0,0,0,0,0,0,0,0,0,0
2021-04,중구,2021,4,2,0,0,1,1,2,2,0,1,1,1
2021-04,중랑구,2021,4,2,0,0,2,0,2,2,0,1,1,0
2021-05,강남구,2021,5,12,0,2,9,2,13,13,2,10,3,7
2021-05,강동구,2021,5,0,0,0,0,0,0,0,0,0,0,0
2021-05,강북구,2021,5,3,0,0,3,0,3,3,0,3,0,2
2021-05,강서구,2021,5,8,0,1,7,0,8,8,1,4,4,5
2021-05,관악구,2021,5,0,0,0,0,0,0,0,0,0,0,0
2021-05,광진구,2021,5,2,0,0,1,1,2,2,0,2,0,2
2021-05,구로구,2021,5,4,0,1,1,2,4,4,1,3,1,2
2021-05,금천구,2021,5,5,0,2,3,0,5,5,2,0,5,3
2021-05,노원구,2021,5,0,0,0,0,0,0,0,0,0,0,0
2021-05,도봉구,2021,5,1,0,0,1,0,1,1,0,1,0,0
2021-05,동대문구,2021,5,2,0,2,1,0,3,3,2,2,0,1
2021-05,동작구,2021,5,1,0,0,0,1,1,1,0,1,0,1
2021-05,마포구,2021,5,4,0,0,3,2,5,5,0,3,1,2
2021-05,서대문구,2021,5,3,0,0,1,2,3,3,0,3,0,1
2021-05,서초구,2021,5,2,0,1,1,0,2,2,1,2,0,2
2021-05,성동구,2021,5,1,0,0,1,0,1,1,0,1,0,1
2021-05,성북구,2021,5,0,0,0,0,0,0,0,0,0,0,0
2021-05,송파구,2021,5,2,0,0,2,1,3,3,0,1,1,1
2021-05,양천구,2021,5,1,0,1,0,0,1,1,1,0,1,0
2021-05,영등포구,2021,5,1,0,0,1,0,1,1,0,1,0,0
2021-05,용산구,2021,5,1,0,1,0,0,1,1,1,0,1,0
2021-05,은평구,2021,5,3,0,0,2,1,3,3,0,3,0,0
2021-05,종로구,2021,5,0,0,0,0,0,0,0,0,0,0,0
2021-05,중구,2021,5,2,0,1,0,2,3,3,1,1,1,1
2021-05,중랑구,2021,5,4,0,1,2,1,4,4,1,2,2,1
2021-06,강남구,2021,6,12,0,3,8,1,12,12,3,10,2,6
2021-06,강동구,2021,6,1,0,0,0,1,1,1,0,0,1,1
2021-06,강북구,2021,6,2,0,0,2,0,2,2,0,2,0,2
2021-06,강서구,2021,6,2,0,0,2,0,2,2,0,0,2,1
2021-06,관악구,2021,6,6,0,2,3,1,6,6,2,3,3,1
2021-06,광진구,2021,6,1,0,0,2,0,2,2,0,1,0,0
2021-06,구로구,2021,6,0,0,0,0,0,0,0,0,0,0,0
2021-06,금천구,2021,6,2,0,0,1,1,2,2,0,1,1,1
2021-06,노원구,2021,6,2,0,0,3,0,3,3,0,2,0,1
2021-06,도봉구,2021,6,0,0,0,0,0,0,0,0,0,0,0
2021-06,동대문구,2021,6,4,0,1,2,1,4,4,1,2,2,2
2021-06,동작구,2021,6,2,0,0,2,1,3,3,0,2,0,1
2021-06,마포구,2021,6,4,0,4,0,0,4,4,4,2,2,2
2021-06,서대문구,2021,6,0,0,0,0,0,0,0,0,0,0,0
2021-06,서초구,2021,6,3,0,0,2,1,3,3,0,3,0,2
2021-06,성동구,2021,6,5,0,1,4,0,5,5,1,4,1,2
2021-06,성북구,2021,6,0,0,0,0,0,0,0,0,0,0,0
2021-06,송파구,2021,6,7,0,2,3,2,7,7,2,6,1,4
2021-06,양천구,2021,6,0,0,0,0,0,0,0,0,0,0,0
2021-06,영등포구,2021,6,2,0,2,1,0,3,3,2,1,1,1
2021-06,용산구,2021,6,1,0,0,1,0,1,1,0,1,0,1
2021-06,은평구,2021,6,3,0,2,0,1,3,3,2,2,1,3
2021-06,종로구,2021,6,1,0,0,1,0,1,1,0,0,1,0
2021-06,중구,2021,6,0,0,0,0,0,0,0,0,0,0,0
2021-06,중랑구,2021,6,4,0,1,2,2,5,5,1,2,2,2
2021-07,강남구,2021,7,16,0,3,14,3,20,20,3,12,4,5
2021-07,강동구,2021,7,2,0,1,1,0,2,2,1,1,1,1
2021-07,강북구,2021,7,3,0,0,3,0,3,3,0,2,1,3
2021-07,강서구,2021,7,5,0,2,2,1,5,5,2,3,2,3
2021-07,관악구,2021,7,2,0,0,2,0,2,2,0,2,0,1
2021-07,광진구,2021,7,3,0,2,1,0,3,3,2,1,2,1
2021-07,구로구,2021,7,1,0,0,1,0,1,1,0,1,0,1
2021-07,금천구,2021,7,1,0,0,1,0,1,1,0,0,1,1
2021-07,노원구,2021,7,5,0,1,3,1,5,5,1,5,0,5
2021-07,도봉구,2021,7,0,0,0,0,0,0,0,0,0,0,0
2021-07,동대문구,2021,7,3,0,2,1,0,3,3,2,2,1,0
2021-07,동작구,2021,7,2,0,1,1,0,2,2,1,1,1,1
2021-07,마포구,2021,7,4,0,2,3,0,5,5,2,2,2,2
