사고ID,연월,연도,월,자치구,주야,사고내용,사고유형,사고유형_대분류,사고유형_소분류,법규위반,노면상태,기상상태,도로형태,도로형태_대분류,도로형태_소분류,사망자수,중상자수,경상자수,부상신고자수,총부상자수,총사상자수,중상이상자수,PM_가해여부,PM_피해여부,PM_역할,가해운전자_차종,가해운전자_성별,가해운전자_연령대,가해운전자_상해정도,피해운전자_차종,피해운전자_성별,피해운전자_연령대,피해운전자_상해정도,원본파일
2020022131,2020-02,2020,2,구로구,주간,중상사고,차대차 - 충돌,차대차,충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,51-60세,중상,승용,남,31-40세,상해없음,2020.xlsx
2020018519,2020-02,2020,2,노원구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),여,51-60세,부상신고,승용,여,31-40세,기타불명,2020.xlsx
2020028516,2020-02,2020,2,노원구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),남,21-30세,경상,2020.xlsx
2020021066,2020-02,2020,2,동작구,야간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,1,0,0,1,1,1,N,Y,피해,승용,남,61-64세,상해없음,개인형이동수단(PM),남,65세 이상,중상,2020.xlsx
2020021361,2020-02,2020,2,마포구,주간,경상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,31-40세,상해없음,보행자,남,41-50세,경상,2020.xlsx
2020026789,2020-02,2020,2,서초구,야간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,여,31-40세,상해없음,개인형이동수단(PM),남,21-30세,중상,2020.xlsx
2020024212,2020-02,2020,2,송파구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,부상신고,승용,남,41-50세,상해없음,2020.xlsx
2020027008,2020-02,2020,2,송파구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,0,1,1,1,0,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),남,31-40세,부상신고,2020.xlsx
2020017185,2020-02,2020,2,종로구,주간,중상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,61-64세,상해없음,개인형이동수단(PM),여,31-40세,중상,2020.xlsx
2020024493,2020-02,2020,2,종로구,야간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,41-50세,중상,승용,남,61-64세,상해없음,2020.xlsx
2020029153,2020-02,2020,2,종로구,주간,경상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,남,51-60세,경상,2020.xlsx
2020028385,2020-02,2020,2,중구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,31-40세,상해없음,원동기,남,41-50세,경상,2020.xlsx
2020017759,2020-02,2020,2,중랑구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,0,1,0,1,1,0,N,Y,피해,승용,남,31-40세,상해없음,개인형이동수단(PM),남,51-60세,경상,2020.xlsx
2020034439,2020-03,2020,3,강남구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,남,61-64세,상해없음,개인형이동수단(PM),남,21-30세,경상,2020.xlsx
2020037552,2020-03,2020,3,강남구,야간,중상사고,차대차 - 충돌,차대차,충돌,교차로운행방법위반,젖음/습기,흐림,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,승용,여,61-64세,상해없음,개인형이동수단(PM),남,51-60세,중상,2020.xlsx
2020040116,2020-03,2020,3,구로구,주간,경상사고,차대차 - 충돌,차대차,충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,남,31-40세,상해없음,개인형이동수단(PM),여,61-64세,경상,2020.xlsx
2020044028,2020-03,2020,3,금천구,야간,경상사고,차대차 - 추돌,차대차,추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,61-64세,상해없음,이륜,남,31-40세,경상,2020.xlsx
2020034137,2020-03,2020,3,서초구,주간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,1,0,0,1,1,1,N,Y,피해,이륜,남,31-40세,상해없음,개인형이동수단(PM),남,21-30세,중상,2020.xlsx
2020036878,2020-03,2020,3,서초구,주간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,승용,남,31-40세,상해없음,개인형이동수단(PM),여,13-20세,중상,2020.xlsx
2020038673,2020-03,2020,3,서초구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 교량,단일로,교량,0,0,1,0,1,1,0,Y,Y,가해+피해,개인형이동수단(PM),남,31-40세,상해없음,개인형이동수단(PM),남,41-50세,경상,2020.xlsx
2020042096,2020-03,2020,3,서초구,주간,중상사고,차대차 - 기타,차대차,기타,안전거리미확보,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,51-60세,상해없음,개인형이동수단(PM),남,21-30세,중상,2020.xlsx
2020044962,2020-03,2020,3,성동구,주간,경상사고,차대차 - 충돌,차대차,충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,경상,승용,남,31-40세,상해없음,2020.xlsx
2020034597,2020-03,2020,3,송파구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,0,2,0,2,2,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,여,51-60세,경상,2020.xlsx
2020039903,2020-03,2020,3,송파구,주간,중상사고,차대차 - 충돌,차대차,충돌,신호위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,이륜,남,21-30세,상해없음,개인형이동수단(PM),여,21-30세,중상,2020.xlsx
2020040358,2020-03,2020,3,송파구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,자전거,남,41-50세,경상,2020.xlsx
2020046946,2020-03,2020,3,송파구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,61-64세,상해없음,개인형이동수단(PM),여,21-30세,경상,2020.xlsx
2020041820,2020-03,2020,3,은평구,주간,중상사고,차대차 - 기타,차대차,기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,1,0,0,1,1,1,N,Y,피해,승합,남,51-60세,상해없음,개인형이동수단(PM),남,21-30세,중상,2020.xlsx
2020042857,2020-03,2020,3,은평구,주간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,기타,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,41-50세,상해없음,개인형이동수단(PM),남,31-40세,중상,2020.xlsx
2020041854,2020-03,2020,3,종로구,야간,중상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,41-50세,상해없음,보행자,여,13-20세,중상,2020.xlsx
2020047872,2020-03,2020,3,중구,주간,사망사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,1,0,0,0,0,1,1,N,Y,피해,승용,남,51-60세,상해없음,개인형이동수단(PM),남,51-60세,사망,2020.xlsx
2020048686,2020-04,2020,4,강남구,야간,중상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,이륜,남,31-40세,상해없음,개인형이동수단(PM),남,21-30세,중상,2020.xlsx
2020051838,2020-04,2020,4,강남구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,0,2,1,3,3,0,Y,N,가해,개인형이동수단(PM),여,65세 이상,부상신고,승용,남,61-64세,경상,2020.xlsx
2020051958,2020-04,2020,4,강남구,야간,경상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,기타불명,기타불명,기타불명,기타불명,개인형이동수단(PM),여,31-40세,경상,2020.xlsx
2020052507,2020-04,2020,4,강남구,야간,중상사고,차대차 - 기타,차대차,기타,신호위반,건조,기타,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,61-64세,상해없음,개인형이동수단(PM),남,31-40세,중상,2020.xlsx
2020053004,2020-04,2020,4,강남구,야간,경상사고,차대차 - 충돌,차대차,충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,51-60세,상해없음,2020.xlsx
2020053313,2020-04,2020,4,강남구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,경상,화물,남,51-60세,상해없음,2020.xlsx
2020054090,2020-04,2020,4,강남구,야간,중상사고,차대차 - 기타,차대차,기타,중앙선침범,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,20세 이하,중상,승용,남,51-60세,상해없음,2020.xlsx
2020054682,2020-04,2020,4,강남구,주간,부상신고사고,차대차 - 기타,차대차,기타,중앙선침범,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,부상신고,이륜,남,51-60세,상해없음,2020.xlsx
2020054713,2020-04,2020,4,강남구,주간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,화물,남,65세 이상,상해없음,2020.xlsx
2020055026,2020-04,2020,4,강남구,야간,경상사고,차대사람 - 기타,차대사람,기타,기타,건조,맑음,기타 - 기타,기타,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,31-40세,상해없음,보행자,여,21-30세,경상,2020.xlsx
2020055105,2020-04,2020,4,강남구,야간,중상사고,차대사람 - 횡단중,차대사람,횡단중,중앙선침범,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,41-50세,중상,2020.xlsx
2020055376,2020-04,2020,4,강남구,주간,부상신고사고,차대차 - 기타,차대차,기타,기타,건조,맑음,기타 - 기타,기타,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,승용,남,41-50세,상해없음,2020.xlsx
2020059296,2020-04,2020,4,강남구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,0,1,0,1,1,0,N,Y,피해,승용,남,21-30세,상해없음,개인형이동수단(PM),남,31-40세,경상,2020.xlsx
2020061722,2020-04,2020,4,강남구,주간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,승용,여,31-40세,상해없음,2020.xlsx
2020062475,2020-04,2020,4,강남구,야간,부상신고사고,차대차 - 기타,차대차,기타,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,0,1,1,1,0,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),여,13-20세,부상신고,2020.xlsx
2020059875,2020-04,2020,4,강북구,주간,경상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,65세 이상,상해없음,2020.xlsx
2020054353,2020-04,2020,4,관악구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,기타,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,31-40세,상해없음,개인형이동수단(PM),남,31-40세,경상,2020.xlsx
2020053800,2020-04,2020,4,광진구,주간,중상사고,차대사람 - 기타,차대사람,기타,기타,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,41-50세,상해없음,보행자,여,51-60세,중상,2020.xlsx
2020059648,2020-04,2020,4,광진구,야간,중상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,기타 - 기타,기타,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,31-40세,중상,2020.xlsx
2020062527,2020-04,2020,4,광진구,야간,중상사고,차대사람 - 횡단중,차대사람,횡단중,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,21-30세,중상,2020.xlsx
2020055555,2020-04,2020,4,구로구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,31-40세,상해없음,개인형이동수단(PM),남,31-40세,경상,2020.xlsx
2020055849,2020-04,2020,4,구로구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,31-40세,부상신고,승용,남,51-60세,상해없음,2020.xlsx
2020049532,2020-04,2020,4,동작구,주간,경상사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,화물,남,31-40세,상해없음,개인형이동수단(PM),남,31-40세,경상,2020.xlsx
2020056263,2020-04,2020,4,동작구,주간,경상사고,차대차 - 충돌,차대차,충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,남,41-50세,상해없음,개인형이동수단(PM),남,31-40세,경상,2020.xlsx
2020059876,2020-04,2020,4,마포구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,2,0,2,2,0,N,Y,피해,화물,여,41-50세,상해없음,개인형이동수단(PM),남,31-40세,경상,2020.xlsx
2020061756,2020-04,2020,4,마포구,주간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,승용,여,21-30세,상해없음,2020.xlsx
2020062253,2020-04,2020,4,마포구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,신호위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,상해없음,자전거,여,21-30세,부상신고,2020.xlsx
2020063838,2020-04,2020,4,서초구,야간,경상사고,차대사람 - 차도통행중,차대사람,차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,31-40세,상해없음,보행자,남,21-30세,경상,2020.xlsx
2020051521,2020-04,2020,4,성동구,주간,경상사고,차대차 - 기타,차대차,기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,31-40세,경상,승용,남,51-60세,상해없음,2020.xlsx
2020053308,2020-04,2020,4,성동구,주간,중상사고,차대사람 - 횡단중,차대사람,횡단중,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,21-30세,기타불명,보행자,여,31-40세,중상,2020.xlsx
2020052125,2020-04,2020,4,송파구,주간,부상신고사고,차대차 - 추돌,차대차,추돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,부상신고,이륜,남,31-40세,기타불명,2020.xlsx
2020060381,2020-04,2020,4,송파구,주간,경상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,기타 - 기타,기타,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,41-50세,상해없음,보행자,여,41-50세,경상,2020.xlsx
2020061899,2020-04,2020,4,송파구,야간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,남,41-50세,상해없음,개인형이동수단(PM),남,31-40세,경상,2020.xlsx
2020064357,2020-04,2020,4,송파구,야간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,이륜,남,41-50세,상해없음,개인형이동수단(PM),여,21-30세,경상,2020.xlsx
2020050491,2020-04,2020,4,중랑구,야간,중상사고,차대차 - 기타,차대차,기타,신호위반,건조,기타,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,31-40세,중상,승합,남,41-50세,상해없음,2020.xlsx
2020059591,2020-04,2020,4,중랑구,야간,경상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,2,0,2,2,0,N,Y,피해,승용,남,51-60세,상해없음,개인형이동수단(PM),여,21-30세,경상,2020.xlsx
2020064946,2020-05,2020,5,강남구,야간,경상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,31-40세,경상,2020.xlsx
2020067016,2020-05,2020,5,강남구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,흐림,기타 - 기타,기타,기타,0,0,3,0,3,3,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,21-30세,경상,2020.xlsx
2020069402,2020-05,2020,5,강남구,주간,경상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,젖음/습기,비,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,상해없음,보행자,여,51-60세,경상,2020.xlsx
2020070032,2020-05,2020,5,강남구,야간,중상사고,차대차 - 충돌,차대차,충돌,신호위반,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),남,21-30세,중상,2020.xlsx
2020071286,2020-05,2020,5,강남구,야간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,21-30세,중상,승용,남,21-30세,상해없음,2020.xlsx
2020071795,2020-05,2020,5,강남구,야간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,1,0,0,1,1,1,N,Y,피해,승용,여,65세 이상,상해없음,개인형이동수단(PM),남,31-40세,중상,2020.xlsx
2020074256,2020-05,2020,5,강남구,주간,경상사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),남,21-30세,경상,2020.xlsx
2020077163,2020-05,2020,5,강남구,야간,경상사고,차량단독 - 기타,차량단독,기타,안전운전불이행,건조,맑음,기타 - 기타,기타,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,상해없음,,,,,2020.xlsx
2020077950,2020-05,2020,5,강남구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,부상신고,승용,남,51-60세,상해없음,2020.xlsx
2020079324,2020-05,2020,5,강남구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,여,31-40세,상해없음,개인형이동수단(PM),남,41-50세,경상,2020.xlsx
2020080295,2020-05,2020,5,강남구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,0,1,0,1,1,0,N,Y,피해,승용,남,61-64세,상해없음,개인형이동수단(PM),여,21-30세,경상,2020.xlsx
2020080616,2020-05,2020,5,강남구,야간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,31-40세,상해없음,개인형이동수단(PM),남,31-40세,중상,2020.xlsx
2020078634,2020-05,2020,5,강동구,주간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,1,0,2,2,1,Y,N,가해,개인형이동수단(PM),남,21-30세,중상,승용,남,51-60세,경상,2020.xlsx
2020070823,2020-05,2020,5,강북구,주간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,1,0,0,1,1,1,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),남,31-40세,중상,2020.xlsx
2020073848,2020-05,2020,5,강북구,주간,경상사고,차대사람 - 횡단중,차대사람,횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,41-50세,상해없음,보행자,여,61-64세,경상,2020.xlsx
2020071271,2020-05,2020,5,관악구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,기타,교차로 - 교차로부근,교차로,교차로부근,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,51-60세,상해없음,2020.xlsx
2020072948,2020-05,2020,5,관악구,야간,경상사고,차대차 - 추돌,차대차,추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,교차로,교차로부근,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,이륜,남,41-50세,경상,2020.xlsx
2020065850,2020-05,2020,5,광진구,야간,중상사고,차대사람 - 보도통행중,차대사람,보도통행중,안전운전불이행,건조,맑음,기타 - 기타,기타,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,남,51-60세,중상,2020.xlsx
2020074042,2020-05,2020,5,광진구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,20세 이하,경상,자전거,남,65세 이상,상해없음,2020.xlsx
2020073752,2020-05,2020,5,구로구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,승합,남,51-60세,상해없음,2020.xlsx
2020075187,2020-05,2020,5,구로구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,0,1,0,1,1,0,N,Y,피해,승합,남,61-64세,상해없음,개인형이동수단(PM),남,51-60세,경상,2020.xlsx
2020077166,2020-05,2020,5,구로구,야간,중상사고,차대차 - 충돌,차대차,충돌,신호위반,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,1,0,0,1,1,1,N,Y,피해,승용,여,61-64세,상해없음,개인형이동수단(PM),남,51-60세,중상,2020.xlsx
2020068087,2020-05,2020,5,도봉구,주간,경상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,65세 이상,상해없음,2020.xlsx
2020079981,2020-05,2020,5,동작구,야간,경상사고,차대차 - 충돌,차대차,충돌,신호위반,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,31-40세,상해없음,자전거,남,21-30세,경상,2020.xlsx
2020073701,2020-05,2020,5,마포구,야간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,65세 이상,상해없음,2020.xlsx
2020079779,2020-05,2020,5,마포구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,기타 - 기타,기타,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,31-40세,상해없음,개인형이동수단(PM),여,21-30세,경상,2020.xlsx
2020067471,2020-05,2020,5,서초구,야간,중상사고,차대사람 - 차도통행중,차대사람,차도통행중,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,단일로,지하차도(도로)내,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,51-60세,중상,2020.xlsx
2020067636,2020-05,2020,5,서초구,야간,부상신고사고,차대차 - 기타,차대차,기타,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,N,Y,피해,화물,남,61-64세,상해없음,개인형이동수단(PM),여,13-20세,부상신고,2020.xlsx
