'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2018-06','1253',' 오금역 3번 출구 뒤','정기','',,9,1541.72,15.03,64810,290
'2018-06','1256',' 문정현대아파트 교차로','정기','',,14,1185.54,9.96,42950,323
'2018-06','1257',' 가락시장역 롯데마트앞','정기','',,13,1118.72,8.89,38360,284
'2018-06','1258',' 가락미륭아파트 앞','정기','',,4,313.43,2.68,11550,102
'2018-06','1259',' 방이역 1번출구','정기','',,6,1915.72,17.01,73290,150
'2018-06','1260',' 방이동 한양3차아파트 옆','정기','',,19,832.03,7.66,33110,197
'2018-06','511',' 서울숲역 4번 출구 옆','정기','',,13,1924,17.09,73640,547
'2018-06','1262',' 송파여성문화회관 앞','정기','',,19,2873.39,22.45,96860,406
'2018-06','1263',' 장지공영차고지','정기','',,6,1471.67,11.71,50500,305
'2018-06','1264',' 천호역 10번 출구 앞','정기','',,11,950.68,8.42,36300,304
'2018-06','1265',' 문정동 근린공원','정기','',,27,3387.41,29.09,125490,565
'2018-06','1266',' 문정동 글샘 공원','정기','',,4,364.54,3.4,14640,96
'2018-06','1267',' 올림픽공원 남2문 앞','정기','',,8,936.79,10.09,43540,341
'2018-06','1268',' 몽촌토성역 1번출구 옆','정기','',,27,2029.83,18.74,80730,841
'2018-06','1269',' 리센츠아파트 ','정기','',,9,804.32,7.59,32660,236
'2018-06','1271',' 송파도서관','정기','',,34,1877.32,16.79,72300,549
'2018-06','512',' 뚝섬역 1번 출구 옆','정기','',,28,4231.72,34.65,149260,910
'2018-06','1274',' 영파여고 앞','정기','',,11,653.64,4.97,21420,99
'2018-06','1442',' (구)신한은행 중랑교지점','정기','',,9,398.5,3.61,15510,96
'2018-06','1443',' 구립망우청소년독서실','정기','',,5,260.84,2.62,11300,101
'2018-06','1444',' 면목4치안센터','정기','',,6,486.08,3.46,14950,122
'2018-06','1446',' 중랑전화국 교차로','정기','',,13,2059.3,15.94,68670,449
'2018-06','1447',' 면목역 3번출구','정기','',,11,1048.49,10.19,43910,328
'2018-06','1448',' 코스트코 상봉점','정기','',,21,986.54,8.74,37610,262
'2018-06','109',' 제일빌딩 앞','정기','',,29,2179.81,20.49,88430,765
'2018-06','400',' 상암한화오벨리스크 1차 앞','정기','',,2,2629.36,25.09,108120,281
'2018-06','1526',' 수유동 채선당앞','정기','',,3,77.94,0.89,3810,33
'2018-06','1527',' 미아역 1번 출구 뒤','정기','',,3,386.86,2.78,11970,66
'2018-06','1529',' 미아동 한국전력공사','정기','',,9,986.21,9.89,42550,369
'2018-06','1530',' 광산사거리','정기','',,8,357.02,3.21,13870,161
'2018-06','1531',' 미아사거리 1번 출구','정기','',,25,2333.89,23.88,102960,1837
'2018-06','1532',' 번3동 주민센터 교차로','정기','',,3,331.54,2.98,12880,87
'2018-06','1533',"' 번동 주공3, 4단지 교차로'",'정기','',,7,565.19,4.66,20100,121
'2018-06','1534',' 북서울 꿈의 숲 동문','정기','',,9,1193.34,10.23,44070,303
'2018-06','1535',' 효성인텔리안 앞','정기','',,13,3287.11,24.34,104910,568
'2018-06','513',' 뚝섬역 5번 출구 정류소 옆','정기','',,4,492.69,4.05,17480,101
'2018-06','1536',' 번동 두산위브 101동 옆','정기','',,1,64.88,0.59,2560,89
'2018-06','1643',' 태릉입구역 8번출구','정기','',,9,826.23,7.54,32560,222
'2018-06','1646',' 삼육대 입구','정기','',,1,14.7,0.15,640,3
'2018-06','1650',' 중계근린공원내','정기','',,7,415.4,3.53,15160,160
'2018-06','1651',' 맥도날드 상계점 앞','정기','',,10,1176.98,9.34,40220,240
'2018-06','514',' 성수사거리 버스정류장 앞','정기','',,15,1999.71,18.2,78520,678
'2018-06','1652',' 파르코 앞','정기','',,1,31.4,0.28,1220,9
'2018-06','1653',' 노원역1번출구','정기','',,22,1642.06,14.37,61870,499
'2018-06','1654',' 당고개입구 오거리','정기','',,2,149.14,1.09,4710,26
'2018-06','1655',' 공릉1단지아파트','정기','',,9,1489.47,14.55,62700,510
'2018-06','1656',' 중앙하이츠 아파트 입구','정기','',,10,515.91,4.17,17940,168
'2018-06','1657',' 노원구청 ','정기','',,10,2387.34,21.59,93100,308
'2018-06','1659',' 중계동 을지중학교','정기','',,5,429.73,3.06,13220,92
'2018-06','1660',' 서울시립과학관','정기','',,6,220.3,1.81,7840,54
'2018-06','1713',' 쌍문동 청소년 랜드','정기','',,18,2224.34,19.23,82920,1385
'2018-06','515',' 광양중학교 앞','정기','',,10,1010.92,8.71,37540,260
'2018-06','1714',' 도봉문화정보도서관 삼거리','정기','',,1,46.59,0.42,1810,15
'2018-06','1715',' 서울특별시교육청도봉도서관','정기','',,8,383.63,3.94,17000,143
'2018-06','1716',' 하나로마트 창동점','정기','',,6,1012.74,9.2,39650,250
'2018-06','1720',' 도봉구청 옆(중랑천변)','정기','',,12,2260.31,19.91,85860,494
'2018-06','1721',' 창동역 2번출구 ','정기','',,9,657.27,5.61,24180,164
'2018-06','516',' 광진메디칼 앞','정기','',,12,1238.16,11.03,47550,471
'2018-06','1839',' 수출의 다리 아래','정기','',,14,1461.22,13.89,59860,466
'2018-06','1841',' 가산동 주민센터','정기','',,7,246.5,2.01,8650,193
'2018-06','1843',' 독산고등학교','정기','',,2,252.51,2.27,9810,56
'2018-06','1845',' 롯데캐슬골드파크1차 서문','정기','',,1,50.71,0.46,1970,15
'2018-06','1846',' 롯데캐슬골드파크1차 동문','정기','',,1,585.13,4.29,18470,79
'2018-06','1847',' 독산주공 14단지 버스정류소','정기','',,3,85.86,0.69,2970,15
'2018-06','1848',' 벽산 디지털밸리 5차','정기','',,7,397.1,3.43,14830,95
'2018-06','2058',' 노량진동 맥도널드앞','정기','',,20,1442.41,11.93,51430,549
'2018-06','2059',' 보라매공원 정문','정기','',,10,1837.15,15.96,68790,439
'2018-06','2060',' 남성역3번출구 뒤','정기','',,2,454.31,4.38,18890,131
'2018-06','2062',' 사당새마을금고','정기','',,9,3021.6,21.23,91500,211
'2018-06','2159',' 인헌초교','정기','',,2,489.55,5.62,24240,160
'2018-06','2160',' 관악구 보건소','정기','',,5,351.51,3.37,14530,101
'2018-06','2266',' 서초역 3번출구','정기','',,15,3525.29,30.22,130220,548
'2018-06','300',' 정동사거리','정기','',,6,461.55,3.98,17160,155
'2018-06','2268',' 서초4동주민센터 ','정기','',,6,1382.63,12.73,54840,365
'2018-06','2269',' 주홍교 하부','정기','',,6,2101.55,16.23,69980,232
'2018-06','2270',' 서초포레스타 7단지','정기','',,5,860.27,5.98,25760,141
'2018-06','2271',' 내방역 8번출구 앞','정기','',,3,964.61,8.57,36940,213
'2018-06','2272',' 교대입구 교차로','정기','',,4,355.31,2.83,12210,74
'2018-06','2273',' 일동제약 사거리','정기','',,4,768.8,5.9,25460,125
'2018-06','2274',' 양재시민의숲역 3번출구','정기','',,4,150.22,1.72,7430,87
'2018-06','2275',' 염곡치안센터 건너편','정기','',,2,81.08,0.73,3150,42
'2018-06','2276',' 영동1교 (양재천근린공원)','정기','',,6,375.55,3.14,13500,158
'2018-06','2277',' 길마중4교 하부','정기','',,8,1308,10.65,45890,313
'2018-06','301',' 경복궁역 7번출구 앞','정기','',,9,992.77,9.53,41060,346
'2018-06','2361',' 압구정역 교차로','정기','',,9,1377.43,12.39,53420,307
'2018-06','2362',' 신사동 가로수길 입구','정기','',,7,1334.81,10.81,46610,330
'2018-06','2363',' 강남 을지병원 교차로','정기','',,4,385.56,3.17,13670,85
'2018-06','2364',' 도산대로 렉서스 앞','정기','',,3,463.66,3.57,15380,95
'2018-06','2365',' K+ 타워 앞','정기','',,9,1277.08,10.89,46970,281
'2018-06','2369',' KT선릉타워','정기','',,3,504.97,4.27,18420,122
'2018-06','2370',' 한티역 3번출구','정기','',,11,992.43,9.95,42920,225
'2018-06','302',' 경복궁역 4번출구 뒤','정기','',,9,6658.36,60.17,259320,264
'2018-06','2371',' 한국우편사업진흥원','정기','',,3,227.5,2.31,9960,77
'2018-06','2372',' 대치역 사거리','정기','',,9,956.59,9.37,40390,352
'2018-06','2373',' 개포동역 사거리','정기','',,5,1263.35,11.66,50230,304
'2018-06','2375',' 수서역 1번출구 앞','정기','',,4,346.2,2.79,12020,76
'2018-06','2376',' 수서역 6번출구 앞','정기','',,12,1226.06,10.6,45580,265
'2018-06','2377',' 수서역 5번출구 뒤','정기','',,20,2854.42,25,107710,596
'2018-06','3101',' 서대문구청','정기','',,5,773.45,7.13,30700,186
'2018-06','303',' 광화문역 1번출구 앞','정기','',,9,721.03,5.69,24510,150
'2018-06','3102',' 연희삼거리','정기','',,12,903.1,8.15,35160,315
'2018-06','3506',' 영동대교 북단','정기','',,9,2192.95,21.46,92590,237
'2018-06','3507',' 어린이회관','정기','',,15,1207.15,10.83,46600,400
'2018-06','3508',' 화양사거리','정기','',,23,2934.36,25.93,111860,443
'2018-06','3509',' 세종사이버대학교','정기','',,35,3333.28,29.16,125700,804
'2018-06','3511',' 응봉역 1번출구','정기','',,23,4626.72,36.3,156440,1110
'2018-06','3513',' 상왕십리역 1번출구','정기','',,10,360.79,3.28,14170,106
'2018-06','3514',' 왕십리교회옆','정기','',,9,1131.82,11.12,47940,242
'2018-06','3515',' 서울숲 관리사무소','정기','',,8,1684.21,14.48,62390,372
'2018-06','115',' 사루비아 빌딩 앞','정기','',,8,321.53,2.85,12250,200
'2018-06','304',' 광화문역 2번출구 앞','정기','',,9,662.55,5.82,25110,166
'2018-06','1336',' 성북3교 위','정기','',,6,442.1,3.19,13770,96
'2018-06','1337',' 돈암성당 옆','정기','',,17,1275.43,12.46,53680,426
'2018-06','1338',' 용문2교 옆','정기','',,7,844.61,8.38,36150,248
'2018-06','1339',' 삼성전자서비스 성북센터','정기','',,10,814.63,8.16,35200,492
'2018-06','1340',' 광운초등학교 앞','정기','',,2,164.55,1.35,5810,39
'2018-06','1342',' 성북쉼터 앞','정기','',,7,490.06,4.61,19910,162
'2018-06','1343',' 한성대7번출구 앞','정기','',,7,557.21,5.29,22790,140
'2018-06','1344',' 아리랑시네센터 앞','정기','',,5,409.4,3.47,14960,96
'2018-06','305',' 종로구청 옆','정기','',,9,938.04,7.24,31240,306
'2018-06','1346',' 길음8골어린이공원 옆','정기','',,3,171.67,1.19,5130,84
'2018-06','1347',' 길음래미안아파트817동 상가 앞','정기','',,1,5.31,0.05,200,4
'2018-06','1348',' 성북제일새마을금고 본점 앞','정기','',,2,52.2,0.5,2180,21
'2018-06','1349',' 월계2교 버스정류장 앞','정기','',,2,138.84,0.88,3780,33
'2018-06','1351',' SK제삼주유소 앞','정기','',,29,11067.76,80.95,348780,789
'2018-06','1352',' e 편한세상 보문아파트 내','정기','',,2,201.05,1.87,8070,95
'2018-06','1353',' 금호어울림센터힐 내','정기','',,5,315.15,2.16,9340,67
'2018-06','1956',' 도야미리숯불갈비 앞','정기','',,4,565.74,6.43,27760,222
'2018-06','1957',' 구일고등학교 정문 ','정기','',,6,679.61,6.1,26320,163
'2018-06','306',' 광화문역 7번출구 앞','정기','',,9,1543.18,14.36,61850,144
'2018-06','1958',' 강서수도사업소민원센터','정기','',,3,571.76,4.64,20000,139
'2018-06','1959',' 구로구의회 앞','정기','',,8,1340.22,12.03,51840,278
'2018-06','1960',' 화광신문사 앞','정기','',,5,356.67,2.98,12890,119
'2018-06','1961',' 신도림테크노근린공원','정기','',,37,9776.68,76.65,330360,1001
'2018-06','1962',' 가리봉동주민센터','정기','',,11,562.58,4.56,19690,143
'2018-06','1963',' 디지털단지오거리','정기','',,1,61.98,0.4,1720,16
'2018-06','1964',' 원메디타운 앞','정기','',,10,4374.14,46.42,200080,452
'2018-06','1965',' 삼환로즈빌아파트 105동 옆','정기','',,3,67.38,0.75,3260,42
'2018-06','1966',' 한마을아파트 정문상가','정기','',,4,384.14,3.5,15100,185
'2018-06','1967',' 참새공원(백곡경노당)','정기','',,1,107.99,0.94,4070,50
'2018-06','307',' 서울역사박물관 앞','정기','',,5,994,7.91,34070,170
'2018-06','1971',' 오정초교 앞 보도육교','정기','',,3,510.31,4.93,21260,147
'2018-06','1974',' 신도림2차e편한세상아파트 203동 앞','정기','',,7,789.86,5.7,24550,171
'2018-06','1975',' 대림역 1번 출입구 밑','정기','',,17,2142.96,21.74,93610,812
'2018-06','1976',' 남구로역 5번 출입구 앞','정기','',,1,109.16,0.83,3580,47
'2018-06','308',' 광화문 S타워 앞','정기','',,5,236.14,1.97,8520,85
'2018-06','1981',' 천왕이펜하우스5단지 앞','정기','',,2,62.03,0.41,1780,12
'2018-06','2380',' 삼성동베이직하우스앞','정기','',,13,1263.12,9.99,43000,278
'2018-06','2382',' 역삼동 sk뷰 501동앞','정기','',,1,53.22,0.39,1680,14
'2018-06','2383',' 보금자리정원','정기','',,4,303.12,2.96,12770,166
'2018-06','1158',' 가양역 8번출구','정기','',,31,4263.35,36.79,158700,1421
'2018-06','309',' 광화문역 6번출구 옆','정기','',,11,5159.97,36.95,159260,266
'2018-06','1159',' 서서울모터리움앞','정기','',,11,1381.41,13,56080,361
'2018-06','1160',' 양천향교역 7번출구앞','정기','',,41,3119.65,29.63,127760,936
'2018-06','1161',' 강서면허시험장앞','정기','',,3,451.45,4.34,18710,157
'2018-06','1162',' 공항초등학교건너편','정기','',,10,158.39,1.58,6830,40
'2018-06','1163',' 방화동강서기동대앞','정기','',,5,270.96,2.82,12160,82
'2018-06','2164',' 관악우체국','정기','',,4,277.6,2.6,11190,94
'2018-06','310',' 청계광장 옆','정기','',,5,515.6,4.58,19750,115
'2018-06','2165',' JK장평타워','정기','',,9,492.92,4.77,20550,200
'2018-06','2167',' 낙성대역 1번출구','정기','',,12,1640.09,16.8,72420,274
'2018-06','3518',' 군자역 7번출구뒤','정기','',,14,1376.34,12.63,54480,330
'2018-06','2169',' 봉천역 2번출구','정기','',,19,1637.36,13.9,59910,384
'2018-06','2170',' 조원동서울본병원','정기','',,6,815.59,7.6,32720,218
'2018-06','3517',' 용마사거리','정기','',,4,788.63,5.44,23420,129
'2018-06','2172',' 나들목공원','정기','',,13,1603.29,13.07,56320,375
'2018-06','2173',' 당곡사거리','정기','',,14,1333.16,11.8,50890,361
'2018-06','2174',' 삼성디지털프라자관악점','정기','',,6,681.28,5.44,23420,193
'2018-06','311',' 서울광장 옆','정기','',,12,2031.79,16.52,71200,440
'2018-06','2175',' 신림동걷고싶은문화의거리입구','정기','',,2,490.93,4.11,17710,108
'2018-06','3516',' 구의아리수정수센터앞','정기','',,6,325.69,2.69,11620,77
