번호,신고일,구정보,주소,유형,조치일
3836,2021-08-25,영등포구,서울특별시 영등포구 문래동3가 55-21,"버스정류장, 택시 승강장",2021-08-25
3837,2021-08-25,영등포구,서울특별시 영등포구 여의도동 8-1,"점자블록, 엘리베이터 입구",2021-08-25
3838,2021-08-25,서대문구,서울특별시 서대문구 남가좌동 270-3,"버스정류장, 택시 승강장",2021-08-25
3839,2021-08-25,영등포구,서울특별시 영등포구 문래동3가 55-21,"횡단보도, 산책로 등",2021-08-25
3840,2021-08-25,마포구,서울특별시 마포구 창전동 116,"횡단보도, 산책로 등",2021-08-25
3841,2021-08-25,영등포구,서울특별시 영등포구 문래동2가 38-1,보도와 차도가 구분된 도로의 차도,2021-08-25
3842,2021-08-25,영등포구,서울특별시 영등포구 문래동4가 67,보도와 차도가 구분된 도로의 차도,2021-08-25
3843,2021-08-25,마포구,서울특별시 마포구 서교동 406,보도와 차도가 구분된 도로의 차도,2021-08-25
3844,2021-08-25,송파구,서울특별시 송파구 삼전동 101-25,"버스정류장, 택시 승강장",2021-08-25
3845,2021-08-25,마포구,서울특별시 마포구 서교동 406,"버스정류장, 택시 승강장",2021-08-25
3846,2021-08-25,송파구,서울특별시 송파구 방이동 88-16,보도와 차도가 구분된 도로의 차도,2021-08-25
3847,2021-08-25,마포구,서울특별시 마포구 서교동 475-24,"점자블록, 엘리베이터 입구",2021-08-25
3848,2021-08-25,마포구,서울특별시 마포구 연남동 369-21,"횡단보도, 산책로 등",2021-08-25
3849,2021-08-25,관악구,서울특별시 관악구 봉천동 857-1,"점자블록, 엘리베이터 입구",2021-08-25
3850,2021-08-25,마포구,서울특별시 마포구 성산동 228-14,"버스정류장, 택시 승강장",2021-08-25
3851,2021-08-25,송파구,서울특별시 송파구 가락동 10-15,지하철역 진출입로 및 주변,2021-08-25
3852,2021-08-25,종로구,서울특별시 종로구 돈의동 64-3,보도와 차도가 구분된 도로의 차도,2021-08-25
3853,2021-08-25,마포구,서울특별시 마포구 상수동 93-4,"횡단보도, 산책로 등",2021-08-25
3854,2021-08-25,관악구,서울특별시 관악구 봉천동 1693-39,지하철역 진출입로 및 주변,2021-08-25
3855,2021-08-25,관악구,서울특별시 관악구 봉천동 1693-39,지하철역 진출입로 및 주변,2021-08-25
3856,2021-08-25,송파구,서울특별시 송파구 가락동 195-4,"버스정류장, 택시 승강장",2021-08-25
3857,2021-08-25,마포구,서울특별시 마포구 상수동 329-14,"버스정류장, 택시 승강장",2021-08-25
3858,2021-08-25,관악구,서울특별시 관악구 봉천동 976-4,"횡단보도, 산책로 등",2021-08-25
3859,2021-08-25,서대문구,서울특별시 서대문구 북가좌동 359-10,"버스정류장, 택시 승강장",2021-08-25
3860,2021-08-25,성북구,서울특별시 성북구 삼선동3가 116-2,보도와 차도가 구분된 도로의 차도,2021-08-25
3861,2021-08-25,서대문구,서울특별시 서대문구 북가좌동 359-10,"버스정류장, 택시 승강장",2021-08-25
3862,2021-08-25,마포구,서울특별시 마포구 신수동 47-17,"버스정류장, 택시 승강장",2021-08-25
3863,2021-08-25,동작구,서울특별시 동작구 상도동 421,보도와 차도가 구분된 도로의 차도,2021-08-25
3864,2021-08-25,서대문구,서울특별시 서대문구 북가좌동 359-10,"버스정류장, 택시 승강장",2021-08-25
3865,2021-08-25,마포구,서울특별시 마포구 대흥동 199-6,보도와 차도가 구분된 도로의 차도,2021-08-25
3866,2021-08-25,동작구,서울특별시 동작구 상도동 421,보도와 차도가 구분된 도로의 차도,2021-08-25
3867,2021-08-25,관악구,서울특별시 관악구 봉천동 1693-39,지하철역 진출입로 및 주변,2021-08-25
3868,2021-08-25,서대문구,서울특별시 서대문구 북가좌동 359-10,"버스정류장, 택시 승강장",2021-08-25
3869,2021-08-25,관악구,서울특별시 관악구 봉천동 979-4,"횡단보도, 산책로 등",2021-08-25
3870,2021-08-25,관악구,서울특별시 관악구 봉천동 1693-39,지하철역 진출입로 및 주변,2021-08-25
3871,2021-08-25,동작구,서울특별시 동작구 흑석동 86-181,"점자블록, 엘리베이터 입구",2021-08-25
3872,2021-08-25,관악구,서울특별시 관악구 봉천동 1657-6,"버스정류장, 택시 승강장",2021-08-25
3873,2021-08-25,관악구,서울특별시 관악구 봉천동 1693-39,"횡단보도, 산책로 등",2021-08-25
3874,2021-08-25,동작구,서울특별시 동작구 사당동 169-14,보도와 차도가 구분된 도로의 차도,2021-08-25
3875,2021-08-25,동작구,서울특별시 동작구 사당동 148-12,"버스정류장, 택시 승강장",2021-08-25
3876,2021-08-25,종로구,서울특별시 종로구 재동 23,보도와 차도가 구분된 도로의 차도,2021-08-25
3877,2021-08-25,동작구,서울특별시 동작구 사당동 144-4,"버스정류장, 택시 승강장",2021-08-25
3878,2021-08-25,관악구,서울특별시 관악구 봉천동 1693-39,지하철역 진출입로 및 주변,2021-08-25
3879,2021-08-25,동작구,서울특별시 동작구 사당동 1159-2,"점자블록, 엘리베이터 입구",2021-08-25
3880,2021-08-25,관악구,서울특별시 관악구 봉천동 1686-13,지하철역 진출입로 및 주변,2021-08-25
3881,2021-08-25,종로구,서울특별시 종로구 소격동 165-11,보도와 차도가 구분된 도로의 차도,2021-08-25
3882,2021-08-25,영등포구,서울특별시 영등포구 여의도동 2-8,"횡단보도, 산책로 등",2021-08-25
3883,2021-08-25,영등포구,서울특별시 영등포구 여의도동 28,"횡단보도, 산책로 등",2021-08-25
3884,2021-08-25,영등포구,서울특별시 영등포구 여의도동 3,"횡단보도, 산책로 등",2021-08-25
3885,2021-08-25,영등포구,서울특별시 영등포구 여의도동 23-3,보도와 차도가 구분된 도로의 차도,2021-08-25
3886,2021-08-25,영등포구,서울특별시 영등포구 여의도동 35-5,"점자블록, 엘리베이터 입구",2021-08-25
3887,2021-08-25,영등포구,서울특별시 영등포구 여의도동 62,보도와 차도가 구분된 도로의 차도,2021-08-25
3888,2021-08-25,영등포구,서울특별시 영등포구 여의도동 3,지하철역 진출입로 및 주변,2021-08-25
3889,2021-08-25,영등포구,서울특별시 영등포구 문래동3가 18,"횡단보도, 산책로 등",2021-08-25
3890,2021-08-25,관악구,서울특별시 관악구 신림동 1467-10,"버스정류장, 택시 승강장",2021-08-25
3891,2021-08-25,관악구,서울특별시 관악구 신림동 1642-9,지하철역 진출입로 및 주변,2021-08-25
3892,2021-08-25,영등포구,서울특별시 영등포구 당산동2가 164-2,"점자블록, 엘리베이터 입구",2021-08-25
3893,2021-08-25,송파구,서울특별시 송파구 문정동 119-4,"횡단보도, 산책로 등",2021-08-25
3894,2021-08-25,관악구,서울특별시 관악구 신림동 406-86,"횡단보도, 산책로 등",2021-08-25
3895,2021-08-25,관악구,서울특별시 관악구 봉천동 1693-38,"버스정류장, 택시 승강장",2021-08-25
3896,2021-08-25,관악구,서울특별시 관악구 봉천동 1693-38,"버스정류장, 택시 승강장",2021-08-25
3897,2021-08-25,관악구,서울특별시 관악구 신림동 635-29,"횡단보도, 산책로 등",2021-08-25
3898,2021-08-25,도봉구,서울특별시 도봉구 창동 703-6,보도와 차도가 구분된 도로의 차도,2021-08-25
3899,2021-08-25,관악구,서울특별시 관악구 신림동 566,"횡단보도, 산책로 등",2021-08-25
3900,2021-08-26,동작구,서울특별시 동작구 상도1동 656-1,기타,2021-08-26
3901,2021-08-26,송파구,서울특별시 송파구 장지동 834-5,보도와 차도가 구분된 도로의 차도,2021-08-26
3902,2021-08-26,마포구,서울특별시 마포구 상암동 1622,"버스정류장, 택시 승강장",2021-08-26
3903,2021-08-26,성북구,서울특별시 성북구 삼선동1가 1-2,"점자블록, 엘리베이터 입구",2021-08-26
3904,2021-08-26,송파구,서울특별시 송파구 장지동 839,보도와 차도가 구분된 도로의 차도,2021-08-26
3905,2021-08-26,영등포구,서울특별시 영등포구 신길동 897-4,보도와 차도가 구분된 도로의 차도,2021-08-26
3906,2021-08-26,동작구,서울특별시 동작구 상도동 259-4,"버스정류장, 택시 승강장",2021-08-26
3907,2021-08-26,영등포구,서울특별시 영등포구 신길동 4936,보도와 차도가 구분된 도로의 차도,2021-08-26
3908,2021-08-26,송파구,서울특별시 송파구 오금동 34-2,"점자블록, 엘리베이터 입구",2021-08-26
3909,2021-08-26,송파구,서울특별시 송파구 방이동 94-1,"버스정류장, 택시 승강장",2021-08-26
3910,2021-08-26,마포구,서울특별시 마포구 연남동 228-10,"횡단보도, 산책로 등",2021-08-26
3911,2021-08-26,송파구,서울특별시 송파구 송파동 188-5,"횡단보도, 산책로 등",2021-08-26
3912,2021-08-26,관악구,서울특별시 관악구 신림동 1467-10,"버스정류장, 택시 승강장",2021-08-26
3913,2021-08-26,영등포구,서울특별시 영등포구 신길동 4884,지하철역 진출입로 및 주변,2021-08-26
3914,2021-08-26,마포구,서울특별시 마포구 연남동 255-37,보도와 차도가 구분된 도로의 차도,2021-08-26
3915,2021-08-26,송파구,서울특별시 송파구 오금동 34-2,지하철역 진출입로 및 주변,2021-08-26
3916,2021-08-26,송파구,서울특별시 송파구 신천동 19,"버스정류장, 택시 승강장",2021-08-26
3917,2021-08-26,영등포구,서울특별시 영등포구 신길동 4884,지하철역 진출입로 및 주변,2021-08-26
3918,2021-08-26,마포구,서울특별시 마포구 동교동 147-74,보도와 차도가 구분된 도로의 차도,2021-08-26
3919,2021-08-26,마포구,서울특별시 마포구 동교동 147-74,보도와 차도가 구분된 도로의 차도,2021-08-26
3920,2021-08-26,마포구,서울특별시 마포구 현석동 203-1,"횡단보도, 산책로 등",2021-08-26
3921,2021-08-26,영등포구,서울특별시 영등포구 신길동 3859,"버스정류장, 택시 승강장",2021-08-26
3922,2021-08-26,관악구,서울특별시 관악구 봉천동 979-2,지하철역 진출입로 및 주변,2021-08-26
3923,2021-08-26,영등포구,서울특별시 영등포구 신길동 2827,지하철역 진출입로 및 주변,2021-08-26
3924,2021-08-26,관악구,서울특별시 관악구 봉천동 979-1,지하철역 진출입로 및 주변,2021-08-26
3925,2021-08-26,서대문구,서울특별시 서대문구 충정로2가 138,"횡단보도, 산책로 등",2021-08-26
3926,2021-08-26,관악구,서울특별시 관악구 봉천동 979-1,지하철역 진출입로 및 주변,2021-08-26
3927,2021-08-26,마포구,서울특별시 마포구 동교동 206-14,"횡단보도, 산책로 등",2021-08-26
3928,2021-08-26,마포구,서울특별시 마포구 동교동 206-14,"횡단보도, 산책로 등",2021-08-26
3929,2021-08-26,동작구,서울특별시 동작구 흑석동 224-1,"버스정류장, 택시 승강장",2021-08-26
3930,2021-08-26,동대문구,서울특별시 동대문구 장안동 472-2,지하철역 진출입로 및 주변,2021-08-26
3931,2021-08-26,마포구,서울특별시 마포구 서교동 415,보도와 차도가 구분된 도로의 차도,2021-08-26
3932,2021-08-26,동대문구,서울특별시 동대문구 장안동 472-2,지하철역 진출입로 및 주변,2021-08-26
3933,2021-08-26,관악구,서울특별시 관악구 봉천동 1693-48,"횡단보도, 산책로 등",2021-08-26
3934,2021-08-26,마포구,서울특별시 마포구 서교동 365-28,"횡단보도, 산책로 등",2021-08-26
3935,2021-08-26,마포구,서울특별시 마포구 성산동 228-14,"버스정류장, 택시 승강장",2021-08-26
3936,2021-08-26,동작구,서울특별시 동작구 본동 475-1,지하철역 진출입로 및 주변,2021-08-26
3937,2021-08-26,마포구,서울특별시 마포구 성산동 228-14,"버스정류장, 택시 승강장",2021-08-26
3938,2021-08-26,관악구,서울특별시 관악구 남현동 1112,"건물, 상가 보행자 진출입",2021-08-26
3939,2021-08-26,마포구,서울특별시 마포구 서교동 406,보도와 차도가 구분된 도로의 차도,2021-08-26
3940,2021-08-26,송파구,서울특별시 송파구 가락동 99-9,지하철역 진출입로 및 주변,2021-08-26
3941,2021-08-26,마포구,서울특별시 마포구 중동 272,"점자블록, 엘리베이터 입구",2021-08-26
3942,2021-08-26,관악구,서울특별시 관악구 남현동 1130-1,"건물, 상가 보행자 진출입",2021-08-26
3943,2021-08-26,관악구,서울특별시 관악구 남현동 1061-29,"버스정류장, 택시 승강장",2021-08-26
3944,2021-08-26,성동구,서울특별시 성동구 송정동 108,보도와 차도가 구분된 도로의 차도,2021-08-26
3945,2021-08-26,송파구,서울특별시 송파구 장지동 839-5,"버스정류장, 택시 승강장",2021-08-26
3946,2021-08-26,관악구,서울특별시 관악구 남현동 1060-16,지하철역 진출입로 및 주변,2021-08-26
3947,2021-08-26,관악구,서울특별시 관악구 남현동 1112,지하철역 진출입로 및 주변,2021-08-26
3948,2021-08-26,관악구,서울특별시 관악구 남현동 1060-16,지하철역 진출입로 및 주변,2021-08-26
3949,2021-08-26,마포구,서울특별시 마포구 창전동 15-1,보도 중앙,2021-08-26
3950,2021-08-26,송파구,서울특별시 송파구 장지동 839-1,"횡단보도, 산책로 등",2021-08-26
3951,2021-08-26,관악구,서울특별시 관악구 남현동 1112,지하철역 진출입로 및 주변,2021-08-26
3952,2021-08-26,성동구,서울특별시 성동구 송정동 68-27,보도와 차도가 구분된 도로의 차도,2021-08-26
3953,2021-08-26,마포구,서울특별시 마포구 서교동 349,보도와 차도가 구분된 도로의 차도,2021-08-26
3954,2021-08-26,송파구,서울특별시 송파구 문정동 315-2,"점자블록, 엘리베이터 입구",2021-08-26
3955,2021-08-26,송파구,서울특별시 송파구 송파동 168-1,보도와 차도가 구분된 도로의 차도,2021-08-26
3956,2021-08-26,성동구,서울특별시 성동구 송정동 66-23,"버스정류장, 택시 승강장",2021-08-26
3957,2021-08-26,동작구,서울특별시 동작구 신대방동 460-30,보도와 차도가 구분된 도로의 차도,2021-08-26
3958,2021-08-26,마포구,서울특별시 마포구 창전동 15-1,보도 중앙,2021-08-26
3959,2021-08-26,성동구,서울특별시 성동구 성수동2가 280-49,"버스정류장, 택시 승강장",2021-08-26
3960,2021-08-26,성동구,서울특별시 성동구 성수동2가 280-41,"버스정류장, 택시 승강장",2021-08-26
3961,2021-08-26,성동구,서울특별시 성동구 성수동2가 280-49,"버스정류장, 택시 승강장",2021-08-26
3962,2021-08-26,마포구,서울특별시 마포구 신수동 91-621,보도 중앙,2021-08-26
3963,2021-08-26,성동구,서울특별시 성동구 성수동2가 280-49,"버스정류장, 택시 승강장",2021-08-26
3964,2021-08-26,성동구,서울특별시 성동구 성수동2가 280-49,"버스정류장, 택시 승강장",2021-08-26
3965,2021-08-26,관악구,서울특별시 관악구 봉천동 1693-38,"횡단보도, 산책로 등",2021-08-26
3966,2021-08-26,송파구,서울특별시 송파구 방이동 218-41,"횡단보도, 산책로 등",2021-08-26
3967,2021-08-26,마포구,서울특별시 마포구 구수동 2-10,보도 중앙,2021-08-26
3968,2021-08-26,영등포구,서울특별시 영등포구 영등포동6가,"횡단보도, 산책로 등",2021-08-26
3969,2021-08-26,도봉구,서울특별시 도봉구 방학동 272,보도와 차도가 구분된 도로의 차도,2021-08-26
3970,2021-08-26,마포구,서울특별시 마포구 구수동 2-10,보도 중앙,2021-08-26
3971,2021-08-26,성동구,서울특별시 성동구 성수동2가 280-48,보도와 차도가 구분된 도로의 차도,2021-08-26
3972,2021-08-26,성동구,서울특별시 성동구 성수동2가 280-48,보도와 차도가 구분된 도로의 차도,2021-08-26
3973,2021-08-26,동작구,서울특별시 동작구 신대방동 349-35,"버스정류장, 택시 승강장",2021-08-26
3974,2021-08-26,마포구,서울특별시 마포구 구수동 56-16,보도 중앙,2021-08-26
3975,2021-08-26,서대문구,서울특별시 서대문구 북가좌동 359-10,"버스정류장, 택시 승강장",2021-08-26
3976,2021-08-26,송파구,서울특별시 송파구 가락동 165-2,지하철역 진출입로 및 주변,2021-08-26
3977,2021-08-26,동작구,서울특별시 동작구 대방동 335-53,지하철역 진출입로 및 주변,2021-08-26
3978,2021-08-26,마포구,서울특별시 마포구 구수동 2-10,보도 중앙,2021-08-26
3979,2021-08-26,송파구,서울특별시 송파구 오금동 159-1,보도와 차도가 구분된 도로의 차도,2021-08-26
3980,2021-08-26,마포구,서울특별시 마포구 신수동 99-1,보도 중앙,2021-08-26
3981,2021-08-26,영등포구,서울특별시 영등포구 양평동2가 37-1,"점자블록, 엘리베이터 입구",2021-08-26
3982,2021-08-26,동작구,서울특별시 동작구 대방동 335-53,지하철역 진출입로 및 주변,2021-08-26
3983,2021-08-26,영등포구,서울특별시 영등포구 양평동3가 14,보도와 차도가 구분된 도로의 차도,2021-08-26
3984,2021-08-26,송파구,서울특별시 송파구 문정동 158-1,"버스정류장, 택시 승강장",2021-08-26
3985,2021-08-26,관악구,서울특별시 관악구 봉천동 979-7,지하철역 진출입로 및 주변,2021-08-26
3986,2021-08-26,영등포구,서울특별시 영등포구 양평동5가 66-1,"횡단보도, 산책로 등",2021-08-26
3987,2021-08-26,송파구,서울특별시 송파구 가락동 10-15,지하철역 진출입로 및 주변,2021-08-26
3988,2021-08-26,송파구,서울특별시 송파구 문정동 168-4,"버스정류장, 택시 승강장",2021-08-26
3989,2021-08-26,동작구,서울특별시 동작구 사당동 211-2,"버스정류장, 택시 승강장",2021-08-26
3990,2021-08-26,관악구,서울특별시 관악구 봉천동 979-7,지하철역 진출입로 및 주변,2021-08-26
3991,2021-08-26,관악구,서울특별시 관악구 봉천동 979-7,지하철역 진출입로 및 주변,2021-08-26
3992,2021-08-26,영등포구,서울특별시 영등포구 양평동4가 73,"횡단보도, 산책로 등",2021-08-26
3993,2021-08-26,동작구,서울특별시 동작구 사당동 339-21,"버스정류장, 택시 승강장",2021-08-26
3994,2021-08-26,관악구,서울특별시 관악구 봉천동 979-7,지하철역 진출입로 및 주변,2021-08-26
3995,2021-08-26,관악구,서울특별시 관악구 봉천동 979-7,지하철역 진출입로 및 주변,2021-08-26
3996,2021-08-26,마포구,서울특별시 마포구 상암동 1709,보도 중앙,2021-08-26
3997,2021-08-26,서대문구,서울특별시 서대문구 대현동 60-11,"점자블록, 엘리베이터 입구",2021-08-26
3998,2021-08-26,송파구,서울특별시 송파구 문정동 12,"횡단보도, 산책로 등",2021-08-26
3999,2021-08-26,동작구,서울특별시 동작구 사당동 144-4,"버스정류장, 택시 승강장",2021-08-26
4000,2021-08-26,마포구,서울특별시 마포구 상암동 1695,보도 중앙,2021-08-26
4001,2021-08-26,송파구,서울특별시 송파구 오금동 34-2,"점자블록, 엘리베이터 입구",2021-08-26
4002,2021-08-26,동작구,서울특별시 동작구 사당동 144-4,"버스정류장, 택시 승강장",2021-08-26
4003,2021-08-26,영등포구,서울특별시 영등포구 신길동 110-9,"횡단보도, 산책로 등",2021-08-26
4004,2021-08-26,동작구,서울특별시 동작구 사당동 144-4,"버스정류장, 택시 승강장",2021-08-26
4005,2021-08-26,동작구,서울특별시 동작구 상도동 26-20,"점자블록, 엘리베이터 입구",2021-08-26
4006,2021-08-26,서대문구,서울특별시 서대문구 창천동 72-56,"버스정류장, 택시 승강장",2021-08-26
4007,2021-08-26,마포구,서울특별시 마포구 상암동 1594,보도 중앙,2021-08-26
4008,2021-08-26,성동구,서울특별시 성동구 행당동 1-180,"횡단보도, 산책로 등",2021-08-26
4009,2021-08-26,서대문구,서울특별시 서대문구 창천동 30-17,"버스정류장, 택시 승강장",2021-08-26
4010,2021-08-26,성동구,서울특별시 성동구 행당동 1-10,"횡단보도, 산책로 등",2021-08-26
4011,2021-08-26,마포구,서울특별시 마포구 상암동 1701,보도 중앙,2021-08-26
4012,2021-08-26,성동구,서울특별시 성동구 행당동 168-151,"횡단보도, 산책로 등",2021-08-26
4013,2021-08-26,성동구,서울특별시 성동구 행당동 1-181,"횡단보도, 산책로 등",2021-08-26
4014,2021-08-26,동작구,서울특별시 동작구 본동 344-10,"점자블록, 엘리베이터 입구",2021-08-26
4015,2021-08-26,마포구,서울특별시 마포구 상암동 1701,보도 중앙,2021-08-26
4016,2021-08-26,서대문구,서울특별시 서대문구 창천동 53-47,보도와 차도가 구분된 도로의 차도,2021-08-26
4017,2021-08-26,마포구,서울특별시 마포구 상암동 1715-5,보도 중앙,2021-08-26
4018,2021-08-26,동작구,서울특별시 동작구 신대방동 395-61,보도와 차도가 구분된 도로의 차도,2021-08-26
4019,2021-08-26,동작구,서울특별시 동작구 신대방동 395-69,보도와 차도가 구분된 도로의 차도,2021-08-26
4020,2021-08-26,마포구,서울특별시 마포구 상암동 1715,보도 중앙,2021-08-26
4021,2021-08-26,동작구,서울특별시 동작구 신대방동 395-61,"횡단보도, 산책로 등",2021-08-26
4022,2021-08-26,마포구,서울특별시 마포구 상암동 1715,보도 중앙,2021-08-26
4023,2021-08-26,마포구,서울특별시 마포구 상암동 1601,보도 중앙,2021-08-26
4024,2021-08-26,영등포구,서울특별시 영등포구 신길동 399,"횡단보도, 산책로 등",2021-08-26
4025,2021-08-26,마포구,서울특별시 마포구 상암동 1622,보도 중앙,2021-08-26
4026,2021-08-26,서대문구,서울특별시 서대문구 창천동 18-54,보도와 차도가 구분된 도로의 차도,2021-08-26
4027,2021-08-26,영등포구,서울특별시 영등포구 신길동 4964-1,보도와 차도가 구분된 도로의 차도,2021-08-26
4028,2021-08-26,서대문구,서울특별시 서대문구 창천동 18-63,보도와 차도가 구분된 도로의 차도,2021-08-26
4029,2021-08-26,영등포구,서울특별시 영등포구 여의도동 22,"버스정류장, 택시 승강장",2021-08-26
4030,2021-08-26,종로구,서울특별시 종로구 내수동 72,보도와 차도가 구분된 도로의 차도,2021-08-26
4031,2021-08-26,영등포구,서울특별시 영등포구 여의도동 5-4,"버스정류장, 택시 승강장",2021-08-26
4032,2021-08-26,송파구,서울특별시 송파구 잠실동 27-6,"버스정류장, 택시 승강장",2021-08-26
4033,2021-08-26,종로구,서울특별시 종로구 당주동 40-4,"횡단보도, 산책로 등",2021-08-26
4034,2021-08-26,영등포구,서울특별시 영등포구 여의도동 44-2,보도와 차도가 구분된 도로의 차도,2021-08-26
4035,2021-08-26,종로구,서울특별시 종로구 평동 234,"횡단보도, 산책로 등",2021-08-26
4036,2021-08-26,송파구,서울특별시 송파구 잠실동 261,"버스정류장, 택시 승강장",2021-08-26
4037,2021-08-26,성북구,서울특별시 성북구 석관동 168-7,"점자블록, 엘리베이터 입구",2021-08-26
4038,2021-08-26,영등포구,서울특별시 영등포구 여의도동 10,"횡단보도, 산책로 등",2021-08-26
4039,2021-08-26,마포구,서울특별시 마포구 망원동 452-2,보도와 차도가 구분된 도로의 차도,2021-08-26
4040,2021-08-26,영등포구,서울특별시 영등포구 여의도동 3,"횡단보도, 산책로 등",2021-08-26
4041,2021-08-26,관악구,서울특별시 관악구 봉천동 1693-40,"버스정류장, 택시 승강장",2021-08-26
4042,2021-08-26,영등포구,서울특별시 영등포구 여의도동 30,"횡단보도, 산책로 등",2021-08-26
4043,2021-08-26,동작구,서울특별시 동작구 신대방동 345-6,오신고,2021-08-26
4044,2021-08-26,마포구,서울특별시 마포구 망원동 414-44,"횡단보도, 산책로 등",2021-08-26
4045,2021-08-26,송파구,서울특별시 송파구 가락동 600,"횡단보도, 산책로 등",2021-08-26
4046,2021-08-26,영등포구,서울특별시 영등포구 여의도동 2-1,"횡단보도, 산책로 등",2021-08-26
4047,2021-08-26,송파구,서울특별시 송파구 가락동 600,"횡단보도, 산책로 등",2021-08-26
4048,2021-08-26,영등포구,서울특별시 영등포구 여의도동 2-11,"점자블록, 엘리베이터 입구",2021-08-26
4049,2021-08-26,동작구,서울특별시 동작구 신대방동 345-6,"점자블록, 엘리베이터 입구",2021-08-26
4050,2021-08-26,마포구,서울특별시 마포구 서교동 458-1,"버스정류장, 택시 승강장",2021-08-26
4051,2021-08-26,마포구,서울특별시 마포구 서교동 458-1,"버스정류장, 택시 승강장",2021-08-26
4052,2021-08-26,영등포구,서울특별시 영등포구 문래동3가 68-1,"점자블록, 엘리베이터 입구",2021-08-26
4053,2021-08-26,관악구,서울특별시 관악구 신림동 1467-10,"횡단보도, 산책로 등",2021-08-26
4054,2021-08-26,성동구,서울특별시 성동구 행당동 19-72,"버스정류장, 택시 승강장",2021-08-26
4055,2021-08-26,성동구,서울특별시 성동구 행당동 19-72,"버스정류장, 택시 승강장",2021-08-26
4056,2021-08-26,동작구,서울특별시 동작구 신대방동 441-4,"점자블록, 엘리베이터 입구",2021-08-26
4057,2021-08-26,성동구,서울특별시 성동구 행당동 19-72,"버스정류장, 택시 승강장",2021-08-26
4058,2021-08-26,성동구,서울특별시 성동구 행당동 19-72,"버스정류장, 택시 승강장",2021-08-26
4059,2021-08-26,송파구,서울특별시 송파구 문정동 502,"횡단보도, 산책로 등",2021-08-26
4060,2021-08-26,관악구,서울특별시 관악구 봉천동 979-2,"버스정류장, 택시 승강장",2021-08-26
4061,2021-08-26,마포구,서울특별시 마포구 연남동 361-26,"버스정류장, 택시 승강장",2021-08-26
4062,2021-08-26,서대문구,서울특별시 서대문구 연희동 226-32,"버스정류장, 택시 승강장",2021-08-26
4063,2021-08-26,성동구,서울특별시 성동구 사근동 223-13,보도와 차도가 구분된 도로의 차도,2021-08-26
4064,2021-08-26,성동구,서울특별시 성동구 행당동 19-72,"버스정류장, 택시 승강장",2021-08-26
4065,2021-08-26,영등포구,서울특별시 영등포구 당산동1가 6-1,"횡단보도, 산책로 등",2021-08-26
4066,2021-08-26,성동구,서울특별시 성동구 행당동 188-9,"횡단보도, 산책로 등",2021-08-26
4067,2021-08-26,성동구,서울특별시 성동구 행당동 144-1,"횡단보도, 산책로 등",2021-08-26
4068,2021-08-26,동작구,서울특별시 동작구 노량진동 118-14,"횡단보도, 산책로 등",2021-08-26
4069,2021-08-26,종로구,서울특별시 종로구 수송동 61,보도와 차도가 구분된 도로의 차도,2021-08-26
4070,2021-08-26,동작구,서울특별시 동작구 노량진동 55-2,지하철역 진출입로 및 주변,2021-08-26
4071,2021-08-26,도봉구,서울특별시 도봉구 창동 822,보도와 차도가 구분된 도로의 차도,2021-08-26
4072,2021-08-27,송파구,서울특별시 송파구 방이동 217-2,보도와 차도가 구분된 도로의 차도,2021-08-27
4073,2021-08-27,영등포구,서울특별시 영등포구 영등포동 650-2,보도와 차도가 구분된 도로의 차도,2021-08-27
4074,2021-08-27,송파구,서울특별시 송파구 방이동 217-2,지하철역 진출입로 및 주변,2021-08-27
4075,2021-08-27,송파구,서울특별시 송파구 문정동 158-1,"버스정류장, 택시 승강장",2021-08-27
4076,2021-08-27,영등포구,서울특별시 영등포구 여의도동 8-13,"횡단보도, 산책로 등",2021-08-27
4077,2021-08-27,영등포구,서울특별시 영등포구 여의도동 8-13,"횡단보도, 산책로 등",2021-08-27
4078,2021-08-27,영등포구,서울특별시 영등포구 여의도동 8-13,"횡단보도, 산책로 등",2021-08-27
4079,2021-08-27,관악구,서울특별시 관악구 봉천동 979-2,지하철역 진출입로 및 주변,2021-08-27
4080,2021-08-27,영등포구,서울특별시 영등포구 문래동6가 10-1,"횡단보도, 산책로 등",2021-08-27
4081,2021-08-27,동작구,서울특별시 동작구 사당동 144-4,지하철역 진출입로 및 주변,2021-08-27
4082,2021-08-27,동작구,서울특별시 동작구 사당동 147-29,"버스정류장, 택시 승강장",2021-08-27
4083,2021-08-27,영등포구,서울특별시 영등포구 양평동5가 61-4,"버스정류장, 택시 승강장",2021-08-27
4084,2021-08-27,동작구,서울특별시 동작구 사당동 147-158,보도와 차도가 구분된 도로의 차도,2021-08-27
4085,2021-08-27,관악구,서울특별시 관악구 남현동 602-67,보도와 차도가 구분된 도로의 차도,2021-08-27
4086,2021-08-27,동작구,서울특별시 동작구 사당동 147-46,보도와 차도가 구분된 도로의 차도,2021-08-27
4087,2021-08-27,영등포구,서울특별시 영등포구 양평동5가 35-1,보도와 차도가 구분된 도로의 차도,2021-08-27
4088,2021-08-27,송파구,서울특별시 송파구 장지동 839,"점자블록, 엘리베이터 입구",2021-08-27
4089,2021-08-27,동작구,서울특별시 동작구 사당동 144-4,"버스정류장, 택시 승강장",2021-08-27
