연월,대여소번호,이용건수,이동거리,이용시간,자치구
2019-08,1285,560,2839790.0,17831,송파구
2019-08,1286,1287,6680120.0,34422,송파구
2019-08,1287,462,2492630.0,13220,송파구
2019-08,1288,2370,8307350.0,47847,송파구
2019-08,1289,615,4238330.0,20493,송파구
2019-08,129,1490,7750330.0,42972,마포구
2019-08,1290,767,3846010.0,19192,송파구
2019-08,1291,1469,6819730.0,48627,송파구
2019-08,1293,2963,11829410.0,69918,송파구
2019-08,1295,4112,21363820.0,130563,송파구
2019-08,1296,968,4864120.0,27557,송파구
2019-08,1297,2032,8434470.0,53473,송파구
2019-08,1299,794,3039280.0,16469,송파구
2019-08,130,2129,13456080.0,55779,마포구
2019-08,1300,539,2701180.0,14229,송파구
2019-08,1302,811,3441720.0,14155,성북구
2019-08,1303,1334,5564830.0,28993,성북구
2019-08,1304,425,2210950.0,6451,성북구
2019-08,1305,968,5471880.0,24165,성북구
2019-08,1306,1800,8868230.0,38592,성북구
2019-08,1308,5810,28735650.0,116690,성북구
2019-08,131,2377,14289130.0,83401,서대문구
2019-08,1313,530,2481900.0,11313,미상
2019-08,1314,378,1681810.0,7126,성북구
2019-08,1315,545,2765680.0,13840,성북구
2019-08,1316,494,2165180.0,9389,성북구
2019-08,1318,1288,5763720.0,27690,성북구
2019-08,1319,2013,12112650.0,56418,성북구
2019-08,1320,1884,9111520.0,37574,성북구
2019-08,1321,2563,13818390.0,57198,성북구
2019-08,1322,1047,3756790.0,16784,성북구
2019-08,1323,801,4298790.0,18545,성북구
2019-08,1325,584,3345310.0,12742,성북구
2019-08,1326,842,4533970.0,20858,성북구
2019-08,1327,962,5273290.0,27765,성북구
2019-08,1328,2254,11112260.0,50488,성북구
2019-08,133,2148,14993490.0,70521,서대문구
2019-08,1332,1860,15211790.0,63615,성북구
2019-08,1333,1480,8729930.0,39163,성북구
2019-08,1334,843,4611650.0,21675,성북구
2019-08,1336,1768,10072510.0,44890,성북구
2019-08,1337,3015,18149650.0,78110,성북구
2019-08,1338,1137,5343040.0,23629,성북구
2019-08,1339,1207,5795850.0,28981,성북구
2019-08,134,1150,5176970.0,30427,서대문구
2019-08,1342,263,1569250.0,5291,성북구
2019-08,1343,829,2757700.0,14070,성북구
2019-08,1344,660,3973520.0,12537,성북구
2019-08,1346,906,3608840.0,14875,성북구
2019-08,1347,427,2166190.0,9303,성북구
2019-08,1348,472,1475490.0,7304,성북구
2019-08,1349,539,3348640.0,15047,성북구
2019-08,135,996,5100970.0,27746,서대문구
2019-08,1351,1854,9274950.0,41390,성북구
2019-08,1352,399,1865050.0,7332,성북구
2019-08,1353,320,1481400.0,7788,성북구
2019-08,1354,2131,8700130.0,43894,성북구
2019-08,1355,2099,12451010.0,59991,성북구
2019-08,1357,614,3534320.0,16291,성북구
2019-08,1358,566,2479690.0,12639,성북구
2019-08,1359,849,5152290.0,27929,성북구
2019-08,136,426,2890370.0,11948,마포구
2019-08,1360,370,1674860.0,7969,성북구
2019-08,1361,1254,5038120.0,24009,성북구
2019-08,1362,1383,5767140.0,28932,성북구
2019-08,1363,1930,8736060.0,36219,성북구
2019-08,1364,672,3324250.0,13121,성북구
2019-08,1365,268,1110130.0,4649,성북구
2019-08,1366,357,1558990.0,8332,성북구
2019-08,1367,423,1527690.0,7304,성북구
2019-08,1368,1137,6029270.0,30171,성북구
2019-08,1369,1053,5403320.0,26830,성북구
2019-08,137,661,4195480.0,14412,서대문구
2019-08,1370,518,3078550.0,9071,성북구
2019-08,1372,2362,10659020.0,49601,성북구
2019-08,1373,755,4211570.0,21254,성북구
2019-08,1375,1303,5890500.0,29991,성북구
2019-08,1376,292,1601260.0,5718,성북구
2019-08,1377,367,1421990.0,11177,성북구
2019-08,138,881,4652070.0,20941,서대문구
2019-08,139,854,4601820.0,19223,서대문구
2019-08,140,919,4427710.0,20431,서대문구
2019-08,1401,1685,8993080.0,44512,중랑구
2019-08,1402,1113,5176850.0,24709,중랑구
2019-08,1403,2833,14269660.0,64595,중랑구
2019-08,1404,1389,5656790.0,24616,중랑구
2019-08,1405,1458,6629490.0,27930,중랑구
2019-08,1406,266,1430250.0,6542,중랑구
2019-08,1407,1048,5400230.0,23746,중랑구
2019-08,1408,1339,8329140.0,35925,중랑구
2019-08,141,1084,5933220.0,31060,서대문구
2019-08,1410,250,1279210.0,6395,중랑구
2019-08,1411,766,2875710.0,15326,중랑구
2019-08,1412,546,2983540.0,13805,중랑구
2019-08,1413,1127,5988470.0,30433,중랑구
2019-08,1414,2051,11232720.0,53121,중랑구
2019-08,1416,1003,3500410.0,18197,중랑구
2019-08,1418,462,2585520.0,10307,중랑구
2019-08,142,754,2777740.0,15179,마포구
2019-08,1420,614,3212780.0,15548,중랑구
2019-08,1421,369,981010.0,5991,중랑구
2019-08,1422,273,1092590.0,5422,중랑구
2019-08,1424,176,771900.0,4758,중랑구
2019-08,1425,575,2371660.0,11678,중랑구
2019-08,1426,414,1545640.0,8541,중랑구
2019-08,1427,347,1380510.0,5358,중랑구
2019-08,1428,1195,5112530.0,22672,중랑구
2019-08,1429,832,4352340.0,22193,중랑구
2019-08,143,1432,7501200.0,40521,마포구
2019-08,1430,1347,7208390.0,30128,중랑구
2019-08,1431,1691,9217000.0,35071,중랑구
2019-08,1433,1951,9948470.0,54529,중랑구
2019-08,1434,893,5111070.0,27239,중랑구
2019-08,1435,278,1757670.0,5711,중랑구
2019-08,1436,667,3531490.0,14634,중랑구
2019-08,1437,543,3256950.0,13484,중랑구
2019-08,1438,1649,8784280.0,38370,중랑구
2019-08,144,3487,21486480.0,112940,마포구
2019-08,1440,966,4810700.0,26308,중랑구
2019-08,1441,961,4215760.0,18296,중랑구
2019-08,1442,1175,4308800.0,21568,중랑구
2019-08,1443,425,1795130.0,8597,중랑구
2019-08,1444,797,5377710.0,26122,중랑구
2019-08,1445,220,1362690.0,6729,중랑구
2019-08,1446,1488,6077420.0,26913,중랑구
2019-08,1447,2006,8791010.0,45100,중랑구
2019-08,1448,2311,9541220.0,48406,중랑구
2019-08,1449,2039,7754270.0,35884,중랑구
2019-08,145,1423,6862720.0,38810,마포구
2019-08,1450,995,6062270.0,29472,중랑구
2019-08,1451,2044,13598800.0,67721,중랑구
2019-08,1452,1585,9693070.0,58925,중랑구
2019-08,1453,230,1372310.0,6256,중랑구
2019-08,1454,1069,5484670.0,26759,중랑구
2019-08,1455,1737,7302680.0,32091,중랑구
2019-08,1456,916,3896640.0,18714,중랑구
2019-08,1457,687,2951540.0,13572,중랑구
2019-08,1458,1707,6253950.0,30551,중랑구
2019-08,1459,405,2026340.0,9397,중랑구
2019-08,146,2671,19401470.0,101998,마포구
2019-08,147,2579,17517140.0,92690,마포구
2019-08,148,1741,11367700.0,58352,마포구
2019-08,150,1666,7884210.0,49293,마포구
2019-08,1501,1684,7660550.0,41330,강북구
2019-08,1503,3458,14752940.0,79798,강북구
2019-08,1504,631,3193930.0,15969,강북구
2019-08,1506,1153,4056760.0,21689,강북구
2019-08,1509,942,4808900.0,23338,강북구
2019-08,151,2433,13445680.0,90934,마포구
2019-08,1510,296,1495440.0,6204,강북구
2019-08,1511,307,1579360.0,7169,강북구
2019-08,1512,1186,6385440.0,33798,강북구
2019-08,1513,443,1427770.0,9853,강북구
2019-08,1514,1799,8925560.0,41555,강북구
2019-08,1515,690,2427270.0,13292,강북구
2019-08,1516,677,2390300.0,12508,강북구
2019-08,1518,673,2858570.0,11479,강북구
2019-08,1519,705,2456450.0,17245,강북구
2019-08,152,7235,51990030.0,321800,마포구
2019-08,1520,1061,4009560.0,21844,강북구
2019-08,1522,378,2051550.0,8600,강북구
2019-08,1525,572,2744760.0,13374,강북구
2019-08,1526,730,2864940.0,14632,강북구
2019-08,1527,940,3164450.0,19337,강북구
2019-08,1528,554,3047620.0,10460,강북구
2019-08,1529,1671,6640900.0,32833,강북구
2019-08,153,2223,11989360.0,57829,마포구
2019-08,1530,1472,4909320.0,26490,강북구
2019-08,1531,2298,10262720.0,52732,강북구
2019-08,1532,740,4219020.0,24157,강북구
2019-08,1533,1366,7947610.0,42680,강북구
2019-08,1534,686,4032850.0,23605,강북구
2019-08,1535,2730,12675270.0,58551,강북구
2019-08,1536,1239,6513460.0,34605,강북구
2019-08,1537,599,3997150.0,15169,강북구
2019-08,1538,555,2768840.0,12173,강북구
2019-08,1539,1481,6481380.0,34477,강북구
2019-08,154,2440,10565420.0,63852,마포구
2019-08,1540,899,3055890.0,16225,강북구
2019-08,1541,354,1093470.0,5844,강북구
2019-08,1542,451,1985790.0,9225,강북구
2019-08,1543,742,2758400.0,15581,강북구
2019-08,1545,372,1391300.0,8321,강북구
2019-08,1546,755,3414080.0,17335,강북구
2019-08,1547,402,1761610.0,8759,강북구
2019-08,1548,524,2509800.0,15864,강북구
2019-08,155,1729,8516110.0,47420,마포구
2019-08,156,1374,6268830.0,35347,마포구
2019-08,157,1833,9209960.0,45273,마포구
2019-08,158,813,2999900.0,17420,서대문구
2019-08,159,621,2409860.0,12311,서대문구
2019-08,160,891,5622960.0,22556,서대문구
2019-08,1601,3099,16860350.0,79000,노원구
2019-08,1602,1385,6974700.0,30813,노원구
2019-08,1603,1268,10493710.0,43621,미상
2019-08,1605,1417,8734260.0,45573,노원구
2019-08,1606,1132,5903110.0,28820,노원구
2019-08,1608,3925,22151640.0,100694,노원구
2019-08,161,506,2816040.0,14656,서대문구
2019-08,1610,2522,14296190.0,69503,노원구
2019-08,1611,2806,14575840.0,76888,노원구
2019-08,1616,3058,15194230.0,67234,노원구
2019-08,1617,1571,8218260.0,41524,노원구
2019-08,1619,660,2625930.0,14005,노원구
2019-08,162,1494,7120090.0,21371,서대문구
2019-08,1620,1651,7542520.0,34810,노원구
2019-08,1623,2638,14471240.0,65640,미상
2019-08,1625,3903,19389430.0,86245,노원구
2019-08,1628,785,5664130.0,22477,노원구
2019-08,163,502,2935970.0,12574,서대문구
2019-08,1630,1267,6337850.0,30577,노원구
2019-08,1634,1201,6465940.0,26944,노원구
2019-08,1635,342,1740310.0,8943,노원구
2019-08,1636,2796,13136880.0,56729,노원구
2019-08,1637,3159,15312850.0,66973,노원구
2019-08,1639,932,6713350.0,27531,노원구
2019-08,164,716,3697770.0,19173,서대문구
2019-08,1640,1149,9243860.0,46492,노원구
2019-08,1641,658,3785700.0,20274,노원구
2019-08,1642,690,2702190.0,14961,노원구
2019-08,1643,1514,9943970.0,46675,노원구
2019-08,1646,423,2921110.0,11731,노원구
2019-08,165,1507,6482690.0,35652,서대문구
2019-08,1650,2388,12499800.0,62206,노원구
2019-08,1651,1020,5769400.0,27711,노원구
2019-08,1652,361,1995200.0,10352,노원구
2019-08,1653,3711,16082970.0,76371,노원구
2019-08,1654,628,3233860.0,13281,노원구
2019-08,1655,2168,11164490.0,56192,노원구
2019-08,1656,2483,8915350.0,47963,노원구
2019-08,1657,888,4525670.0,21982,노원구
2019-08,1659,1079,5621270.0,24105,노원구
2019-08,166,2167,12299570.0,63053,서대문구
2019-08,1660,682,3389830.0,14753,노원구
2019-08,1661,1271,8040160.0,32458,노원구
2019-08,1662,1426,7089820.0,36599,노원구
2019-08,1663,2790,15275890.0,75265,노원구
2019-08,1664,347,1562070.0,8216,노원구
2019-08,1665,1566,7867580.0,32068,노원구
2019-08,1666,1638,9323080.0,40165,노원구
2019-08,1667,1480,7321220.0,31160,노원구
2019-08,1668,2944,14437430.0,63521,노원구
2019-08,1669,1838,9999790.0,39158,노원구
2019-08,167,650,3200640.0,16038,서대문구
2019-08,1670,1498,7786190.0,30955,노원구
2019-08,1671,1097,5778180.0,27718,노원구
2019-08,1672,783,5305050.0,23427,노원구
2019-08,1673,3155,12387090.0,67676,노원구
2019-08,1674,1834,9897970.0,48523,노원구
2019-08,1675,243,955120.0,4063,노원구
2019-08,1677,680,4127610.0,19892,노원구
2019-08,1678,462,1624270.0,9837,노원구
2019-08,1679,389,2415160.0,9843,노원구
2019-08,1680,146,921940.0,4646,노원구
2019-08,1681,1156,5838040.0,26056,노원구
2019-08,1682,1161,5348890.0,21015,노원구
2019-08,1683,1461,7922800.0,30073,노원구
2019-08,1684,2326,10679730.0,57932,노원구
2019-08,1685,920,4125740.0,19882,노원구
2019-08,1686,2220,10597290.0,53883,노원구
2019-08,1687,2,1610.0,66,미상
2019-08,1688,1832,8232120.0,43235,노원구
2019-08,1689,1268,6988700.0,32025,노원구
2019-08,169,665,3587770.0,16864,서대문구
2019-08,1690,996,4116960.0,22718,노원구
2019-08,1691,1498,6472450.0,29591,노원구
2019-08,1692,1492,6510590.0,26689,노원구
2019-08,1693,393,1665680.0,10089,노원구
2019-08,170,1330,7319430.0,42100,서대문구
2019-08,1702,767,3760160.0,17522,도봉구
2019-08,1703,483,4405790.0,19960,도봉구
2019-08,1705,1358,7915150.0,34953,도봉구
2019-08,1706,1188,5263910.0,26672,도봉구
2019-08,1707,1323,6470870.0,26374,도봉구
2019-08,1708,1527,7776220.0,28914,도봉구
2019-08,1709,1659,8238820.0,36725,도봉구
2019-08,171,743,3025370.0,17191,서대문구
2019-08,1713,806,4218520.0,18281,도봉구
2019-08,1714,335,1496050.0,6995,도봉구
2019-08,1715,887,4087660.0,23191,도봉구
2019-08,1716,2132,11675570.0,54951,도봉구
2019-08,1717,398,2292940.0,10383,도봉구
2019-08,1719,622,2450230.0,13525,도봉구
2019-08,1720,1916,15602440.0,74592,도봉구
2019-08,1721,2879,11339470.0,62684,도봉구
2019-08,1722,999,5083680.0,26965,도봉구
2019-08,1723,1055,4991790.0,31901,도봉구
2019-08,1725,488,2211670.0,10942,도봉구
2019-08,1726,1327,7212430.0,32293,도봉구
2019-08,1727,379,2107560.0,10806,도봉구
2019-08,1728,382,2067660.0,10185,도봉구
2019-08,1729,1081,6065000.0,30141,도봉구
2019-08,173,845,3360680.0,20224,서대문구
2019-08,1730,202,1751260.0,7075,도봉구
2019-08,1731,291,1891100.0,9408,도봉구
2019-08,1732,649,2980700.0,15072,도봉구
2019-08,1733,1278,7002990.0,36788,도봉구
2019-08,1734,1245,5547120.0,25386,도봉구
2019-08,1735,636,3329420.0,19191,도봉구
2019-08,1736,821,3889400.0,17156,도봉구
2019-08,1737,1452,7551500.0,35025,도봉구
2019-08,1738,1511,9102930.0,36026,도봉구
2019-08,1741,2165,11251810.0,55269,도봉구
2019-08,1742,997,3566160.0,20079,도봉구
2019-08,175,2584,17355650.0,86785,서대문구
2019-08,176,2420,17048970.0,93875,서대문구
2019-08,177,865,4234780.0,21033,서대문구
2019-08,178,1111,6105540.0,28567,서대문구
2019-08,179,1641,6474800.0,31384,서대문구
2019-08,180,1073,5340410.0,21754,서대문구
2019-08,1804,1167,6499660.0,29204,금천구
2019-08,1805,555,3022700.0,14863,금천구
2019-08,1806,607,3391460.0,14681,금천구
2019-08,1808,743,2792800.0,10806,금천구
2019-08,1809,394,1833670.0,5662,금천구
2019-08,181,433,3581090.0,20376,마포구
2019-08,1812,430,2168220.0,11721,금천구
2019-08,1814,937,4117900.0,19096,금천구
2019-08,1816,264,1376520.0,7818,금천구
2019-08,1819,705,2733210.0,15700,금천구
2019-08,182,2763,23259670.0,125918,마포구
2019-08,1820,245,1430770.0,7066,금천구
2019-08,1821,632,3109880.0,18069,금천구
2019-08,1822,752,4069240.0,20784,금천구
2019-08,1823,549,2141370.0,9446,금천구
2019-08,1824,1424,12725440.0,59248,금천구
2019-08,1825,475,4251680.0,20460,금천구
2019-08,1826,644,3750780.0,20107,금천구
2019-08,1827,2226,20997800.0,105948,금천구
2019-08,1828,593,2633830.0,11498,금천구
2019-08,1829,1007,4002830.0,20587,금천구
2019-08,183,3554,15785740.0,91341,마포구
2019-08,1830,1055,4426060.0,19928,금천구
2019-08,1831,498,2615200.0,9945,금천구
2019-08,1833,1158,3545150.0,17772,금천구
2019-08,1834,1515,10169870.0,45300,금천구
2019-08,1835,573,2828580.0,14787,금천구
2019-08,1836,214,1045640.0,4819,금천구
2019-08,1839,1171,4769500.0,22133,금천구
2019-08,184,2499,9690490.0,65319,마포구
2019-08,1840,601,2747370.0,10152,금천구
2019-08,1841,1098,4671510.0,20979,금천구
2019-08,1842,433,2080440.0,11196,금천구
2019-08,1843,565,2544830.0,9682,금천구
2019-08,1845,586,3247550.0,11869,금천구
2019-08,1846,1256,5907500.0,25180,금천구
2019-08,1847,268,1389960.0,6850,금천구
2019-08,1848,921,3761190.0,15627,금천구
2019-08,1849,431,2421030.0,11179,금천구
2019-08,185,1596,9413230.0,46215,마포구
2019-08,1850,578,2421870.0,13177,금천구
2019-08,1851,1650,7609450.0,38323,금천구
2019-08,1852,352,1799030.0,9037,금천구
2019-08,1853,346,1451480.0,7054,금천구
2019-08,1854,561,2558880.0,10465,금천구
2019-08,1855,73,528840.0,2124,금천구
2019-08,1856,743,3922390.0,16232,금천구
2019-08,1857,282,1460980.0,7475,금천구
2019-08,1858,325,3420240.0,18978,금천구
2019-08,1859,327,1713180.0,8214,금천구
2019-08,186,2094,14088550.0,101367,마포구
2019-08,188,1171,8755470.0,39544,서대문구
2019-08,1901,1088,5041430.0,29581,구로구
2019-08,1904,2119,11346010.0,56813,구로구
2019-08,1906,5555,34411540.0,159358,구로구
2019-08,1907,838,3516260.0,17612,구로구
2019-08,1908,1418,7538410.0,27525,구로구
2019-08,191,875,3657490.0,19845,서대문구
2019-08,1910,372,1359480.0,7280,구로구
2019-08,1911,4726,26263240.0,119203,구로구
2019-08,1912,1613,8066260.0,41995,구로구
2019-08,1913,829,4329330.0,19869,구로구
2019-08,1914,1779,9782840.0,44302,구로구
2019-08,1916,583,2320900.0,12816,구로구
2019-08,192,865,3225640.0,19527,서대문구
2019-08,1920,1716,8409920.0,38853,구로구
2019-08,1924,753,2854410.0,12811,구로구
2019-08,1925,3108,20914290.0,94901,구로구
2019-08,1928,1201,6003420.0,30576,구로구
2019-08,1929,953,4244320.0,22566,구로구
2019-08,1930,508,2205100.0,8976,구로구
2019-08,1931,1201,5100800.0,25593,구로구
2019-08,1933,992,4461850.0,23844,구로구
2019-08,1936,495,2884530.0,17079,구로구
2019-08,1937,636,4845840.0,28285,구로구
2019-08,194,1973,11779830.0,58182,서대문구
2019-08,1941,721,2906080.0,19489,구로구
2019-08,1943,359,3104660.0,12797,구로구
2019-08,1946,1502,8173950.0,31456,구로구
2019-08,195,636,3211320.0,15697,서대문구
2019-08,1951,435,1605070.0,8514,구로구
2019-08,1952,866,6061910.0,29704,구로구
2019-08,1953,538,4127540.0,14832,구로구
2019-08,1955,2604,15641550.0,59958,구로구
2019-08,1956,1048,5093070.0,26318,구로구
2019-08,1957,1066,5475820.0,21816,구로구
2019-08,1958,1175,5409960.0,27891,구로구
2019-08,1959,1000,4756850.0,24600,구로구
2019-08,196,498,2845080.0,13739,서대문구
2019-08,1960,2127,11476660.0,50723,구로구
2019-08,1961,4018,21986650.0,101165,구로구
2019-08,1962,1100,5249710.0,19318,구로구
2019-08,1964,450,2313500.0,8627,구로구
2019-08,1965,736,3815890.0,18200,구로구
2019-08,1966,1170,6518970.0,29396,구로구
2019-08,1967,251,679430.0,3910,구로구
2019-08,1968,397,1905020.0,10126,구로구
2019-08,1969,154,1321480.0,3875,구로구
2019-08,1971,259,1859000.0,7404,구로구
2019-08,1973,284,1405500.0,7392,구로구
2019-08,1974,1273,5625820.0,28005,구로구
2019-08,1975,1213,6165010.0,28926,구로구
2019-08,1976,499,1681760.0,8859,구로구
2019-08,1977,876,4019470.0,18009,구로구
2019-08,1979,194,1038380.0,3639,구로구
2019-08,198,923,5803820.0,26688,서대문구
2019-08,1981,588,2521980.0,9893,구로구
2019-08,1983,1414,7067530.0,35946,구로구
2019-08,1984,1141,5176360.0,25658,구로구
2019-08,1985,4005,18504460.0,84643,구로구
2019-08,1986,2399,12167190.0,61604,구로구
2019-08,1987,1020,8791090.0,41232,구로구
2019-08,1988,1733,10954360.0,53324,구로구
2019-08,199,1251,7050000.0,43704,마포구
2019-08,1991,980,4883670.0,24906,구로구
2019-08,1992,138,571980.0,3426,구로구
2019-08,1993,330,1474870.0,6799,구로구
2019-08,1994,760,3421660.0,15273,구로구
2019-08,1996,1443,12158090.0,56779,구로구
2019-08,1998,907,5535730.0,28145,구로구
2019-08,1999,339,1842160.0,8856,구로구
2019-08,200,805,4487630.0,25240,영등포구
2019-08,2000,1620,11128850.0,52013,구로구
2019-08,2002,4687,40562070.0,226924,동작구
2019-08,2003,1703,13913770.0,63831,동작구
2019-08,2007,1646,8604480.0,37022,동작구
2019-08,2008,454,1998910.0,10518,동작구
2019-08,2009,1109,6045610.0,27550,동작구
2019-08,201,1693,11101760.0,56067,영등포구
2019-08,2012,735,3511100.0,18022,동작구
2019-08,2013,2402,11688120.0,50307,동작구
2019-08,2015,2200,11297850.0,53394,동작구
2019-08,2016,1671,8475490.0,45777,동작구
2019-08,202,4127,26860830.0,139737,영등포구
2019-08,2020,750,3737820.0,18914,동작구
2019-08,2024,1527,10862320.0,58958,동작구
2019-08,2025,3274,34650570.0,173387,동작구
2019-08,2026,490,4187290.0,20435,동작구
2019-08,2027,988,9141690.0,45343,동작구
2019-08,203,1934,9955480.0,44202,영등포구
2019-08,2033,1232,6934870.0,38096,동작구
2019-08,2034,1411,9774050.0,47154,동작구
2019-08,2036,600,3300280.0,18334,동작구
2019-08,2037,838,9256520.0,50776,동작구
2019-08,2038,155,730610.0,5115,동작구
2019-08,204,1448,8061130.0,44078,영등포구
2019-08,2040,226,1547510.0,7896,동작구
2019-08,2041,252,921280.0,4794,동작구
2019-08,2048,681,2816470.0,12232,동작구
2019-08,205,1496,10683080.0,55159,영등포구
2019-08,2050,2890,13734160.0,68801,동작구
2019-08,2054,1488,8033100.0,43053,동작구
2019-08,2056,1475,6615830.0,31702,동작구
2019-08,2057,532,2830760.0,13057,동작구
2019-08,2058,2320,12731800.0,74459,동작구
2019-08,2059,1629,9447220.0,46948,동작구
2019-08,206,2258,14560250.0,70500,영등포구
2019-08,2060,1270,6938710.0,37332,동작구
2019-08,2061,135,672930.0,3567,동작구
2019-08,2062,355,1510250.0,10362,동작구
2019-08,2063,1572,6038900.0,32414,동작구
2019-08,2064,211,1124200.0,6408,동작구
2019-08,2065,1130,4336560.0,26842,동작구
2019-08,2066,2093,9715400.0,43236,동작구
2019-08,2067,1259,5743280.0,33945,동작구
2019-08,2068,88,270920.0,1900,동작구
2019-08,2069,749,5224020.0,26814,동작구
2019-08,207,13304,108902940.0,694801,영등포구
2019-08,2070,1827,13379480.0,60756,동작구
2019-08,2071,371,1696120.0,6130,동작구
2019-08,209,1391,7539850.0,44110,영등포구
2019-08,210,4691,26585280.0,151435,영등포구
2019-08,2102,8242,58895120.0,261164,관악구
2019-08,2103,1794,8941530.0,42272,관악구
2019-08,2104,1433,8304300.0,45964,관악구
2019-08,2105,886,4676180.0,16727,관악구
2019-08,2106,1829,10222460.0,45866,관악구
2019-08,2107,2985,24494520.0,95060,관악구
2019-08,2108,1411,7618700.0,38669,관악구
2019-08,2109,2206,11978400.0,52244,관악구
2019-08,211,3010,14086840.0,78653,영등포구
2019-08,2110,1011,4995450.0,22867,관악구
2019-08,2111,1289,5812530.0,30403,관악구
2019-08,2112,1204,6631670.0,30704,관악구
2019-08,2113,1681,12066390.0,49777,관악구
2019-08,2115,1209,6742370.0,24214,관악구
2019-08,2116,480,2341280.0,11456,관악구
2019-08,2119,1202,5831630.0,31022,관악구
2019-08,212,2961,16447890.0,76589,영등포구
2019-08,2122,1197,5525680.0,28556,관악구
2019-08,2127,579,2982390.0,13261,관악구
2019-08,2128,504,2938540.0,13682,관악구
2019-08,2129,443,1826860.0,9082,관악구
2019-08,213,1921,9198720.0,36639,영등포구
2019-08,2130,324,1358460.0,10461,관악구
2019-08,2135,1738,8778600.0,43547,관악구
2019-08,2136,2343,10926820.0,50414,관악구
2019-08,2137,788,3405830.0,15899,관악구
2019-08,2139,2560,15907160.0,74153,관악구
2019-08,214,1403,7419100.0,34265,영등포구
2019-08,2140,2122,13670800.0,59098,관악구
2019-08,2141,239,1584170.0,6642,관악구
2019-08,2143,663,4409060.0,15683,관악구
2019-08,2144,699,3266330.0,15487,관악구
2019-08,2145,885,5988510.0,22173,관악구
2019-08,2148,898,4790180.0,23224,관악구
2019-08,215,1558,10822920.0,70838,영등포구
2019-08,2156,1008,4285190.0,19374,관악구
2019-08,2157,1450,7000790.0,31330,미상
2019-08,2159,562,2019150.0,12194,관악구
2019-08,216,1516,7487940.0,40332,미상
2019-08,2160,686,3265370.0,19797,미상
2019-08,2164,1145,4996310.0,25436,관악구
2019-08,2165,354,2078870.0,8177,관악구
2019-08,2167,686,3210060.0,17873,관악구
2019-08,2169,1557,7197440.0,35535,관악구
2019-08,217,1869,7661080.0,40661,영등포구
2019-08,2170,893,3746070.0,18676,관악구
2019-08,2171,1534,7988050.0,38088,관악구
2019-08,2172,675,3781430.0,14534,관악구
2019-08,2173,4018,22705230.0,112859,관악구
2019-08,2174,960,5026150.0,21103,관악구
2019-08,2175,431,2008610.0,10499,관악구
2019-08,2176,2081,13684270.0,61001,관악구
2019-08,2177,5102,26487300.0,130005,관악구
2019-08,2178,719,3669640.0,17585,관악구
2019-08,2179,1303,7264950.0,32910,관악구
2019-08,218,908,5114820.0,24282,영등포구
2019-08,2180,1175,5756700.0,31072,미상
2019-08,2183,5474,44475960.0,171520,관악구
2019-08,2184,337,1808600.0,8542,관악구
2019-08,219,1268,5520330.0,29128,영등포구
2019-08,220,1331,6380360.0,33040,영등포구
2019-08,2201,282,1626840.0,7482,서초구
2019-08,2202,1604,5463810.0,24984,서초구
2019-08,2203,256,1140000.0,4529,서초구
2019-08,2205,690,2398230.0,12376,서초구
2019-08,2206,1154,3770310.0,17054,서초구
2019-08,2207,191,803530.0,3119,서초구
2019-08,221,2046,15961750.0,82109,영등포구
2019-08,2210,520,3818940.0,17039,서초구
2019-08,2211,1077,5695010.0,28805,서초구
2019-08,2212,669,3751110.0,19024,서초구
2019-08,2213,1559,11937610.0,59442,서초구
2019-08,2214,1874,14481310.0,93745,서초구
2019-08,2215,1151,8893150.0,46505,서초구
2019-08,2217,3076,24805720.0,154214,서초구
2019-08,2219,8269,71610800.0,442356,서초구
2019-08,222,3207,17219370.0,76659,영등포구
2019-08,2220,2842,20395230.0,114789,서초구
2019-08,2221,1526,9700300.0,59370,서초구
2019-08,2222,2242,11047650.0,54304,서초구
2019-08,2223,406,1924690.0,8141,서초구
2019-08,2225,302,1497170.0,5042,서초구
2019-08,2226,322,1809450.0,4872,서초구
2019-08,2227,1353,8392750.0,44684,서초구
2019-08,2228,1710,9047080.0,43355,서초구
2019-08,2229,442,2541920.0,12698,서초구
2019-08,223,1542,7083470.0,35222,영등포구
2019-08,2230,3576,18295590.0,98527,서초구
2019-08,2231,2129,11000890.0,58451,서초구
2019-08,2233,1042,5118070.0,28041,서초구
2019-08,2235,735,4519080.0,22136,서초구
2019-08,2237,1120,7192620.0,33403,서초구
2019-08,2239,876,5086610.0,28365,서초구
2019-08,224,2005,8655200.0,46459,영등포구
2019-08,2241,524,2724970.0,12075,서초구
2019-08,2242,1095,4421150.0,20558,서초구
2019-08,2243,954,5304450.0,19180,서초구
2019-08,2244,1695,9595450.0,43567,서초구
2019-08,2245,779,4330000.0,23638,서초구
2019-08,2246,692,3877880.0,18856,서초구
2019-08,2247,1491,11407770.0,45650,서초구
2019-08,2248,563,3589170.0,13313,서초구
2019-08,2249,325,1945610.0,8202,서초구
2019-08,225,1251,6178580.0,29688,영등포구
2019-08,2250,604,5441740.0,20574,서초구
2019-08,2251,1007,4840180.0,18402,서초구
2019-08,2252,1791,8481710.0,35601,서초구
2019-08,2255,2613,14045820.0,60913,서초구
2019-08,2256,568,3355560.0,15472,서초구
2019-08,2257,222,1630830.0,5395,서초구
