대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이용거리(M),이용시간(본)
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기",\N,"AGE_004","25","1772.45","16.92","72863.05","633"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기",\N,"AGE_005","23","1823.14","16.38","70636.75","698"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기",\N,"AGE_006","2","76.93","0.60","2590.00","24"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기",\N,"AGE_007","1","42.61","0.36","1559.32","11"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기",\N,"AGE_008","17","1170.86","11.04","47613.06","470"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","","AGE_002","23","1150.22","10.21","44015.79","379"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","","AGE_003","6","1044.52","7.97","34331.07","307"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","","AGE_004","1","0.00","0.00","0.00","50"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","","AGE_005","5","2454.72","23.92","103094.57","487"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","F","AGE_001","11","347.49","3.46","14892.11","113"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","F","AGE_002","119","7381.51","70.71","304936.13","2569"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","F","AGE_003","59","3750.64","35.71","153841.11","1516"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","F","AGE_004","30","1240.03","12.08","52031.51","846"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","F","AGE_005","23","1356.78","12.33","53234.63","670"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","F","AGE_006","4","466.45","3.91","16826.96","138"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","F","AGE_008","29","1727.34","15.89","68596.58","610"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","M","AGE_001","7","592.86","4.52","19514.76","128"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","M","AGE_002","65","3379.22","26.12","112549.01","1133"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","M","AGE_003","54","2005.56","17.03","73464.34","1064"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","M","AGE_004","55","5385.89","41.37","178390.58","1804"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","M","AGE_005","22","1657.16","12.88","55470.42","453"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","M","AGE_006","28","1410.81","11.83","51030.72","659"
"2021-09","01564","1564.4.19민주묘지역 1번출구","정기","M","AGE_008","29","2705.36","21.21","91416.35","556"
"2021-09","01565","1565.대한병원앞","단체",\N,"AGE_001","2","71.82","0.64","2790.00","33"
"2021-09","01565","1565.대한병원앞","단체",\N,"AGE_002","3","286.98","3.11","13420.00","188"
"2021-09","01565","1565.대한병원앞","단체","F","AGE_004","2","119.18","1.08","4630.00","49"
"2021-09","01565","1565.대한병원앞","단체","M","AGE_001","2","145.85","1.47","6350.00","94"
"2021-09","01565","1565.대한병원앞","단체","M","AGE_002","2","237.05","1.76","7623.44","63"
"2021-09","01565","1565.대한병원앞","단체","M","AGE_008","2","403.50","2.34","10084.90","90"
"2021-09","01565","1565.대한병원앞","일일(비회원)",\N,"AGE_004","1","22.14","0.20","860.00","9"
"2021-09","01565","1565.대한병원앞","일일(비회원)",\N,"AGE_008","19","1498.59","13.50","58219.61","730"
"2021-09","01565","1565.대한병원앞","일일(회원)",\N,"AGE_001","8","699.67","6.01","25921.70","177"
"2021-09","01565","1565.대한병원앞","일일(회원)",\N,"AGE_002","76","5412.17","49.73","214325.55","2158"
"2021-09","01565","1565.대한병원앞","일일(회원)",\N,"AGE_003","34","3139.49","27.55","118785.88","1060"
"2021-09","01565","1565.대한병원앞","일일(회원)",\N,"AGE_004","1","56.13","0.55","2362.41","28"
"2021-09","01565","1565.대한병원앞","일일(회원)",\N,"AGE_005","2","316.84","2.65","11430.00","147"
"2021-09","01565","1565.대한병원앞","일일(회원)",\N,"AGE_008","4","379.65","3.43","14825.70","107"
"2021-09","01565","1565.대한병원앞","일일(회원)","","AGE_001","4","201.34","1.42","6125.82","204"
"2021-09","01565","1565.대한병원앞","일일(회원)","","AGE_002","12","1329.88","13.56","58464.90","457"
"2021-09","01565","1565.대한병원앞","일일(회원)","","AGE_003","3","197.63","2.02","8690.87","110"
"2021-09","01565","1565.대한병원앞","일일(회원)","F","AGE_001","8","399.63","3.98","17115.27","145"
"2021-09","01565","1565.대한병원앞","일일(회원)","F","AGE_002","51","3638.93","37.53","161819.19","1691"
"2021-09","01565","1565.대한병원앞","일일(회원)","F","AGE_003","17","1653.82","17.74","76542.89","803"
"2021-09","01565","1565.대한병원앞","일일(회원)","F","AGE_004","9","1421.77","12.88","55456.71","814"
"2021-09","01565","1565.대한병원앞","일일(회원)","F","AGE_005","5","633.75","5.82","25075.68","199"
"2021-09","01565","1565.대한병원앞","일일(회원)","F","AGE_008","20","963.45","9.81","42374.58","794"
"2021-09","01565","1565.대한병원앞","일일(회원)","M","AGE_001","14","1515.68","13.41","57838.98","478"
"2021-09","01565","1565.대한병원앞","일일(회원)","M","AGE_002","56","5606.14","45.15","194572.46","1946"
"2021-09","01565","1565.대한병원앞","일일(회원)","M","AGE_003","36","5053.32","37.92","163541.14","1232"
"2021-09","01565","1565.대한병원앞","일일(회원)","M","AGE_004","4","249.77","2.23","9590.00","79"
"2021-09","01565","1565.대한병원앞","일일(회원)","M","AGE_005","4","793.05","6.57","28355.97","239"
"2021-09","01565","1565.대한병원앞","일일(회원)","M","AGE_008","21","1375.58","11.63","50121.85","511"
"2021-09","01565","1565.대한병원앞","정기",\N,"AGE_001","20","731.59","6.69","28853.15","252"
"2021-09","01565","1565.대한병원앞","정기",\N,"AGE_002","196","11368.95","99.41","428573.57","4801"
"2021-09","01565","1565.대한병원앞","정기",\N,"AGE_003","80","5869.01","47.44","204243.73","2121"
"2021-09","01565","1565.대한병원앞","정기",\N,"AGE_004","39","1758.49","16.72","72191.06","755"
"2021-09","01565","1565.대한병원앞","정기",\N,"AGE_005","25","1188.93","10.66","46002.14","572"
"2021-09","01565","1565.대한병원앞","정기",\N,"AGE_006","4","295.19","2.20","9460.00","99"
"2021-09","01565","1565.대한병원앞","정기",\N,"AGE_007","1","15.10","0.14","586.81","10"
"2021-09","01565","1565.대한병원앞","정기",\N,"AGE_008","3","145.18","1.26","5398.84","112"
"2021-09","01565","1565.대한병원앞","정기","","AGE_001","4","286.19","2.01","8707.25","141"
"2021-09","01565","1565.대한병원앞","정기","","AGE_002","43","2890.90","20.35","87828.39","937"
"2021-09","01565","1565.대한병원앞","정기","","AGE_003","9","271.25","2.14","9227.89","83"
"2021-09","01565","1565.대한병원앞","정기","","AGE_004","2","82.47","0.62","2670.00","39"
"2021-09","01565","1565.대한병원앞","정기","","AGE_005","6","114.00","1.01","4319.11","185"
"2021-09","01565","1565.대한병원앞","정기","F","AGE_001","14","921.77","8.97","38697.05","496"
"2021-09","01565","1565.대한병원앞","정기","F","AGE_002","115","4888.52","49.39","212895.75","2035"
"2021-09","01565","1565.대한병원앞","정기","F","AGE_003","83","3111.93","30.08","129660.70","1594"
"2021-09","01565","1565.대한병원앞","정기","F","AGE_004","36","3501.18","32.43","139682.62","1979"
"2021-09","01565","1565.대한병원앞","정기","F","AGE_005","30","1203.27","11.83","51037.73","607"
"2021-09","01565","1565.대한병원앞","정기","F","AGE_006","4","267.39","2.29","9833.06","110"
"2021-09","01565","1565.대한병원앞","정기","F","AGE_008","48","1624.02","14.18","61221.58","834"
"2021-09","01565","1565.대한병원앞","정기","M","AGE_001","9","905.50","6.41","27635.84","209"
"2021-09","01565","1565.대한병원앞","정기","M","AGE_002","132","7214.99","57.45","247531.53","2610"
"2021-09","01565","1565.대한병원앞","정기","M","AGE_003","73","6040.73","44.35","191323.27","1870"
"2021-09","01565","1565.대한병원앞","정기","M","AGE_004","66","6246.98","45.72","197113.49","1703"
"2021-09","01565","1565.대한병원앞","정기","M","AGE_005","53","2722.73","21.92","94519.79","1098"
"2021-09","01565","1565.대한병원앞","정기","M","AGE_006","16","1240.78","9.88","42621.52","754"
"2021-09","01565","1565.대한병원앞","정기","M","AGE_008","111","6158.00","47.94","206639.06","1706"
"2021-09","01568","1568.4.19민주묘지 입구사거리","단체","F","AGE_002","2","151.92","1.86","7992.28","72"
"2021-09","01568","1568.4.19민주묘지 입구사거리","단체","F","AGE_003","2","167.40","1.96","8454.51","196"
"2021-09","01568","1568.4.19민주묘지 입구사거리","단체","M","AGE_004","1","384.20","2.92","12600.00","111"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(비회원)",\N,"AGE_008","15","774.21","6.99","30078.10","288"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)",\N,"AGE_001","5","255.60","2.81","12120.00","171"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)",\N,"AGE_002","34","3850.43","34.89","150398.76","1014"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)",\N,"AGE_003","16","1411.26","11.95","51514.19","540"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)",\N,"AGE_004","3","129.99","1.13","4878.05","27"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)",\N,"AGE_008","1","0.00","0.00","0.00","19"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","","AGE_001","1","64.35","0.58","2500.00","21"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","","AGE_002","2","230.02","2.22","9540.00","76"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","F","AGE_001","2","177.75","1.84","7940.00","65"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","F","AGE_002","32","3414.94","34.00","146561.18","1303"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","F","AGE_003","8","1171.11","9.33","40225.64","437"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","F","AGE_004","4","308.32","3.14","13523.45","132"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","F","AGE_005","2","151.35","1.40","6060.00","58"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","F","AGE_008","7","553.10","5.06","21744.90","180"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","M","AGE_001","8","830.34","7.38","31787.72","266"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","M","AGE_002","24","1465.65","12.02","51881.16","536"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","M","AGE_003","10","1054.99","8.09","34838.24","475"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","M","AGE_004","6","612.56","3.98","17171.96","230"
"2021-09","01568","1568.4.19민주묘지 입구사거리","일일(회원)","M","AGE_008","14","1615.70","11.18","48235.72","407"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기",\N,"AGE_001","6","52.37","0.63","2720.76","25"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기",\N,"AGE_002","146","7116.54","66.31","285672.52","3090"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기",\N,"AGE_003","33","2068.25","18.42","79397.95","726"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기",\N,"AGE_004","30","2025.93","16.62","71663.45","750"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기",\N,"AGE_005","13","425.93","3.87","16731.97","248"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기",\N,"AGE_006","10","319.81","2.76","11950.35","154"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기",\N,"AGE_008","15","465.22","4.47","19295.63","275"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","","AGE_001","2","307.11","2.12","9123.84","91"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","","AGE_002","19","629.07","5.70","24528.68","246"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","","AGE_003","1","48.57","0.34","1460.00","9"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","","AGE_004","1","0.00","0.00","0.00","49"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","","AGE_005","2","98.15","0.88","3813.29","58"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","","AGE_006","1","0.00","0.00","0.00","8"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","F","AGE_002","66","2132.26","22.45","96660.95","1636"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","F","AGE_003","38","1321.10","13.07","56332.32","744"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","F","AGE_004","27","1295.11","11.72","50543.48","765"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","F","AGE_005","4","226.43","1.78","7688.21","89"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","F","AGE_006","16","1210.40","10.72","46284.28","429"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","F","AGE_008","24","1617.22","13.09","56456.00","544"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","M","AGE_001","1","45.94","0.34","1450.00","12"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","M","AGE_002","98","4605.27","37.43","161377.34","1771"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","M","AGE_003","46","4960.52","39.81","171553.86","1420"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","M","AGE_004","47","4706.96","36.45","157237.29","1571"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","M","AGE_005","25","1942.05","15.25","65748.19","431"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","M","AGE_006","36","745.50","6.76","29075.90","830"
"2021-09","01568","1568.4.19민주묘지 입구사거리","정기","M","AGE_008","42","2665.19","21.74","93843.93","763"
"2021-09","01569","1569.수유역2번출구","단체",\N,"AGE_001","4","309.10","3.06","13177.20","171"
"2021-09","01569","1569.수유역2번출구","단체",\N,"AGE_004","2","139.99","1.64","7070.00","197"
"2021-09","01569","1569.수유역2번출구","단체","F","AGE_001","2","274.66","3.58","15413.29","96"
"2021-09","01569","1569.수유역2번출구","단체","F","AGE_003","1","88.55","1.00","4300.00","60"
"2021-09","01569","1569.수유역2번출구","단체","F","AGE_005","2","155.26","1.72","7397.53","77"
"2021-09","01569","1569.수유역2번출구","단체","M","AGE_001","7","510.50","4.60","19832.87","313"
"2021-09","01569","1569.수유역2번출구","단체","M","AGE_002","3","247.77","2.23","9626.15","85"
"2021-09","01569","1569.수유역2번출구","단체","M","AGE_008","1","0.00","0.00","0.00","9"
"2021-09","01569","1569.수유역2번출구","일일(비회원)",\N,"AGE_008","14","2442.69","22.00","94898.76","946"
"2021-09","01569","1569.수유역2번출구","일일(회원)",\N,"AGE_001","25","3021.14","25.85","111388.67","830"
"2021-09","01569","1569.수유역2번출구","일일(회원)",\N,"AGE_002","185","15742.42","145.08","625390.42","5703"
"2021-09","01569","1569.수유역2번출구","일일(회원)",\N,"AGE_003","33","2949.60","24.78","106743.68","1359"
"2021-09","01569","1569.수유역2번출구","일일(회원)",\N,"AGE_004","9","639.66","5.14","22160.37","164"
"2021-09","01569","1569.수유역2번출구","일일(회원)",\N,"AGE_005","5","873.94","7.50","32337.38","217"
"2021-09","01569","1569.수유역2번출구","일일(회원)",\N,"AGE_006","2","95.05","0.68","2927.20","71"
"2021-09","01569","1569.수유역2번출구","일일(회원)",\N,"AGE_008","12","1184.01","10.91","46990.94","294"
"2021-09","01569","1569.수유역2번출구","일일(회원)","","AGE_001","1","0.00","0.00","0.00","32"
"2021-09","01569","1569.수유역2번출구","일일(회원)","","AGE_002","26","2561.91","22.16","95553.77","1074"
"2021-09","01569","1569.수유역2번출구","일일(회원)","","AGE_003","4","372.19","3.28","14125.57","177"
"2021-09","01569","1569.수유역2번출구","일일(회원)","F","AGE_001","23","2386.88","22.62","97444.22","1046"
"2021-09","01569","1569.수유역2번출구","일일(회원)","F","AGE_002","91","5897.68","60.81","262258.19","2708"
"2021-09","01569","1569.수유역2번출구","일일(회원)","F","AGE_003","24","1610.60","17.37","74861.35","937"
"2021-09","01569","1569.수유역2번출구","일일(회원)","F","AGE_004","24","1695.60","17.01","73279.50","903"
"2021-09","01569","1569.수유역2번출구","일일(회원)","F","AGE_005","21","908.78","9.76","42032.17","974"
"2021-09","01569","1569.수유역2번출구","일일(회원)","F","AGE_008","24","1740.03","16.91","72822.74","768"
"2021-09","01569","1569.수유역2번출구","일일(회원)","M","AGE_001","33","4148.98","37.66","162413.09","1427"
"2021-09","01569","1569.수유역2번출구","일일(회원)","M","AGE_002","85","6838.01","55.65","239804.43","2102"
"2021-09","01569","1569.수유역2번출구","일일(회원)","M","AGE_003","35","4957.76","41.24","177789.56","1182"
"2021-09","01569","1569.수유역2번출구","일일(회원)","M","AGE_004","13","1438.76","11.35","48944.64","412"
"2021-09","01569","1569.수유역2번출구","일일(회원)","M","AGE_005","1","111.20","0.81","3510.00","23"
"2021-09","01569","1569.수유역2번출구","일일(회원)","M","AGE_006","3","249.96","1.72","7396.14","96"
"2021-09","01569","1569.수유역2번출구","일일(회원)","M","AGE_008","38","2396.10","20.68","89220.10","993"
"2021-09","01569","1569.수유역2번출구","정기",\N,"AGE_001","45","2481.01","21.73","93551.53","968"
"2021-09","01569","1569.수유역2번출구","정기",\N,"AGE_002","422","19087.25","169.73","731685.46","8446"
"2021-09","01569","1569.수유역2번출구","정기",\N,"AGE_003","265","13768.78","109.67","472819.89","5438"
"2021-09","01569","1569.수유역2번출구","정기",\N,"AGE_004","89","5039.13","45.20","194930.88","1864"
"2021-09","01569","1569.수유역2번출구","정기",\N,"AGE_005","97","5055.36","42.59","183543.35","2081"
"2021-09","01569","1569.수유역2번출구","정기",\N,"AGE_006","8","489.17","4.33","18636.08","134"
"2021-09","01569","1569.수유역2번출구","정기",\N,"AGE_007","10","337.82","3.04","13164.82","110"
"2021-09","01569","1569.수유역2번출구","정기",\N,"AGE_008","64","1807.68","16.57","71354.09","830"
"2021-09","01569","1569.수유역2번출구","정기","","AGE_001","3","198.20","1.75","7527.51","50"
"2021-09","01569","1569.수유역2번출구","정기","","AGE_002","50","3602.05","31.13","134121.81","1171"
"2021-09","01569","1569.수유역2번출구","정기","","AGE_003","14","477.92","4.78","20589.72","230"
"2021-09","01569","1569.수유역2번출구","정기","","AGE_004","6","674.90","5.03","21671.82","201"
"2021-09","01569","1569.수유역2번출구","정기","","AGE_005","16","224.86","1.96","8415.44","219"
"2021-09","01569","1569.수유역2번출구","정기","F","AGE_001","14","550.33","5.67","24400.12","283"
"2021-09","01569","1569.수유역2번출구","정기","F","AGE_002","225","10119.78","100.79","434469.43","4901"
"2021-09","01569","1569.수유역2번출구","정기","F","AGE_003","122","6308.54","58.47","252056.01","3080"
"2021-09","01569","1569.수유역2번출구","정기","F","AGE_004","78","2804.22","27.67","119201.36","2395"
"2021-09","01569","1569.수유역2번출구","정기","F","AGE_005","52","3654.90","35.86","154428.31","1659"
"2021-09","01569","1569.수유역2번출구","정기","F","AGE_006","10","657.64","5.86","25243.78","278"
"2021-09","01569","1569.수유역2번출구","정기","F","AGE_008","106","4317.92","41.16","177496.67","1981"
"2021-09","01569","1569.수유역2번출구","정기","M","AGE_001","46","1269.65","10.97","47192.61","626"
"2021-09","01569","1569.수유역2번출구","정기","M","AGE_002","305","16040.81","131.45","566548.98","6597"
"2021-09","01569","1569.수유역2번출구","정기","M","AGE_003","132","6846.84","54.03","233167.62","2919"
"2021-09","01569","1569.수유역2번출구","정기","M","AGE_004","122","8558.26","66.75","287833.03","3212"
"2021-09","01569","1569.수유역2번출구","정기","M","AGE_005","78","4172.19","35.21","151781.51","1946"
"2021-09","01569","1569.수유역2번출구","정기","M","AGE_006","84","5071.69","37.83","163038.30","1844"
"2021-09","01569","1569.수유역2번출구","정기","M","AGE_007","33","1730.68","15.75","67986.02","837"
"2021-09","01569","1569.수유역2번출구","정기","M","AGE_008","163","11451.23","86.25","371713.35","3570"
"2021-09","01571","1571.북서울 꿈의 숲 입구","단체",\N,"AGE_001","1","373.15","3.47","14957.19","108"
"2021-09","01571","1571.북서울 꿈의 숲 입구","단체",\N,"AGE_002","2","230.79","2.88","12400.00","76"
"2021-09","01571","1571.북서울 꿈의 숲 입구","단체","","AGE_004","4","619.67","4.98","21436.16","232"
"2021-09","01571","1571.북서울 꿈의 숲 입구","단체","F","AGE_003","2","57.40","0.51","2230.00","29"
"2021-09","01571","1571.북서울 꿈의 숲 입구","단체","F","AGE_004","2","91.44","0.83","3552.78","109"
"2021-09","01571","1571.북서울 꿈의 숲 입구","단체","M","AGE_001","9","1000.78","7.42","32011.71","309"
"2021-09","01571","1571.북서울 꿈의 숲 입구","단체","M","AGE_002","5","202.08","1.94","8366.05","173"
"2021-09","01571","1571.북서울 꿈의 숲 입구","단체","M","AGE_004","5","259.65","2.07","8945.19","190"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(비회원)",\N,"AGE_008","5","443.31","4.00","17222.87","153"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)",\N,"AGE_001","5","795.30","7.57","32616.91","274"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)",\N,"AGE_002","19","1141.67","10.53","45407.92","703"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)",\N,"AGE_003","9","649.26","6.09","26242.56","235"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)",\N,"AGE_004","1","51.84","0.43","1870.00","58"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)",\N,"AGE_008","1","0.00","0.00","0.00","5"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","","AGE_002","5","650.60","5.79","24943.50","229"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","","AGE_004","1","26.79","0.22","966.44","5"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","F","AGE_001","5","54.66","0.50","2123.55","153"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","F","AGE_002","15","1399.17","13.89","59851.87","565"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","F","AGE_003","4","814.58","7.50","32337.41","286"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","F","AGE_004","4","362.71","3.37","14520.56","211"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","F","AGE_005","4","463.25","5.21","22431.74","190"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","F","AGE_006","1","59.69","0.85","3676.59","77"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","F","AGE_008","2","97.77","0.88","3798.14","61"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","M","AGE_001","14","1828.64","16.93","72960.56","531"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","M","AGE_002","21","2358.48","19.39","83586.81","685"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","M","AGE_003","5","453.93","3.64","15699.90","139"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","M","AGE_004","3","157.79","1.22","5238.65","121"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","M","AGE_005","1","431.12","3.61","15552.85","113"
"2021-09","01571","1571.북서울 꿈의 숲 입구","일일(회원)","M","AGE_008","5","511.80","4.48","19310.95","208"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기",\N,"AGE_001","3","192.17","1.56","6740.00","35"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기",\N,"AGE_002","85","5070.23","44.20","190475.93","2011"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기",\N,"AGE_003","29","3016.47","22.66","97736.34","1079"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기",\N,"AGE_004","7","485.52","4.29","18427.08","109"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기",\N,"AGE_005","35","2715.50","22.86","98430.82","835"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기",\N,"AGE_007","2","92.07","0.72","3100.00","184"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기",\N,"AGE_008","2","25.66","0.21","900.00","19"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","","AGE_002","19","1878.78","13.61","58646.96","386"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","","AGE_003","1","94.88","0.72","3111.78","26"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","","AGE_004","38","3491.25","27.84","120019.86","1355"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","","AGE_005","1","155.63","1.82","7860.00","57"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","F","AGE_001","4","125.45","1.30","5569.71","32"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","F","AGE_002","37","3189.99","31.25","134721.22","1033"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","F","AGE_003","14","1328.07","12.01","51710.68","427"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","F","AGE_004","7","641.82","6.15","26475.24","256"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","F","AGE_005","18","1175.22","13.30","57294.04","648"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","F","AGE_006","1","163.29","1.71","7363.47","84"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","F","AGE_008","2","48.27","0.44","1875.10","12"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","M","AGE_001","24","1297.54","9.03","38880.29","345"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","M","AGE_002","21","1341.88","9.21","39691.27","402"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","M","AGE_003","29","2939.87","22.27","95950.30","521"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","M","AGE_004","28","2272.32","18.89","81450.12","1158"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","M","AGE_005","38","2718.05","23.39","100985.56","606"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","M","AGE_006","2","0.00","0.00","0.00","38"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","M","AGE_007","1","56.63","0.51","2200.00","47"
"2021-09","01571","1571.북서울 꿈의 숲 입구","정기","M","AGE_008","28","3347.77","25.31","109096.58","771"
"2021-09","01572","1572.우이산 먹거리마을","단체","M","AGE_004","1","0.00","0.00","0.00","49"
"2021-09","01572","1572.우이산 먹거리마을","일일(비회원)",\N,"AGE_008","2","375.29","3.38","14580.00","80"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)",\N,"AGE_002","9","1206.12","9.61","41452.39","372"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)",\N,"AGE_003","1","121.08","1.22","5271.77","41"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)",\N,"AGE_008","1","0.00","0.00","0.00","18"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)","","AGE_003","1","134.27","1.43","6164.80","48"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)","F","AGE_002","2","0.00","0.00","0.00","78"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)","F","AGE_008","2","159.40","1.50","6451.63","40"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)","M","AGE_002","1","325.92","2.48","10688.77","84"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)","M","AGE_003","1","122.36","0.96","4120.00","36"
"2021-09","01572","1572.우이산 먹거리마을","일일(회원)","M","AGE_004","1","13.28","0.10","430.00","4"
