대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이용거리(M),이용시간(본)
"2021-09","00003","중랑센터","일일(회원)",\N,"AGE_003","1","179.45","1.84","7950.00","81"
"2021-09","00003","중랑센터","일일(회원)","M","AGE_005","1","0.00","0.00","0.00","20"
"2021-09","00003","중랑센터","일일(회원)","M","AGE_008","1","34.53","0.27","1178.47","26"
"2021-09","00003","중랑센터","정기",\N,"AGE_005","2","28.18","0.23","988.24","13"
"2021-09","00003","중랑센터","정기","M","AGE_002","4","358.93","3.23","13944.28","95"
"2021-09","00003","중랑센터","정기","M","AGE_003","1","104.57","0.83","3568.50","31"
"2021-09","00003","중랑센터","정기","M","AGE_005","2","163.44","1.43","6160.00","27"
"2021-09","00003","중랑센터","정기","M","AGE_008","1","25.61","0.22","937.09","6"
"2021-09","00005","상암센터 정비실","일일(회원)","M","AGE_004","7","644.12","5.55","23920.00","141"
"2021-09","00102","102. 망원역 1번출구 앞","단체",\N,"AGE_001","1","56.46","0.62","2690.00","15"
"2021-09","00102","102. 망원역 1번출구 앞","단체",\N,"AGE_002","3","260.04","2.35","10102.52","122"
"2021-09","00102","102. 망원역 1번출구 앞","단체","","AGE_002","1","6.76","0.08","341.24","2"
"2021-09","00102","102. 망원역 1번출구 앞","단체","F","AGE_002","5","342.41","3.57","15436.06","296"
"2021-09","00102","102. 망원역 1번출구 앞","단체","F","AGE_003","12","598.95","5.66","24423.56","633"
"2021-09","00102","102. 망원역 1번출구 앞","단체","F","AGE_004","13","1620.38","16.03","69054.94","718"
"2021-09","00102","102. 망원역 1번출구 앞","단체","F","AGE_006","2","150.23","1.69","7295.45","243"
"2021-09","00102","102. 망원역 1번출구 앞","단체","F","AGE_008","2","386.98","3.91","16848.65","179"
"2021-09","00102","102. 망원역 1번출구 앞","단체","M","AGE_001","3","675.05","5.64","24352.65","141"
"2021-09","00102","102. 망원역 1번출구 앞","단체","M","AGE_002","6","239.36","2.35","10183.10","108"
"2021-09","00102","102. 망원역 1번출구 앞","단체","M","AGE_003","1","169.46","1.53","6583.58","49"
"2021-09","00102","102. 망원역 1번출구 앞","단체","M","AGE_004","1","163.92","1.20","5174.32","37"
"2021-09","00102","102. 망원역 1번출구 앞","단체","M","AGE_008","4","124.10","1.12","4829.05","46"
"2021-09","00102","102. 망원역 1번출구 앞","일일(비회원)",\N,"AGE_004","1","0.00","0.00","0.00","7"
"2021-09","00102","102. 망원역 1번출구 앞","일일(비회원)",\N,"AGE_008","90","11598.72","104.55","450609.27","6107"
"2021-09","00102","102. 망원역 1번출구 앞","일일(비회원)","F","AGE_008","4","208.58","1.89","8103.06","104"
"2021-09","00102","102. 망원역 1번출구 앞","일일(비회원)","M","AGE_008","2","42.47","0.38","1650.00","57"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_001","13","737.62","7.24","31169.57","502"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_002","297","26897.80","254.07","1095238.42","13140"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_003","71","5914.58","48.90","210787.33","2073"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_004","23","1945.42","17.48","75176.72","834"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_005","9","423.38","3.86","16538.23","398"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_006","1","0.00","0.00","0.00","69"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)",\N,"AGE_008","9","536.64","5.02","21590.17","358"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","","AGE_001","5","497.74","4.61","19845.78","283"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","","AGE_002","53","3969.11","37.18","160289.50","2460"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","","AGE_003","5","541.00","5.23","22540.76","284"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","","AGE_004","1","91.90","0.71","3053.46","30"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","","AGE_007","1","97.70","0.91","3916.28","44"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_001","22","1835.07","18.71","80789.36","850"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_002","231","21406.30","221.12","953195.83","10268"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_003","64","5160.06","53.46","230569.46","2769"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_004","16","1728.70","17.21","74210.74","967"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_005","9","860.93","8.16","35176.18","619"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_006","9","691.94","5.93","25516.21","278"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_007","1","243.65","1.62","6991.85","39"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","F","AGE_008","48","3740.70","35.66","153581.15","1733"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_001","17","1837.19","16.14","69590.59","913"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_002","174","22496.76","188.74","813652.36","9570"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_003","77","6464.10","53.02","228635.22","2629"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_004","12","2112.25","15.11","65059.82","594"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_005","10","895.54","6.37","27516.27","348"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_006","2","47.80","0.39","1700.00","101"
"2021-09","00102","102. 망원역 1번출구 앞","일일(회원)","M","AGE_008","55","4401.89","36.34","156588.54","2568"
"2021-09","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_001","29","1521.77","14.51","62553.13","1085"
"2021-09","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_002","593","30214.93","284.51","1226232.15","16027"
"2021-09","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_003","276","16621.31","150.38","648242.24","7747"
"2021-09","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_004","120","11780.17","103.35","445552.15","3571"
"2021-09","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_005","79","6447.68","56.00","241501.90","2758"
"2021-09","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_006","9","417.62","3.47","14941.53","177"
"2021-09","00102","102. 망원역 1번출구 앞","정기",\N,"AGE_008","28","2043.28","18.35","79082.00","1038"
"2021-09","00102","102. 망원역 1번출구 앞","정기","","AGE_002","66","4799.94","42.62","183634.13","1673"
"2021-09","00102","102. 망원역 1번출구 앞","정기","","AGE_003","53","2699.96","23.98","103433.43","1181"
"2021-09","00102","102. 망원역 1번출구 앞","정기","","AGE_004","6","568.92","4.32","18644.30","107"
"2021-09","00102","102. 망원역 1번출구 앞","정기","","AGE_005","4","353.44","3.20","13756.19","179"
"2021-09","00102","102. 망원역 1번출구 앞","정기","F","AGE_001","13","659.89","6.36","27356.82","366"
"2021-09","00102","102. 망원역 1번출구 앞","정기","F","AGE_002","450","25606.05","262.05","1129809.60","13609"
"2021-09","00102","102. 망원역 1번출구 앞","정기","F","AGE_003","314","13614.95","131.24","566002.35","9842"
"2021-09","00102","102. 망원역 1번출구 앞","정기","F","AGE_004","81","3772.77","38.29","164994.97","1974"
"2021-09","00102","102. 망원역 1번출구 앞","정기","F","AGE_005","114","4847.93","46.83","201726.14","2407"
"2021-09","00102","102. 망원역 1번출구 앞","정기","F","AGE_006","8","863.71","8.71","37564.43","447"
"2021-09","00102","102. 망원역 1번출구 앞","정기","F","AGE_007","8","716.72","6.36","27400.03","300"
"2021-09","00102","102. 망원역 1번출구 앞","정기","F","AGE_008","133","5688.83","56.66","244238.52","3409"
"2021-09","00102","102. 망원역 1번출구 앞","정기","M","AGE_001","41","840.07","7.46","32138.55","783"
"2021-09","00102","102. 망원역 1번출구 앞","정기","M","AGE_002","291","19188.85","161.54","696328.98","8285"
"2021-09","00102","102. 망원역 1번출구 앞","정기","M","AGE_003","288","15583.84","129.09","556348.34","7157"
"2021-09","00102","102. 망원역 1번출구 앞","정기","M","AGE_004","133","16228.76","133.96","577414.66","5155"
"2021-09","00102","102. 망원역 1번출구 앞","정기","M","AGE_005","77","7887.14","64.39","277528.85","2647"
"2021-09","00102","102. 망원역 1번출구 앞","정기","M","AGE_006","20","1290.92","10.29","44395.88","578"
"2021-09","00102","102. 망원역 1번출구 앞","정기","M","AGE_007","1","0.00","0.00","0.00","11"
"2021-09","00102","102. 망원역 1번출구 앞","정기","M","AGE_008","106","6477.19","55.44","239006.44","2884"
"2021-09","00103","103. 망원역 2번출구 앞","단체",\N,"AGE_002","9","820.70","9.32","40258.08","378"
"2021-09","00103","103. 망원역 2번출구 앞","단체",\N,"AGE_004","3","522.74","4.71","20308.27","131"
"2021-09","00103","103. 망원역 2번출구 앞","단체","","AGE_002","2","65.54","0.77","3310.00","63"
"2021-09","00103","103. 망원역 2번출구 앞","단체","F","AGE_001","1","184.10","1.66","7152.37","48"
"2021-09","00103","103. 망원역 2번출구 앞","단체","F","AGE_002","6","147.37","1.55","6686.48","75"
"2021-09","00103","103. 망원역 2번출구 앞","단체","F","AGE_003","5","564.48","5.72","24646.92","174"
"2021-09","00103","103. 망원역 2번출구 앞","단체","F","AGE_008","2","64.82","0.58","2518.13","122"
"2021-09","00103","103. 망원역 2번출구 앞","단체","M","AGE_002","12","734.35","7.46","32149.82","377"
"2021-09","00103","103. 망원역 2번출구 앞","단체","M","AGE_008","4","251.00","1.96","8420.00","138"
"2021-09","00103","103. 망원역 2번출구 앞","일일(비회원)",\N,"AGE_002","2","407.81","3.67","15843.34","114"
"2021-09","00103","103. 망원역 2번출구 앞","일일(비회원)",\N,"AGE_008","75","7449.82","67.10","289425.72","3860"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_001","17","1382.93","14.47","62329.80","928"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_002","325","31776.21","304.73","1313626.21","14270"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_003","62","6624.38","61.29","264038.61","2469"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_004","14","975.18","8.57","36980.57","588"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_005","4","94.22","1.00","4310.00","176"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_007","2","211.20","2.48","10666.56","156"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)",\N,"AGE_008","11","705.63","6.60","28465.33","352"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_002","37","3281.29","28.60","123245.32","1150"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_003","13","1316.51","12.35","53325.58","457"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_004","2","44.77","0.40","1739.30","31"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","","AGE_005","2","213.17","1.92","8281.39","70"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_001","12","1190.62","12.47","53751.55","547"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_002","259","22387.06","230.83","995179.25","11619"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_003","80","6688.21","67.72","291954.76","3344"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_004","18","1051.69","11.11","48010.73","847"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_005","13","1067.73","10.65","45936.69","412"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_006","3","113.25","1.02","4400.00","91"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_007","1","80.93","0.86","3715.93","35"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","F","AGE_008","68","6371.89","60.97","262872.65","3085"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_001","19","2933.76","23.14","99806.70","651"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_002","176","19798.67","166.37","717269.33","8557"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_003","75","7820.96","61.89","266753.52","2879"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_004","18","2545.27","21.38","92097.98","792"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_005","3","908.94","7.23","31140.44","216"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_006","3","57.79","0.47","2052.39","47"
"2021-09","00103","103. 망원역 2번출구 앞","일일(회원)","M","AGE_008","38","3359.04","29.03","125203.04","1352"
"2021-09","00103","103. 망원역 2번출구 앞","정기",\N,"AGE_001","9","437.56","4.03","17361.71","220"
"2021-09","00103","103. 망원역 2번출구 앞","정기",\N,"AGE_002","598","51787.36","451.87","1947284.48","20537"
"2021-09","00103","103. 망원역 2번출구 앞","정기",\N,"AGE_003","185","13569.43","131.45","566698.73","6264"
"2021-09","00103","103. 망원역 2번출구 앞","정기",\N,"AGE_004","75","5258.37","40.98","176644.26","1660"
"2021-09","00103","103. 망원역 2번출구 앞","정기",\N,"AGE_005","61","5920.40","47.12","203042.69","3064"
"2021-09","00103","103. 망원역 2번출구 앞","정기",\N,"AGE_006","16","913.36","8.01","34620.73","393"
"2021-09","00103","103. 망원역 2번출구 앞","정기",\N,"AGE_008","11","713.10","7.44","32064.52","465"
"2021-09","00103","103. 망원역 2번출구 앞","정기","","AGE_002","78","3768.08","34.90","150471.18","1894"
"2021-09","00103","103. 망원역 2번출구 앞","정기","","AGE_003","35","1782.77","15.55","67128.33","1110"
"2021-09","00103","103. 망원역 2번출구 앞","정기","","AGE_004","3","384.13","2.92","12604.71","61"
"2021-09","00103","103. 망원역 2번출구 앞","정기","","AGE_005","3","293.52","2.41","10380.00","105"
"2021-09","00103","103. 망원역 2번출구 앞","정기","F","AGE_001","5","225.00","2.54","10989.96","113"
"2021-09","00103","103. 망원역 2번출구 앞","정기","F","AGE_002","385","17440.84","181.21","781167.27","10212"
"2021-09","00103","103. 망원역 2번출구 앞","정기","F","AGE_003","269","16531.74","166.95","719739.06","9901"
"2021-09","00103","103. 망원역 2번출구 앞","정기","F","AGE_004","66","4563.37","40.77","175814.61","1749"
"2021-09","00103","103. 망원역 2번출구 앞","정기","F","AGE_005","76","3607.98","33.30","143691.47","2790"
"2021-09","00103","103. 망원역 2번출구 앞","정기","F","AGE_008","96","6937.89","68.06","293455.25","3139"
"2021-09","00103","103. 망원역 2번출구 앞","정기","M","AGE_001","14","677.29","5.91","25451.30","416"
"2021-09","00103","103. 망원역 2번출구 앞","정기","M","AGE_002","314","21604.43","174.91","753884.82","8321"
"2021-09","00103","103. 망원역 2번출구 앞","정기","M","AGE_003","274","20920.06","170.59","735188.52","8434"
"2021-09","00103","103. 망원역 2번출구 앞","정기","M","AGE_004","100","8936.38","65.82","283699.91","2995"
"2021-09","00103","103. 망원역 2번출구 앞","정기","M","AGE_005","58","4801.60","41.44","178678.54","1934"
"2021-09","00103","103. 망원역 2번출구 앞","정기","M","AGE_006","20","1335.22","12.95","55842.96","686"
"2021-09","00103","103. 망원역 2번출구 앞","정기","M","AGE_008","138","7919.37","67.17","289710.42","3129"
"2021-09","00104","104. 합정역 1번출구 앞","단체",\N,"AGE_003","2","51.47","0.38","1624.69","34"
"2021-09","00104","104. 합정역 1번출구 앞","단체","F","AGE_003","2","88.13","0.79","3423.84","66"
"2021-09","00104","104. 합정역 1번출구 앞","일일(비회원)",\N,"AGE_004","1","0.00","0.00","0.00","10"
"2021-09","00104","104. 합정역 1번출구 앞","일일(비회원)",\N,"AGE_008","34","4992.25","44.97","193948.46","2008"
"2021-09","00104","104. 합정역 1번출구 앞","일일(비회원)","M","AGE_008","1","32.74","0.30","1271.97","14"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)",\N,"AGE_001","4","115.72","1.02","4410.00","126"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)",\N,"AGE_002","143","14814.44","137.41","591969.36","6704"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)",\N,"AGE_003","32","2545.56","22.93","98760.46","1209"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)",\N,"AGE_004","5","425.08","4.03","17344.00","157"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)",\N,"AGE_008","10","1437.06","11.73","50530.71","646"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","","AGE_001","1","125.72","1.15","4960.45","27"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","","AGE_002","18","2409.37","20.49","88333.00","817"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","","AGE_003","3","109.12","0.93","3970.29","82"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","","AGE_004","2","293.43","2.15","9262.30","89"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","F","AGE_001","4","836.14","8.29","35687.02","335"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","F","AGE_002","99","8478.54","86.14","371263.37","4592"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","F","AGE_003","27","2138.14","21.93","94547.05","947"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","F","AGE_004","2","53.70","0.49","2086.14","24"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","F","AGE_005","1","102.17","1.00","4300.00","28"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","F","AGE_007","2","337.07","2.51","10820.00","104"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","F","AGE_008","26","2689.37","24.87","107114.30","1312"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","M","AGE_001","5","171.37","1.55","6685.80","167"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","M","AGE_002","94","10693.12","90.28","389107.80","3707"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","M","AGE_003","38","5196.00","41.52","178984.07","1622"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","M","AGE_004","4","1009.89","6.72","28962.20","163"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","M","AGE_005","5","562.18","4.59","19790.00","240"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","M","AGE_006","1","0.00","0.00","0.00","50"
"2021-09","00104","104. 합정역 1번출구 앞","일일(회원)","M","AGE_008","16","1808.49","14.98","64562.63","714"
"2021-09","00104","104. 합정역 1번출구 앞","정기",\N,"AGE_001","14","733.41","7.41","31994.34","311"
"2021-09","00104","104. 합정역 1번출구 앞","정기",\N,"AGE_002","183","14055.43","121.09","522016.68","4846"
"2021-09","00104","104. 합정역 1번출구 앞","정기",\N,"AGE_003","104","9040.21","75.53","325569.75","3485"
"2021-09","00104","104. 합정역 1번출구 앞","정기",\N,"AGE_004","45","5756.11","50.10","215938.85","2226"
"2021-09","00104","104. 합정역 1번출구 앞","정기",\N,"AGE_005","32","2510.14","19.65","84660.46","984"
"2021-09","00104","104. 합정역 1번출구 앞","정기",\N,"AGE_006","6","282.89","2.43","10491.56","233"
"2021-09","00104","104. 합정역 1번출구 앞","정기",\N,"AGE_008","12","743.75","6.87","29596.18","421"
"2021-09","00104","104. 합정역 1번출구 앞","정기","","AGE_002","22","1055.84","9.38","40373.56","591"
"2021-09","00104","104. 합정역 1번출구 앞","정기","","AGE_003","10","577.10","5.23","22525.94","227"
"2021-09","00104","104. 합정역 1번출구 앞","정기","","AGE_004","6","1418.65","11.01","47446.08","302"
"2021-09","00104","104. 합정역 1번출구 앞","정기","F","AGE_002","148","8721.57","89.80","387117.52","3966"
"2021-09","00104","104. 합정역 1번출구 앞","정기","F","AGE_003","128","6095.52","59.70","257323.06","3774"
"2021-09","00104","104. 합정역 1번출구 앞","정기","F","AGE_004","24","1650.24","16.10","69268.16","636"
"2021-09","00104","104. 합정역 1번출구 앞","정기","F","AGE_005","7","399.87","3.88","16714.22","202"
"2021-09","00104","104. 합정역 1번출구 앞","정기","F","AGE_006","1","327.93","2.96","12740.00","69"
"2021-09","00104","104. 합정역 1번출구 앞","정기","F","AGE_008","47","4244.10","37.98","163648.46","1567"
"2021-09","00104","104. 합정역 1번출구 앞","정기","M","AGE_001","6","656.21","5.94","25589.08","218"
"2021-09","00104","104. 합정역 1번출구 앞","정기","M","AGE_002","114","13195.44","106.52","459132.98","3685"
"2021-09","00104","104. 합정역 1번출구 앞","정기","M","AGE_003","128","8725.08","69.35","298882.78","3903"
"2021-09","00104","104. 합정역 1번출구 앞","정기","M","AGE_004","44","3298.87","26.46","114066.12","1325"
"2021-09","00104","104. 합정역 1번출구 앞","정기","M","AGE_005","60","3364.97","25.69","110693.65","2273"
"2021-09","00104","104. 합정역 1번출구 앞","정기","M","AGE_006","1","220.37","1.84","7950.00","107"
"2021-09","00104","104. 합정역 1번출구 앞","정기","M","AGE_007","2","17.92","0.17","730.00","27"
"2021-09","00104","104. 합정역 1번출구 앞","정기","M","AGE_008","52","2568.96","21.16","91182.96","1057"
"2021-09","00105","105. 합정역 5번출구 앞","단체",\N,"AGE_002","4","517.47","4.66","20103.45","212"
"2021-09","00105","105. 합정역 5번출구 앞","일일(비회원)",\N,"AGE_003","1","36.81","0.33","1430.01","12"
"2021-09","00105","105. 합정역 5번출구 앞","일일(비회원)",\N,"AGE_008","30","3158.17","28.47","122694.96","1430"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)",\N,"AGE_001","7","531.81","4.91","21190.79","260"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)",\N,"AGE_002","101","9000.84","86.41","372525.92","3778"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)",\N,"AGE_003","27","3073.06","29.59","127561.19","1453"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)",\N,"AGE_004","1","46.63","0.42","1811.48","20"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)",\N,"AGE_005","2","145.37","1.41","6094.68","58"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)",\N,"AGE_006","3","102.88","1.00","4330.00","42"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)",\N,"AGE_008","7","684.99","6.17","26612.54","386"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","","AGE_001","1","147.25","1.35","5810.00","31"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","","AGE_002","6","576.37","6.35","27348.39","314"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","","AGE_003","2","60.53","0.67","2857.38","22"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","F","AGE_001","1","48.17","0.43","1871.56","17"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","F","AGE_002","76","5637.04","58.50","252233.77","2848"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","F","AGE_003","20","1744.48","17.65","76067.20","722"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","F","AGE_004","3","99.54","1.08","4683.89","76"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","F","AGE_005","5","123.47","1.25","5358.88","256"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","F","AGE_006","1","283.39","3.32","14312.55","123"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","F","AGE_008","21","811.09","7.96","34374.34","533"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","M","AGE_001","6","489.54","4.22","18168.46","367"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","M","AGE_002","79","9550.81","81.00","349126.24","3716"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","M","AGE_003","29","3699.19","30.45","131147.45","1281"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","M","AGE_004","3","517.12","3.10","13391.74","107"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","M","AGE_005","7","1187.28","9.21","39712.70","494"
"2021-09","00105","105. 합정역 5번출구 앞","일일(회원)","M","AGE_008","22","3111.34","23.54","101409.04","1003"
"2021-09","00105","105. 합정역 5번출구 앞","정기",\N,"AGE_001","12","368.85","3.36","14489.31","256"
"2021-09","00105","105. 합정역 5번출구 앞","정기",\N,"AGE_002","160","12168.83","112.26","483827.94","5072"
"2021-09","00105","105. 합정역 5번출구 앞","정기",\N,"AGE_003","98","4757.15","40.70","175333.50","2151"
"2021-09","00105","105. 합정역 5번출구 앞","정기",\N,"AGE_004","19","1997.45","16.32","70271.12","594"
"2021-09","00105","105. 합정역 5번출구 앞","정기",\N,"AGE_005","39","2234.22","18.33","78952.93","2105"
"2021-09","00105","105. 합정역 5번출구 앞","정기",\N,"AGE_006","8","113.88","1.17","4999.47","222"
"2021-09","00105","105. 합정역 5번출구 앞","정기",\N,"AGE_008","8","289.48","2.58","11175.50","106"
"2021-09","00105","105. 합정역 5번출구 앞","정기","","AGE_002","24","1092.54","8.91","38367.02","437"
"2021-09","00105","105. 합정역 5번출구 앞","정기","","AGE_003","10","579.33","5.42","23350.98","271"
"2021-09","00105","105. 합정역 5번출구 앞","정기","","AGE_004","6","751.69","6.37","27431.62","188"
"2021-09","00105","105. 합정역 5번출구 앞","정기","","AGE_006","1","0.00","0.00","0.00","11"
"2021-09","00105","105. 합정역 5번출구 앞","정기","F","AGE_001","2","202.25","1.68","7260.00","57"
"2021-09","00105","105. 합정역 5번출구 앞","정기","F","AGE_002","117","8594.37","87.52","377560.38","3630"
"2021-09","00105","105. 합정역 5번출구 앞","정기","F","AGE_003","88","4725.85","45.95","198076.10","3193"
"2021-09","00105","105. 합정역 5번출구 앞","정기","F","AGE_004","11","317.76","2.66","11479.12","273"
"2021-09","00105","105. 합정역 5번출구 앞","정기","F","AGE_005","10","322.33","3.30","14219.31","315"
"2021-09","00105","105. 합정역 5번출구 앞","정기","F","AGE_008","44","2683.59","23.50","101233.14","1213"
"2021-09","00105","105. 합정역 5번출구 앞","정기","M","AGE_001","3","186.94","1.63","6998.22","54"
"2021-09","00105","105. 합정역 5번출구 앞","정기","M","AGE_002","111","9528.73","79.70","343736.71","2771"
"2021-09","00105","105. 합정역 5번출구 앞","정기","M","AGE_003","99","7536.43","60.94","262583.29","3269"
"2021-09","00105","105. 합정역 5번출구 앞","정기","M","AGE_004","36","3443.66","27.33","117805.95","1246"
"2021-09","00105","105. 합정역 5번출구 앞","정기","M","AGE_005","20","1532.76","12.32","53064.68","770"
"2021-09","00105","105. 합정역 5번출구 앞","정기","M","AGE_006","3","139.29","1.32","5667.12","132"
"2021-09","00105","105. 합정역 5번출구 앞","정기","M","AGE_008","30","1781.41","15.33","66133.57","1232"
"2021-09","00106","106. 합정역 7번출구 앞","단체",\N,"AGE_001","3","24.87","0.24","1046.53","71"
"2021-09","00106","106. 합정역 7번출구 앞","단체",\N,"AGE_002","13","1069.84","12.74","54937.27","675"
"2021-09","00106","106. 합정역 7번출구 앞","단체","","AGE_002","2","204.30","1.76","7587.03","108"
"2021-09","00106","106. 합정역 7번출구 앞","단체","F","AGE_001","8","479.46","4.92","21173.18","363"
"2021-09","00106","106. 합정역 7번출구 앞","단체","F","AGE_002","8","1055.32","11.66","50247.64","555"
"2021-09","00106","106. 합정역 7번출구 앞","단체","F","AGE_003","4","860.58","7.77","33433.14","270"
