'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2018-04','109',' 제일빌딩 앞','정기','F','~10대',1,9.69,0.12,510,21
'2018-04','1527',' 미아역 1번 출구 뒤','정기','F','~10대',2,165.15,1.73,7470,38
'2018-04','1528',' 삼각산동 주민센터','정기','F','~10대',2,1311.28,12.91,55650,81
'2018-04','1529',' 미아동 한국전력공사','정기','F','~10대',1,55.34,0.5,2150,31
'2018-04','1530',' 광산사거리','정기','F','~10대',27,2140.96,19.61,84580,286
'2018-04','1531',' 미아사거리 1번 출구','정기','F','~10대',10,1018.49,10.61,45790,274
'2018-04','1533',"' 번동 주공3, 4단지 교차로'",'정기','F','~10대',3,226.67,2.62,11280,90
'2018-04','1535',' 효성인텔리안 앞','정기','F','~10대',5,249.03,2.53,10960,82
'2018-04','513',' 뚝섬역 5번 출구 정류소 옆','정기','F','~10대',3,223.84,2.65,11400,89
'2018-04','1643',' 태릉입구역 8번출구','정기','F','~10대',11,1108.8,8.12,35000,145
'2018-04','1650',' 중계근린공원내','정기','F','~10대',4,175.41,1.67,7190,62
'2018-04','514',' 성수사거리 버스정류장 앞','정기','F','~10대',3,84.78,1.15,4940,30
'2018-04','1656',' 중앙하이츠 아파트 입구','정기','F','~10대',7,375.25,4.32,18580,94
'2018-04','1713',' 쌍문동 청소년 랜드','정기','F','~10대',6,229.57,2.06,8850,49
'2018-04','1714',' 도봉문화정보도서관 삼거리','정기','F','~10대',1,84.75,0.86,3690,25
'2018-04','1715',' 서울특별시교육청도봉도서관','정기','F','~10대',15,871.92,8.32,35830,289
'2018-04','1720',' 도봉구청 옆(중랑천변)','정기','F','~10대',8,2480.58,21.34,91960,442
'2018-04','1721',' 창동역 2번출구 ','정기','F','~10대',1,20.59,0.19,800,6
'2018-04','1839',' 수출의 다리 아래','정기','F','~10대',4,134.36,1.36,5850,63
'2018-04','2062',' 사당새마을금고','정기','F','~10대',3,162.2,1.63,7020,82
'2018-04','2266',' 서초역 3번출구','정기','F','~10대',2,44.02,0.4,1710,14
'2018-04','300',' 정동사거리','정기','F','~10대',3,147.74,1.23,5330,24
'2018-04','2272',' 교대입구 교차로','정기','F','~10대',3,607.62,5.68,24450,132
'2018-04','2277',' 길마중4교 하부','정기','F','~10대',1,219.3,1.98,8520,55
'2018-04','301',' 경복궁역 7번출구 앞','정기','F','~10대',4,163.2,1.47,6340,58
'2018-04','2362',' 신사동 가로수길 입구','정기','F','~10대',9,885.54,8.71,37550,296
'2018-04','2364',' 도산대로 렉서스 앞','정기','F','~10대',1,271.55,2.57,11060,69
'2018-04','2365',' K+ 타워 앞','정기','F','~10대',1,0,0,0,58
'2018-04','2370',' 한티역 3번출구','정기','F','~10대',4,192.62,1.79,7740,60
'2018-04','302',' 경복궁역 4번출구 뒤','정기','F','~10대',4,125.01,1.15,4960,34
'2018-04','2372',' 대치역 사거리','정기','F','~10대',5,88.29,0.79,3430,19
'2018-04','2373',' 개포동역 사거리','정기','F','~10대',18,1033.71,9.31,40160,274
'2018-04','2377',' 수서역 5번출구 뒤','정기','F','~10대',2,117.25,1.09,4700,28
'2018-04','3101',' 서대문구청','정기','F','~10대',1,309.64,3.78,16290,83
'2018-04','3506',' 영동대교 북단','정기','F','~10대',2,175.81,1.59,6830,41
'2018-04','3513',' 상왕십리역 1번출구','정기','F','~10대',20,1527.73,12.81,55160,304
'2018-04','3514',' 왕십리교회옆','정기','F','~10대',1,156.76,1.41,6090,35
'2018-04','115',' 사루비아 빌딩 앞','정기','F','~10대',1,190.86,1.93,8310,101
'2018-04','304',' 광화문역 2번출구 앞','정기','F','~10대',2,122.37,1.33,5740,51
'2018-04','1336',' 성북3교 위','정기','F','~10대',1,59.82,0.66,2850,46
'2018-04','1337',' 돈암성당 옆','정기','F','~10대',5,703.91,6.85,29540,91
'2018-04','1338',' 용문2교 옆','정기','F','~10대',10,1616.22,13.93,60020,228
'2018-04','1339',' 삼성전자서비스 성북센터','정기','F','~10대',3,91.06,1.18,5110,43
'2018-04','1342',' 성북쉼터 앞','정기','F','~10대',1,77.73,0.7,3020,27
'2018-04','1343',' 한성대7번출구 앞','정기','F','~10대',6,808.63,7.84,33740,196
'2018-04','1344',' 아리랑시네센터 앞','정기','F','~10대',4,127.15,1.15,4940,31
'2018-04','305',' 종로구청 옆','정기','F','~10대',1,66.15,0.6,2570,19
'2018-04','1346',' 길음8골어린이공원 옆','정기','F','~10대',1,35.26,0.39,1680,12
'2018-04','1349',' 월계2교 버스정류장 앞','정기','F','~10대',1,18.71,0.24,1050,5
'2018-04','1956',' 도야미리숯불갈비 앞','정기','F','~10대',2,51.74,0.46,2010,12
'2018-04','1957',' 구일고등학교 정문 ','정기','F','~10대',21,912.47,9.27,39930,316
'2018-04','306',' 광화문역 7번출구 앞','정기','F','~10대',2,104.13,1.04,4510,42
'2018-04','1961',' 신도림테크노근린공원','정기','F','~10대',2,159.37,1.48,6380,35
'2018-04','1962',' 가리봉동주민센터','정기','F','~10대',1,103.99,0.94,4040,14
'2018-04','1964',' 원메디타운 앞','정기','F','~10대',20,539.78,6.28,27090,254
'2018-04','1966',' 한마을아파트 정문상가','정기','F','~10대',2,99.1,0.89,3850,19
'2018-04','307',' 서울역사박물관 앞','정기','F','~10대',1,117.61,1.15,4950,29
'2018-04','2380',' 삼성동베이직하우스앞','정기','F','~10대',1,42.47,0.38,1650,11
'2018-04','1158',' 가양역 8번출구','정기','F','~10대',4,923.86,7.72,33300,232
'2018-04','309',' 광화문역 6번출구 옆','정기','F','~10대',1,47.52,0.56,2400,17
'2018-04','1161',' 강서면허시험장앞','정기','F','~10대',4,183.67,1.79,7730,55
'2018-04','310',' 청계광장 옆','정기','F','~10대',12,410.65,4.82,20740,192
'2018-04','3518',' 군자역 7번출구뒤','정기','F','~10대',10,898.46,8.59,36990,256
'2018-04','2170',' 조원동서울본병원','정기','F','~10대',3,122.65,1.23,5340,31
'2018-04','3517',' 용마사거리','정기','F','~10대',1,50.29,0.58,2490,29
'2018-04','2173',' 당곡사거리','정기','F','~10대',6,660.79,6.7,28940,246
'2018-04','2174',' 삼성디지털프라자관악점','정기','F','~10대',1,0,0,0,0
'2018-04','311',' 서울광장 옆','정기','F','~10대',2,57.46,0.63,2710,20
'2018-04','3516',' 구의아리수정수센터앞','정기','F','~10대',12,1276.63,15.2,65500,153
'2018-04','1985',' 구로도서관','정기','F','~10대',7,62.57,0.56,2430,82
'2018-04','1661',' 당현천근린공원','정기','F','~10대',4,1487.83,14.58,62870,64
'2018-04','1662',' 노원역7번출구','정기','F','~10대',4,375.39,2.97,12810,88
'2018-04','312',' 시청역 1번출구 뒤','정기','F','~10대',17,267.77,2.11,9100,154
'2018-04','1663',' 동해문화예술관앞','정기','F','~10대',2,48.71,0.57,2460,33
'2018-04','1669',' 중계역 3번출구','정기','F','~10대',1,1493.15,15.08,65010,16
'2018-04','1670',' 노원경찰서교차로','정기','F','~10대',10,1966.48,18.86,81300,213
'2018-04','1671',' 인덕대학교','정기','F','~10대',12,1086.65,10.55,45500,320
'2018-04','313',' 서울역 광장 파출소 옆','정기','F','~10대',8,318.79,2.67,11500,67
'2018-04','1673',' 노원역?5번출구','정기','F','~10대',3,220.37,1.74,7520,63
'2018-04','1674',' 서울북부고용센터앞','정기','F','~10대',1,57.42,0.58,2500,23
'2018-04','1723',' 방학동학마을도서관','정기','F','~10대',1,914.28,10.3,44400,13
'2018-04','1725',' 창1동주민센터','정기','F','~10대',2,76.27,0.74,3210,37
'2018-04','1726',' 삼익세라믹아파트교차로','정기','F','~10대',8,1802.73,15.17,65410,328
'2018-04','314',' 국립현대미술관','정기','F','~10대',4,207.65,2.34,10100,80
'2018-04','650',' 중랑교사거리','정기','F','~10대',1,204.95,2.18,9410,64
'2018-04','651',' 우리은행청량리지점앞','정기','F','~10대',4,166.92,1.98,8560,72
'2018-04','2279',' 교대역 5번출구뒤','정기','F','~10대',11,1802.83,17,73300,404
'2018-04','274',' 영등포역지하쇼핑센타 5번출구','정기','F','~10대',1,125.27,1.63,7030,52
'2018-04','277',' 영등포뉴타운지하상가 2번게이트','정기','F','~10대',8,820.02,8.73,37650,242
'2018-04','278',' 쌍용플레티넘오피스텔','정기','F','~10대',1,129.59,1.38,5950,29
'2018-04','830',' 청암자이아파트앞','정기','F','~10대',2,150.87,1.74,7470,44
'2018-04','956',' 응암시장교차로','정기','F','~10대',1,133.29,1.42,6120,54
'2018-04','1449',' 상봉역 1번출구','정기','F','~10대',6,1459.43,13,56000,50
'2018-04','1450',' 화랑대역 7번출구','정기','F','~10대',2,106.49,0.85,3670,27
'2018-04','1451',' 중랑세무서','정기','F','~10대',6,220.65,1.9,8150,55
'2018-04','3519',' 용답역 1번 출구','정기','F','~10대',2,940.8,9.67,41680,266
'2018-04','2171',' 서울대입구역 5번출구','정기','F','~10대',6,279.79,2.53,10870,64
'2018-04','834',' 효창공원앞역 3번출구 뒤','정기','F','~10대',9,1320.73,11.98,51640,138
'2018-04','835',' 남영역 건너편','정기','F','~10대',1,70.25,0.56,2430,17
'2018-04','1355',' 보문2교','정기','F','~10대',7,820.96,7.27,31250,175
'2018-04','1166',' 강서구립등빛도서관','정기','F','~10대',1,64.86,0.63,2730,14
'2018-04','279',' 영등포 푸르지오 아파트','정기','F','~10대',1,1414.43,13.81,59530,10
'2018-04','2385',' 학동역','정기','F','~10대',2,294.03,3.13,13500,196
'2018-04','1047',' 건강보험 강동지사kt','정기','F','~10대',1,32.41,0.31,1320,21
'2018-04','395',' 경희궁 자이 2단지','정기','F','~10대',1,29.3,0.34,1480,12
'2018-04','3522',' 사근삼거리','정기','F','~10대',5,229.85,2.02,8740,68
'2018-04','3520',' 광진경찰서','정기','F','~10대',8,347.23,3.26,13990,87
'2018-04','322',' 명동성당 앞','정기','F','~10대',1,69.1,0.81,3490,20
'2018-04','1357',' 북한산보국문역','정기','F','~10대',5,317.34,3.51,15120,229
'2018-04','1358',' 정릉도서관 앞','정기','F','~10대',6,1787.22,19.1,82320,191
'2018-04','1538',' 솔밭공원역','정기','F','~10대',4,104.78,0.88,3780,21
'2018-04','1678',' 성서대학교 밀알관','정기','F','~10대',1,71.28,0.7,3000,22
'2018-04','750',' 연의근린공원 건너편','정기','F','~10대',1,0,0,0,5
'2018-04','324',' 신세계백화점 본점 앞','정기','F','~10대',2,257,2.06,8890,72
'2018-04','2297',' 남부터미널역 1번출구','정기','F','~10대',9,1466.79,13.52,58310,382
'2018-04','2387',' 래미안강남힐즈 사거리','정기','F','~10대',3,165.65,1.54,6640,34
'2018-04','1278',' 송파구청 교차로','정기','F','~10대',6,698.2,6.69,28840,228
'2018-04','1285',' 위례별 유치원 뒤','정기','F','~10대',1,192.38,1.61,6940,45
'2018-04','1287',' 위례아이파크 101동 맞은편','정기','F','~10대',3,571.03,4.78,20600,150
'2018-04','326',' 안국역 5번출구 앞','정기','F','~10대',2,402.67,3.11,13380,83
'2018-04','1681',' 현대6차 아파트','정기','F','~10대',4,200.43,2.22,9540,89
'2018-04','1682',' 중계종합사회복지관 교차로','정기','F','~10대',1,45.3,0.41,1760,11
'2018-04','3524',' 세종대학교','정기','F','~10대',1,303.87,3.07,13230,104
'2018-04','3523',' 건국대학교 과학관(이과대) 앞','정기','F','~10대',1,51.99,0.47,2020,37
'2018-04','328',' 탑골공원 앞','정기','F','~10대',1,44.02,0.4,1710,25
'2018-04','336',' 티마크 호텔 앞','정기','F','~10대',1,65.14,0.55,2350,15
'2018-04','337',' 창경궁 입구','정기','F','~10대',1,43.91,0.54,2310,23
'2018-04','340',' 혜화동 로터리','정기','F','~10대',2,294.87,2.88,12410,62
'2018-04','341',' 혜화역 3번출구 뒤','정기','F','~10대',6,193.82,1.74,7530,92
'2018-04','342',' 대학로 마로니에공원','정기','F','~10대',10,675.63,6.14,26430,419
'2018-04','112',' 극동방송국 앞','정기','F','~10대',2,61.26,0.55,2380,17
'2018-04','344',' 성균관대 E하우스 앞','정기','F','~10대',11,327.21,3.15,13590,89
'2018-04','346',' 맥스타일 앞','정기','F','~10대',4,312.19,3.66,15760,99
'2018-04','347',' 동대문역사문화공원역 9번출구 앞','정기','F','~10대',7,281.9,2.37,10260,96
'2018-04','349',' 사직동주민센터','정기','F','~10대',1,28.39,0.3,1280,9
'2018-04','117',' 홍은사거리','정기','F','~10대',9,2568.08,23.15,99770,327
'2018-04','355',' 서울사대부속초교 앞','정기','F','~10대',5,54.67,0.52,2260,14
'2018-04','358',' 성대입구 사거리','정기','F','~10대',21,2356.19,23.6,101780,435
'2018-04','359',' 원남동사거리','정기','F','~10대',11,472.01,4.32,18700,575
'2018-04','361',' 동묘앞역 1번출구 뒤','정기','F','~10대',3,214.34,2.21,9500,63
'2018-04','362',' 청계8가 사거리','정기','F','~10대',2,134.62,1.42,6090,37
'2018-04','363',' 신설동역 11번출구 뒤','정기','F','~10대',5,193.92,1.98,8520,54
'2018-04','113',' 홍대입구역 2번출구 앞','정기','F','~10대',9,2312.64,20.25,87310,466
'2018-04','369',' 광화문 시민열린마당','정기','F','~10대',2,136.03,1.59,6870,54
'2018-04','373',' 청구 어린이공원','정기','F','~10대',1,73.04,0.5,2170,18
'2018-04','374',' 청구역 2번출구 앞','정기','F','~10대',5,243.19,2.02,8740,62
'2018-04','118',' 광흥창역 2번출구 앞','정기','F','~10대',1,36.29,0.33,1410,24
'2018-04','377',' 서울역 4번출구 앞','정기','F','~10대',2,91.32,0.92,3970,26
'2018-04','379',' 서울역9번출구','정기','F','~10대',4,199.03,1.67,7180,39
'2018-04','383',' 신당역 12번 출구 뒤','정기','F','~10대',2,176.92,1.53,6570,47
'2018-04','114',' 홍대입구역 8번출구 앞','정기','F','~10대',7,666.17,6,25860,212
'2018-04','143',' 공덕역 2번출구','정기','F','~10대',8,1262.72,13.71,59150,288
'2018-04','144',' 공덕역 8번출구','정기','F','~10대',11,1904.82,19.67,84750,400
'2018-04','145',' 공덕역 5번출구','정기','F','~10대',4,69.25,0.64,2690,12
'2018-04','146',' 마포역 1번출구 뒤','정기','F','~10대',1,63.06,0.57,2450,17
'2018-04','148',' 용강동 주민센터 앞','정기','F','~10대',2,66.93,0.6,2600,26
'2018-04','150',' 서강대역 2번출구 앞','정기','F','~10대',2,82.38,0.89,3810,39
'2018-04','152',' 마포구민체육센터 앞','정기','F','~10대',2,294.38,3.09,13300,92
'2018-04','153',' 성산2교 사거리','정기','F','~10대',1,112.48,1.01,4370,24
'2018-04','154',' 마포구청역 ','정기','F','~10대',2,87.12,0.93,4000,38
'2018-04','156',' 서울서부지방법원 앞','정기','F','~10대',3,157.15,1.89,8100,65
'2018-04','158',' 독립문 어린이 공원','정기','F','~10대',2,69.11,0.81,3490,27
'2018-04','159',' 이대역 4번 출구','정기','F','~10대',3,179.67,1.63,6980,48
'2018-04','160',' 북아현동 가구거리','정기','F','~10대',1,81.97,0.8,3450,22
'2018-04','163',' 명지전문대학교 정문 앞','정기','F','~10대',7,1790.22,16.13,69550,103
'2018-04','165',' 중앙근린공원','정기','F','~10대',3,268.02,3.26,14100,74
'2018-04','166',' 가재울 초등학교','정기','F','~10대',1,194.45,2.37,10230,69
'2018-04','173',' 서대문역 8번출구 앞','정기','F','~10대',1,142.24,1.04,4490,32
'2018-04','175',' 홍연2교옆','정기','F','~10대',1,53.28,0.48,2070,11
'2018-04','179',' 가좌역 4번출구 앞','정기','F','~10대',1,58.94,0.53,2290,24
'2018-04','180',' 충정로역 7번출구 뒤','정기','F','~10대',4,570.4,4.35,18740,114
'2018-04','518',' 청계천 박물관 앞','정기','F','~10대',3,1282.79,12.59,54250,28
'2018-04','519',' 양지사거리','정기','F','~10대',5,457.32,4.68,20190,144
'2018-04','520',' 상왕십리역 4번 출구 앞','정기','F','~10대',3,1159.75,12.86,55430,68
'2018-04','521',' 왕십리역 11번 출구 앞','정기','F','~10대',3,57.62,0.59,2530,30
'2018-04','522',' 금호역 1번출구 앞','정기','F','~10대',1,25.15,0.2,870,5
'2018-04','122',' 신성기사식당 앞','정기','F','~10대',3,120.72,1.09,4690,44
'2018-04','525',' 한양대병원사거리','정기','F','~10대',3,192.84,2.45,10530,92
'2018-04','526',' 용답토속공원 앞','정기','F','~10대',1,16.96,0.16,680,4
'2018-04','529',' 장한평역 8번 출구 앞','정기','F','~10대',1,40.63,0.4,1710,9
'2018-04','536',' 행당역 2번출구 앞','정기','F','~10대',1,71.85,0.88,3780,21
'2018-04','537',' 한양대후문역 부근','정기','F','~10대',2,43.48,0.42,1830,12
'2018-04','123',' 문화촌 공원','정기','F','~10대',2,505.7,5.1,21980,107
'2018-04','538',' 답십리역 8번출구 앞','정기','F','~10대',5,229.66,2.14,9250,49
'2018-04','539',' 군자교교차로','정기','F','~10대',3,182.45,1.86,8050,52
'2018-04','540',' 군자역 7번출구 베스트샵 앞','정기','F','~10대',10,776.96,7.77,33430,212
'2018-04','543',' 구의공원(테크노마트 앞)','정기','F','~10대',7,402.8,4.21,18100,145
'2018-04','544',' 광남중학교','정기','F','~10대',14,1472.69,16.06,69240,212
'2018-04','548',' 자양나들목','정기','F','~10대',5,304.72,2.9,12520,207
'2018-04','549',' 아차산역 3번출구','정기','F','~10대',6,1225.95,14.33,61820,52
'2018-04','124',' 서강대 정문 건너편','정기','F','~10대',1,15.96,0.14,620,5
'2018-04','601',' 용신동주민센터','정기','F','~10대',2,80.16,0.81,3490,25
'2018-04','602',' 장안동 사거리','정기','F','~10대',2,77.96,0.81,3490,25
'2018-04','608',' 전농삼성아파트','정기','F','~10대',2,91.02,1.05,4530,60
'2018-04','609',' 제기2교','정기','F','~10대',4,219.29,2.41,10340,70
'2018-04','125',' 서강대 남문 옆','정기','F','~10대',1,96.27,0.87,3740,35
'2018-04','612',' 시립동부병원 앞 사거리','정기','F','~10대',2,45.16,0.43,1830,18
'2018-04','613',' 신설동역 10번출구 앞','정기','F','~10대',8,686.97,7.23,31160,267
'2018-04','614',' 용두동 사거리','정기','F','~10대',1,37.07,0.33,1440,19
'2018-04','615',' 용두동 레미안허브리츠아파트 앞','정기','F','~10대',3,102.84,1.04,4450,27
'2018-04','616',' 서울시립대 앞','정기','F','~10대',1,338.76,4.41,19010,118
'2018-04','617',' 청솔우성아파트 앞','정기','F','~10대',1,76.84,0.92,3960,50
'2018-04','227',' 양평2나들목 보행통로 입구','정기','F','~10대',1,209.56,2.27,9800,55
'2018-04','228',' 선유도역 3번출구 앞','정기','F','~10대',1,53.7,0.79,3390,35
'2018-04','229',' 양평1 보행육교 앞','정기','F','~10대',1,101.16,0.91,3930,40
'2018-04','126',' 서강대 후문 옆','정기','F','~10대',1,26.14,0.37,1610,61
'2018-04','232',' 양평우림 이비즈센타 앞','정기','F','~10대',7,978.25,10.93,47170,295
'2018-04','127',' 현대벤처빌 앞','정기','F','~10대',4,169.18,1.71,7350,48
'2018-04','243',' 이앤씨드림타워 앞','정기','F','~10대',1,146.08,1.38,5950,44
'2018-04','244',' 영등포삼환아파트 앞','정기','F','~10대',1,148.98,1.59,6840,45
'2018-04','249',' 여의도중학교 옆','정기','F','~10대',1,175.55,1.58,6820,87
'2018-04','250',' 대림아파트 사거리','정기','F','~10대',6,103.46,1.13,4750,36
'2018-04','251',' 서울지방병무청 버스정류장','정기','F','~10대',8,80.15,0.87,3680,26
'2018-04','101',' (구)합정동 주민센터','정기','F','~10대',7,373.51,3.97,17150,130
'2018-04','128',' 신촌역(2호선) 1번출구 옆','정기','F','~10대',4,138.09,1.35,5850,40
'2018-04','252',' 보라매역4번출구','정기','F','~10대',2,62.54,0.56,2430,87
'2018-04','257',' 신길삼거리(우리은행)','정기','F','~10대',1,47.26,0.5,2170,12
'2018-04','700',' KB국민은행 염창역 지점 앞','정기','F','~10대',1,154.59,1,4290,25
'2018-04','701',' 목동사거리 부근','정기','F','~10대',1,29.11,0.24,1050,7
'2018-04','129',' 신촌역(2호선) 6번출구 옆','정기','F','~10대',2,198.19,1.79,7700,66
'2018-04','704',' 남부법원검찰청 교차로','정기','F','~10대',19,1079.44,9.26,39940,441
'2018-04','706',' 신정네거리역','정기','F','~10대',8,847.68,9.03,38920,285
'2018-04','708',' 서울출입국관리사무소 앞','정기','F','~10대',1,173.64,1.75,7560,40
'2018-04','709',' 신정3동 현장민원실 앞','정기','F','~10대',3,88.37,0.96,4160,25
'2018-04','710',' 서부화물트럭터미널 사거리','정기','F','~10대',29,901.84,9.79,42170,511
'2018-04','130',' 신촌역(2호선) 7번출구 앞','정기','F','~10대',6,227.94,2.62,11330,109
'2018-04','714',' 한국SGI 양천문화회관 앞','정기','F','~10대',7,382.92,4.17,17960,112
'2018-04','802',' 한강진역 2번 출구 앞','정기','F','~10대',2,219.36,2.68,11540,69
'2018-04','805',' 문배어린이공원 앞','정기','F','~10대',3,75.56,0.9,3880,52
'2018-04','808',' 서빙고동 금호맨션 앞','정기','F','~10대',1,50.29,0.59,2540,15
'2018-04','131',' 증산2교','정기','F','~10대',4,668.43,7.12,30690,156
'2018-04','809',' 한남 유수지 복개주차장','정기','F','~10대',1,127.12,1.24,5350,57
'2018-04','811',' 녹사평역1번출구','정기','F','~10대',5,669.2,6.32,27240,265
'2018-04','812',' 용산전쟁기념관','정기','F','~10대',1,52.08,0.64,2740,18
'2018-04','815',' LIG강촌아파트 103동앞','정기','F','~10대',3,148.5,1.74,7500,45
'2018-04','387',' 훈련원공원주차장 앞','정기','F','~10대',1,128.44,1.16,4990,43
'2018-04','181',' 망원초록길 입구','정기','F','~10대',1,14.86,0.16,670,15
'2018-04','132',' 창천문화공원','정기','F','~10대',1,48.65,0.31,1350,11
'2018-04','182',' 망원2빗물펌프장 앞','정기','F','~10대',15,1066.62,11.7,50420,150
'2018-04','183',' 하늘채코오롱아파트 건너편','정기','F','~10대',3,254.61,2,8620,79
'2018-04','185',' 마포 신수공원 앞','정기','F','~10대',1,23.38,0.33,1440,21
'2018-04','186',' 월드컵공원','정기','F','~10대',1,110.42,1.18,5070,37
'2018-04','188',' 홍은동 정원여중 입구','정기','F','~10대',2,344.92,3.11,13400,57
'2018-04','191',' 정명학원','정기','F','~10대',2,280.05,2.42,10400,116
'2018-04','133',' 해담는다리','정기','F','~10대',1,234.81,2.02,8720,43
'2018-04','198',' 충정2교','정기','F','~10대',1,16.87,0.16,710,4
'2018-04','557',' 도선동 주민센터 앞','정기','F','~10대',1,13.64,0.12,530,2
'2018-04','559',' 왕십리역 4번 출구 건너편','정기','F','~10대',15,2655.31,22.68,97760,449
'2018-04','560',' 비전교회 앞','정기','F','~10대',2,213.9,1.92,8310,36
'2018-04','561',' 서울숲역 2번출구 앞','정기','F','~10대',1,113.67,1.28,5520,56
'2018-04','562',' 군자지하보도 앞','정기','F','~10대',1,66.32,0.73,3160,22
'2018-04','563',' 성동세무서 건너편','정기','F','~10대',6,331.88,4.05,17460,180
'2018-04','565',' 옥수역 3번출구','정기','F','~10대',3,370.4,3.51,15110,127
'2018-04','567',' 성수역 2번출구 앞','정기','F','~10대',4,89.09,1.16,5000,178
'2018-04','568',' 청계8가사거리 부근','정기','F','~10대',17,2197.77,19.74,85110,199
'2018-04','578',' 성동세무서 부근','정기','F','~10대',10,2009.33,24.52,105710,238
'2018-04','579',' 마장역 4번출구','정기','F','~10대',15,438.02,4.44,19130,121
'2018-04','582',' 경일중학교 앞','정기','F','~10대',1,12.31,0.17,740,5
'2018-04','583',' 청계천 생태교실 앞','정기','F','~10대',3,367.3,3.59,15510,115
'2018-04','551',' 구의삼성쉐르빌 앞','정기','F','~10대',18,620.31,6.76,29090,237
'2018-04','552',' 대림아크로리버 앞','정기','F','~10대',1,73.67,0.81,3510,26
'2018-04','555',' 구의3동주민센터','정기','F','~10대',2,135.37,1.49,6450,40
'2018-04','571',' 어린이대공원역6번출구','정기','F','~10대',3,85.38,0.72,3080,49
'2018-04','572',' 국립정신 건강센터 앞','정기','F','~10대',1,40.15,0.36,1560,12
'2018-04','573',' 구의문주차장 앞','정기','F','~10대',3,55,0.62,2690,16
'2018-04','574',' 아차산역4번출구','정기','F','~10대',7,706.07,7.4,31880,216
'2018-04','576',' 광나루역 3번 출구','정기','F','~10대',1,83.14,0.75,3230,25
'2018-04','621',' 동대문중학교 옆','정기','F','~10대',15,633.27,5.79,24890,198
'2018-04','622',' 전농사거리 교통섬','정기','F','~10대',28,2227.45,21.45,92490,663
'2018-04','623',' 서울시립대 정문 앞','정기','F','~10대',12,1473.51,17.19,74040,176
'2018-04','624',' 전농동 동아아파트 앞','정기','F','~10대',1,25.04,0.25,1090,7
