'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2018-01','579',' 마장역 4번출구','정기','F','~10대',1,35.05,0.41,1770,15
'2018-01','582',' 경일중학교 앞','정기','F','~10대',2,1370.62,14.6,62930,9
'2018-01','551',' 구의삼성쉐르빌 앞','정기','F','~10대',6,1396.42,14.06,60590,311
'2018-01','571',' 어린이대공원역6번출구','정기','F','~10대',1,22.28,0.23,970,5
'2018-01','633',' 청량리 기업은행 앞','정기','F','~10대',1,39.95,0.4,1710,8
'2018-01','639',' 서울시립대 후문','정기','F','~10대',2,392.75,5.11,22040,135
'2018-01','271',' 샛강생태공원방문자센터 앞','정기','F','~10대',1,19.4,0.23,1000,6
'2018-01','820',' 청파동입구 교차로','정기','F','~10대',1,68.51,0.55,2370,12
'2018-01','584',' 광진광장 교통섬','정기','F','~10대',1,28.27,0.28,1190,8
'2018-01','901',' 응암1동사무소','정기','F','~10대',3,52.98,0.52,2230,27
'2018-01','903',' 은평뉴타운 아이파크','정기','F','~10대',2,177.49,1.93,8300,61
'2018-01','905',' 구파발역 2번출구','정기','F','~10대',2,62.02,0.67,2900,17
'2018-01','906',' 연신내역 5번출구150M 아래','정기','F','~10대',5,411.53,3.76,16190,86
'2018-01','908',' 구산역 4번출구','정기','F','~10대',12,1025.43,10.74,46240,39
'2018-01','909',' 백련산 힐스테이트 3차','정기','F','~10대',1,25.34,0.19,800,16
'2018-01','911',' 은평평화공원(역촌역4번출구)','정기','F','~10대',1,28.83,0.26,1120,9
'2018-01','914',' 새절역 2번출구','정기','F','~10대',2,310.43,2.8,12060,72
'2018-01','915',' 증산역 4번출구','정기','F','~10대',1,196.91,1.77,7650,49
'2018-01','916',' 평생학습관 앞','정기','F','~10대',1,22.57,0.22,950,15
'2018-01','922',' 연신내역 4번출구','정기','F','~10대',1,21.29,0.22,960,4
'2018-01','923',' 국민은행 연서지점','정기','F','~10대',18,1789.39,18.72,80690,93
'2018-01','927',' 연신내역 3번출구 인근','정기','F','~10대',1,51.68,0.4,1740,123
'2018-01','932',' 예일여중','정기','F','~10대',1,113.37,0.98,4210,30
'2018-01','933',' LG서비스 역촌점','정기','F','~10대',4,609.64,5.32,22950,136
'2018-01','1008',' 암사역 3번출구(국민은행앞)','정기','F','~10대',2,85.98,0.86,3680,23
'2018-01','1009',' 천호역4번출구(현대백화점)','정기','F','~10대',2,142.98,1.42,6120,49
'2018-01','1014',' 강동구평생학습관앞','정기','F','~10대',3,124.53,1.23,5330,49
'2018-01','1127',' 화곡역(에이스정형외과앞) 버스정류장','정기','F','~10대',5,211.72,1.84,7980,51
'2018-01','1130',' 화곡본동시장 버스정류장','정기','F','~10대',2,90.2,0.79,3400,17
'2018-01','1131',' 꿈돌이공원 앞','정기','F','~10대',1,27.06,0.24,1020,7
'2018-01','1132',' 등촌역 7번출구','정기','F','~10대',5,440.69,3.86,16610,114
'2018-01','1135',' 강서구의회','정기','F','~10대',1,14.59,0.13,550,3
'2018-01','1209',' 잠실나루역 (2번 출구 쪽)','정기','F','~10대',2,41.57,0.42,1810,12
'2018-01','1332',' 석계역 5번출구 건너편','정기','F','~10대',1,274.31,3.03,13070,67
'2018-01','212',' 여의도역 1번출구 옆','정기','F','~10대',2,31.43,0.38,1620,10
'2018-01','1420',' 신내어울공원 앞','정기','F','~10대',2,64.54,0.65,2810,27
'2018-01','1601',' 석계역 문화광장 내 자전거 보관소','정기','F','~10대',2,1293.86,16.25,70040,74
'2018-01','1610',' 화랑대역 2번출구 앞','정기','F','~10대',2,353.6,3,12950,103
'2018-01','1637',' KT 노원점 건물 앞','정기','F','~10대',4,201.8,1.82,7840,73
'2018-01','1705',' 도봉구청 정문앞','정기','F','~10대',1,199.12,2.24,9670,52
'2018-01','1709',' 쌍문역4번출구 주변','정기','F','~10대',1,53.06,0.54,2310,20
'2018-01','220',' 미성아파트 A동 앞','정기','F','~10대',1,49.48,0.59,2550,17
'2018-01','1514',' 강북구청 사거리 버스정류소 앞','정기','F','~10대',2,56.05,0.57,2440,35
'2018-01','217',' NH농협은행 앞','정기','F','~10대',5,62.68,0.75,3230,19
'2018-01','1907',' 구일우성(아) 육교 밑','정기','F','~10대',5,1001.58,13.65,58820,40
'2018-01','1908',' 해원리바파크 육교 밑','정기','F','~10대',3,50.74,0.6,2580,19
'2018-01','1928',' 고척스카이돔구장 광장','정기','F','~10대',3,96.78,0.87,3760,26
'2018-01','223',' 진주아파트상가 앞','정기','F','~10대',1,25.23,0.3,1300,10
'2018-01','2102',' 봉림교 교통섬','정기','F','~10대',4,1101.51,10.76,46360,285
'2018-01','2140',' 신림1교 교차로','정기','F','~10대',4,752.89,6.78,29250,183
'2018-01','2009',' 보라매역 8번출구','정기','F','~10대',4,88.03,0.79,3420,20
'2018-01','2015',' 신대방삼거리역 6번출구쪽','정기','F','~10대',5,109.39,0.98,4250,22
'2018-01','1619',' 중계동 하나프라자빌딩 앞(중1-1)','정기','F','~10대',9,391.25,3.53,15200,160
'2018-01','2214',' 신반포역 2번출구 앞','정기','F','~10대',3,209.53,1.89,8140,42
'2018-01','2228','뒷벌공원 옆','정기','F','~10대',1,69.5,0.63,2700,14
'2018-01','2242','양재역 11번 출구 앞','정기','F','~10대',2,165.38,1.39,6020,34
'2018-01','2301',' 현대고등학교 건너편','정기','F','~10대',1,239.1,2.42,10410,59
'2018-01','2320',' 도곡역 대치지구대 방향','정기','F','~10대',1,50.64,0.47,2030,6
'2018-01','2324',' 천주교 대치 2동 교회 옆','정기','F','~10대',1,44.41,0.41,1780,23
'2018-01','2325',' 대치동 버거킹대치점','정기','F','~10대',1,8.04,0.08,350,3
'2018-01','2326',' 대치동 삼성로','정기','F','~10대',6,429.34,3.86,16680,81
'2018-01','2327',' 뱅뱅사거리 랜드마크타워 앞','정기','F','~10대',5,308.1,2.77,11970,201
'2018-01','2331',' 동영문화센터앞','정기','F','~10대',5,154.08,1.51,6530,41
'2018-01','2333',' 양재역 3번출구 주변','정기','F','~10대',1,70.69,0.59,2550,12
'2018-01','2335',' 3호선 매봉역 3번출구앞','정기','F','~10대',2,125.87,1.13,4890,36
'2018-01','421',' 마포구청 앞','정기','F','~10대',1,80.31,0.78,3380,25
'2018-01','1308',' 안암로터리 버스정류장 앞','정기','F','~10대',1,43.92,0.44,1880,12
'2018-01','1018',' 둔촌 주공 GS 맞은편','정기','F','~10대',8,307.57,3.76,16180,90
'2018-01','1428',' 원묵고등학교','정기','F','~10대',2,61.33,0.62,2670,21
'2018-01','1605',' 헬스케어','정기','F','~10대',2,1095.69,13.96,60150,98
'2018-01','419',' 홈플러스 앞','정기','F','~10대',1,0,0,0,36
'2018-01','2263',' 바우뫼문화복지회관','정기','F','~10대',2,412.19,3.45,14870,98
'2018-01','418',' 월드컵경기장역 3번출구 옆','정기','F','~10대',1,47.49,0.42,1790,11
'2018-01','1218',' 방이역 4번출구','정기','F','~10대',11,430.75,5.24,22660,126
'2018-01','1226',' 잠실4동 주민센터 옆','정기','F','~10대',1,19.98,0.2,870,3
'2018-01','1244',' 문정 법조단지8','정기','F','~10대',2,64.27,0.7,3020,126
'2018-01','1247',' 문정 법조단지11','정기','F','~10대',1,9.55,0.08,360,2
'2018-01','2215',' 반포종합운동장 입구','정기','F','~10대',1,9.52,0.09,370,2
'2018-01','2264',' 이수역 1번출구','정기','F','~10대',1,71.04,0.64,2760,19
'2018-01','1440',' 하나은행 면목지점','정기','F','~10대',2,231.35,1.74,7490,101
'2018-01','826',' 서울역 서부교차로2','정기','F','~10대',1,53.54,0.48,2080,21
'2018-01','2265',' 이수고가차도 남단','정기','F','~10대',2,401.3,3.92,16890,183
'2018-01','1642',' 서울여대 남문','정기','F','~10대',1,167.27,1.63,7040,58
'2018-01','391',' 정동길입구','정기','F','~10대',1,77.89,0.65,2810,20
'2018-01','450',' 효자동 삼거리','정기','F','~10대',1,59.04,0.49,2130,10
'2018-01','108',' 서교동 사거리','정기','F','20대',25,3180.53,31.53,135870,549
'2018-01','503',' 더샵스타시티 C동 앞','정기','F','20대',62,1495.45,15.13,65150,497
'2018-01','504',' 신자초교입구교차로','정기','F','20대',86,2807.37,27.96,120340,1012
'2018-01','505',' 자양사거리 광진아크로텔 앞','정기','F','20대',39,1664.79,14.87,64080,567
'2018-01','506',' 금호 어울림 아파트 앞','정기','F','20대',6,250.19,2.37,10200,54
'2018-01','507',' 성수아이에스비즈타워 앞','정기','F','20대',42,2918.16,27.25,117480,601
'2018-01','1023',' 한국종합기술사옥 앞','정기','F','20대',1,54.31,0.49,2110,11
'2018-01','1024','  강동구청 앞','정기','F','20대',4,149.17,1.57,6750,44
'2018-01','1025',' 상일초등학교','정기','F','20대',2,339.18,3.97,17130,79
'2018-01','1026',' 대명초교 입구 교차로','정기','F','20대',25,1612.41,15.42,66430,176
'2018-01','1027',' 프라자 아파트 앞','정기','F','20대',2,113.54,1.23,5280,48
'2018-01','1028',' 포레스 주상복합 빌딩','정기','F','20대',4,105.16,1.17,5010,24
'2018-01','1029',' 롯데 시네마','정기','F','20대',5,184.6,1.76,7600,51
'2018-01','1030',' 미호 플랜트 앞','정기','F','20대',12,879.84,8.02,34580,323
'2018-01','1032',' 선사고등학교','정기','F','20대',1,152.12,1.37,5910,36
'2018-01','508',' 성수아카데미타워 앞','정기','F','20대',15,1085.77,12.57,54170,159
'2018-01','1033',' 고덕동 아남아파트','정기','F','20대',8,316.92,3.86,16640,129
'2018-01','1035',' 고덕역 4번출구','정기','F','20대',16,3231.16,30.28,130500,186
'2018-01','1036',' 고덕동 주양쇼핑','정기','F','20대',2,128.22,1.12,4820,83
'2018-01','1042','5단지 사이','정기','F','20대',1,47.68,0.4,1720,105
'2018-01','509',' 이마트 버스정류소 옆','정기','F','20대',75,3010.67,31.25,134630,792
'2018-01','1044',' 굽은다리역','정기','F','20대',24,1315.33,12.78,55260,246
'2018-01','1251',' 석촌역 2번출구','정기','F','20대',5,544.42,5.04,21770,117
'2018-01','1253',' 오금역 3번 출구 뒤','정기','F','20대',4,128.21,1.21,5250,37
'2018-01','1256',' 문정현대아파트 교차로','정기','F','20대',8,1584.11,17.02,73320,115
'2018-01','1257',' 가락시장역 롯데마트앞','정기','F','20대',3,215.28,1.89,8180,97
'2018-01','1258',' 가락미륭아파트 앞','정기','F','20대',23,1265.35,15.01,64670,123
'2018-01','1259',' 방이역 1번출구','정기','F','20대',17,1027.16,10.03,43240,242
'2018-01','511',' 서울숲역 4번 출구 옆','정기','F','20대',16,634.67,6.89,29720,265
'2018-01','1262',' 송파여성문화회관 앞','정기','F','20대',29,2010.76,19.01,82000,490
'2018-01','1263',' 장지공영차고지','정기','F','20대',12,462.7,4.7,20290,145
'2018-01','1264',' 천호역 10번 출구 앞','정기','F','20대',9,435.64,4.21,18130,114
'2018-01','1265',' 문정동 근린공원','정기','F','20대',7,113.19,1.4,6010,55
'2018-01','1266',' 문정동 글샘 공원','정기','F','20대',3,202.94,2.33,10050,70
'2018-01','1267',' 올림픽공원 남2문 앞','정기','F','20대',14,682.32,7.26,31300,198
'2018-01','1269',' 리센츠아파트 ','정기','F','20대',4,64.07,0.73,3140,23
'2018-01','1271',' 송파도서관','정기','F','20대',32,2588.58,26.26,113130,1072
'2018-01','512',' 뚝섬역 1번 출구 옆','정기','F','20대',49,2036.2,22.87,98520,405
'2018-01','1274',' 영파여고 앞','정기','F','20대',7,350.7,3.14,13560,120
'2018-01','1442',' (구)신한은행 중랑교지점','정기','F','20대',7,355.92,4.02,17340,118
'2018-01','1443',' 구립망우청소년독서실','정기','F','20대',1,67.69,0.94,4070,31
'2018-01','1446',' 중랑전화국 교차로','정기','F','20대',1,24.06,0.23,980,5
'2018-01','1448',' 코스트코 상봉점','정기','F','20대',12,1000.03,10.52,45360,184
'2018-01','109',' 제일빌딩 앞','정기','F','20대',12,426.96,4.1,17670,207
'2018-01','400',' 상암한화오벨리스크 1차 앞','정기','F','20대',24,637.7,6.79,29280,321
'2018-01','1526',' 수유동 채선당앞','정기','F','20대',1,44.35,0.46,2000,17
'2018-01','1527',' 미아역 1번 출구 뒤','정기','F','20대',9,472.27,4.66,20110,207
'2018-01','1529',' 미아동 한국전력공사','정기','F','20대',10,708.26,7.07,30530,168
'2018-01','1530',' 광산사거리','정기','F','20대',8,416.9,5.01,21640,134
'2018-01','1531',' 미아사거리 1번 출구','정기','F','20대',20,1891.93,19.74,85110,568
'2018-01','1533',"' 번동 주공3, 4단지 교차로'",'정기','F','20대',3,255.34,2.3,9920,71
'2018-01','1535',' 효성인텔리안 앞','정기','F','20대',4,277.54,3.02,13020,89
'2018-01','513',' 뚝섬역 5번 출구 정류소 옆','정기','F','20대',75,2502.39,25.54,110070,999
'2018-01','1536',' 번동 두산위브 101동 옆','정기','F','20대',27,1016.5,9.89,42700,484
'2018-01','1643',' 태릉입구역 8번출구','정기','F','20대',3,100.56,0.97,4230,38
'2018-01','1646',' 삼육대 입구','정기','F','20대',11,1225.59,11.39,49100,286
'2018-01','1650',' 중계근린공원내','정기','F','20대',2,97.55,0.92,3990,27
'2018-01','1651',' 맥도날드 상계점 앞','정기','F','20대',2,165.08,1.85,7980,60
'2018-01','514',' 성수사거리 버스정류장 앞','정기','F','20대',71,2403.33,23.97,103150,726
'2018-01','1652',' 파르코 앞','정기','F','20대',2,185.72,1.56,6700,31
'2018-01','1654',' 당고개입구 오거리','정기','F','20대',1,27.75,0.33,1430,9
'2018-01','1655',' 공릉1단지아파트','정기','F','20대',16,468.45,4.69,20120,160
'2018-01','1656',' 중앙하이츠 아파트 입구','정기','F','20대',9,546.7,4.68,20120,141
'2018-01','1657',' 노원구청 ','정기','F','20대',1,13.31,0.19,840,6
'2018-01','1659',' 중계동 을지중학교','정기','F','20대',1,92.41,0.83,3590,30
'2018-01','1713',' 쌍문동 청소년 랜드','정기','F','20대',3,286.19,2.56,10990,67
'2018-01','515',' 광양중학교 앞','정기','F','20대',8,542.46,6.13,26410,172
'2018-01','1715',' 서울특별시교육청도봉도서관','정기','F','20대',2,240.25,2.43,10460,81
'2018-01','1716',' 하나로마트 창동점','정기','F','20대',3,459.5,5.19,22350,131
'2018-01','1717',' 시립창동운동장 입구','정기','F','20대',1,41.18,0.48,2080,21
'2018-01','1720',' 도봉구청 옆(중랑천변)','정기','F','20대',2,174.04,1.63,7030,34
'2018-01','1721',' 창동역 2번출구 ','정기','F','20대',6,455.73,4.87,20940,168
'2018-01','516',' 광진메디칼 앞','정기','F','20대',9,367.68,4,17170,102
'2018-01','1840',' 솔브레인이엔지 뒤편','정기','F','20대',2,98.07,0.88,3810,35
'2018-01','1841',' 가산동 주민센터','정기','F','20대',5,253.9,2.67,11440,91
'2018-01','1842',' 한울중학교','정기','F','20대',1,35.5,0.38,1630,10
'2018-01','1843',' 독산고등학교','정기','F','20대',4,91.18,1.02,4350,26
'2018-01','300',' 정동사거리','정기','F','20대',24,898.44,8.55,36930,267
'2018-01','2273',' 일동제약 사거리','정기','F','20대',20,442.79,4.72,20290,87
'2018-01','2274',' 양재시민의숲역 3번출구','정기','F','20대',22,472.38,5.02,21710,117
'2018-01','2276',' 영동1교 (양재천근린공원)','정기','F','20대',6,87.33,0.87,3800,26
'2018-01','301',' 경복궁역 7번출구 앞','정기','F','20대',12,406.78,3.94,16940,111
'2018-01','2361',' 압구정역 교차로','정기','F','20대',1,95.04,1.11,4800,28
'2018-01','2362',' 신사동 가로수길 입구','정기','F','20대',2,114.28,1.03,4440,103
'2018-01','2364',' 도산대로 렉서스 앞','정기','F','20대',4,353.27,3.23,13930,159
'2018-01','2365',' K+ 타워 앞','정기','F','20대',3,670.73,7.15,30780,138
'2018-01','2370',' 한티역 3번출구','정기','F','20대',34,1214.32,12.56,54100,329
'2018-01','302',' 경복궁역 4번출구 뒤','정기','F','20대',22,595.18,6.28,27030,302
'2018-01','2371',' 한국우편사업진흥원','정기','F','20대',1,36.29,0.37,1580,6
'2018-01','2372',' 대치역 사거리','정기','F','20대',30,1247.03,13.82,59600,461
'2018-01','2373',' 개포동역 사거리','정기','F','20대',1,90.81,1.02,4410,35
'2018-01','2375',' 수서역 1번출구 앞','정기','F','20대',1,35.84,0.42,1810,20
'2018-01','2377',' 수서역 5번출구 뒤','정기','F','20대',5,445.52,4.81,20720,124
'2018-01','3101',' 서대문구청','정기','F','20대',2,51.88,0.61,2620,13
'2018-01','303',' 광화문역 1번출구 앞','정기','F','20대',38,1598.74,16.87,72780,572
'2018-01','3506',' 영동대교 북단','정기','F','20대',9,1584.85,14.41,62070,71
'2018-01','3507',' 어린이회관','정기','F','20대',12,465.62,4.74,20430,181
'2018-01','3508',' 화양사거리','정기','F','20대',100,5971.53,61.66,265410,1200
'2018-01','3509',' 세종사이버대학교','정기','F','20대',21,993.98,10.01,43180,220
'2018-01','3511',' 응봉역 1번출구','정기','F','20대',1,100.13,0.9,3890,26
'2018-01','3513',' 상왕십리역 1번출구','정기','F','20대',24,830.26,7.32,31530,196
'2018-01','3514',' 왕십리교회옆','정기','F','20대',17,769.77,7.68,33140,404
'2018-01','115',' 사루비아 빌딩 앞','정기','F','20대',25,2100.76,22.84,98430,445
'2018-01','304',' 광화문역 2번출구 앞','정기','F','20대',10,464.97,4.54,19530,252
'2018-01','1336',' 성북3교 위','정기','F','20대',5,278.98,2.57,11090,93
'2018-01','1337',' 돈암성당 옆','정기','F','20대',10,459.63,4.89,21010,161
'2018-01','1338',' 용문2교 옆','정기','F','20대',10,506.71,4.69,20160,125
'2018-01','1342',' 성북쉼터 앞','정기','F','20대',1,20.91,0.22,960,5
'2018-01','1343',' 한성대7번출구 앞','정기','F','20대',4,198.82,1.98,8570,65
'2018-01','1344',' 아리랑시네센터 앞','정기','F','20대',1,27.8,0.36,1560,8
'2018-01','305',' 종로구청 옆','정기','F','20대',24,879.92,8.79,37830,283
'2018-01','1346',' 길음8골어린이공원 옆','정기','F','20대',1,63.62,0.59,2550,14
'2018-01','1348',' 성북제일새마을금고 본점 앞','정기','F','20대',6,58.46,0.76,3280,26
'2018-01','1351',' SK제삼주유소 앞','정기','F','20대',5,287.24,2.49,10720,82
'2018-01','1352',' e 편한세상 보문아파트 내','정기','F','20대',1,66.53,0.7,3000,30
'2018-01','1956',' 도야미리숯불갈비 앞','정기','F','20대',4,108.69,0.99,4230,30
'2018-01','1957',' 구일고등학교 정문 ','정기','F','20대',2,114.84,0.97,4140,31
'2018-01','306',' 광화문역 7번출구 앞','정기','F','20대',23,1451.84,13.58,58500,429
'2018-01','1958',' 강서수도사업소민원센터','정기','F','20대',16,1570.6,15.3,65850,384
'2018-01','1960',' 화광신문사 앞','정기','F','20대',4,483.19,5.08,21860,113
'2018-01','1961',' 신도림테크노근린공원','정기','F','20대',3,180.31,1.83,7930,46
'2018-01','1962',' 가리봉동주민센터','정기','F','20대',1,44.02,0.4,1710,11
'2018-01','1963',' 디지털단지오거리','정기','F','20대',7,132.23,1.36,5830,63
'2018-01','307',' 서울역사박물관 앞','정기','F','20대',21,2624.38,27.86,120130,427
'2018-01','308',' 광화문 S타워 앞','정기','F','20대',14,1062.31,9.8,42220,325
'2018-01','1979',' 구로1동우체국 앞','정기','F','20대',2,77.51,0.54,2330,52
'2018-01','309',' 광화문역 6번출구 옆','정기','F','20대',33,2136.44,22.32,96290,701
'2018-01','310',' 청계광장 옆','정기','F','20대',12,396.62,3.73,16030,114
'2018-01','311',' 서울광장 옆','정기','F','20대',14,783.91,8.43,36340,286
'2018-01','312',' 시청역 1번출구 뒤','정기','F','20대',17,945.27,8.89,38340,252
'2018-01','313',' 서울역 광장 파출소 옆','정기','F','20대',11,342.93,3.52,15200,77
'2018-01','110',' 사천교','정기','F','20대',4,188.78,1.89,8160,45
'2018-01','314',' 국립현대미술관','정기','F','20대',42,4186.26,41.03,176690,1002
'2018-01','315',' 신한은행 안국역지점 옆','정기','F','20대',19,577.86,5.93,25570,397
'2018-01','316',' 종각역 1번출구 앞','정기','F','20대',35,1512.18,15.28,65820,611
'2018-01','828',' 숙대입구역 8번','정기','F','20대',8,1798.99,15.98,68860,118
'2018-01','318',' 광교사거리 남측','정기','F','20대',1,26.77,0.24,1040,36
'2018-01','320',' 을지로입구역 4번출구 앞','정기','F','20대',40,2821.83,35.05,151020,868
'2018-01','321',' KEB 하나은행 본점 앞','정기','F','20대',13,895.44,8.8,37890,249
'2018-01','322',' 명동성당 앞','정기','F','20대',10,403.64,4.07,17530,143
'2018-01','116',' 일진아이윌아파트 옆','정기','F','20대',62,1628.15,16.56,71410,524
'2018-01','324',' 신세계백화점 본점 앞','정기','F','20대',9,544.59,5.17,22240,202
'2018-01','326',' 안국역 5번출구 앞','정기','F','20대',11,478.17,4.71,20320,129
'2018-01','327',' 낙원상가 옆','정기','F','20대',24,2580.65,23.64,102020,361
'2018-01','328',' 탑골공원 앞','정기','F','20대',16,1398.14,13.88,59900,422
'2018-01','329',' 청계2가 사거리 옆','정기','F','20대',32,4561.79,43.78,188680,734
'2018-01','330',' 청계천 한빛광장','정기','F','20대',7,495.86,4.36,18810,104
'2018-01','331',' 을지로2가 사거리 북측','정기','F','20대',17,829.19,8.11,34910,288
'2018-01','332',' 을지로2가 사거리 남측','정기','F','20대',6,310.11,3.04,13130,117
'2018-01','111',' 상수역 2번출구 앞','정기','F','20대',12,702.85,7.1,30630,543
'2018-01','334',' 종로3가역 2번출구 뒤','정기','F','20대',42,2561.94,28.19,121570,1126
'2018-01','335',' 종로3가역 15번출구 앞','정기','F','20대',30,2319.08,21.7,93610,447
'2018-01','336',' 티마크 호텔 앞','정기','F','20대',3,99.73,1.04,4480,53
'2018-01','337',' 창경궁 입구','정기','F','20대',1,10.04,0.09,390,5
'2018-01','338',' 세운스퀘어 앞','정기','F','20대',12,454.4,4.62,19920,122
'2018-01','339',' 종로4가 사거리','정기','F','20대',9,340.24,3.33,14380,115
'2018-01','340',' 혜화동 로터리','정기','F','20대',16,493.33,4.92,21240,268
'2018-01','341',' 혜화역 3번출구 뒤','정기','F','20대',23,824.96,8.24,35480,236
'2018-01','342',' 대학로 마로니에공원','정기','F','20대',19,474.06,4.8,20720,203
'2018-01','343',' 예일빌딩(율곡로) 앞','정기','F','20대',10,326.55,3.43,14860,95
'2018-01','112',' 극동방송국 앞','정기','F','20대',32,1550.87,15.52,66980,366
'2018-01','344',' 성균관대 E하우스 앞','정기','F','20대',34,2234.41,23.25,100100,281
'2018-01','345',' 서울보증보험본사 앞','정기','F','20대',42,1109.2,10.68,45910,354
'2018-01','346',' 맥스타일 앞','정기','F','20대',46,2387.73,24.51,105770,722
'2018-01','347',' 동대문역사문화공원역 9번출구 앞','정기','F','20대',18,851.95,8.93,38470,307
'2018-01','349',' 사직동주민센터','정기','F','20대',63,3773.26,39.03,168380,765
'2018-01','351',' 청운초교 앞 삼거리','정기','F','20대',13,1073.35,11.66,50260,431
'2018-01','353',' 재동초교 앞 삼거리','정기','F','20대',17,743.06,7.53,32460,244
'2018-01','117',' 홍은사거리','정기','F','20대',12,1249.07,11.98,51630,265
'2018-01','354',' 포르투갈 대사관 앞','정기','F','20대',27,2059.97,19.17,82650,460
'2018-01','355',' 서울사대부속초교 앞','정기','F','20대',30,4581.08,42.65,183900,215
'2018-01','356',' KT혜화지사 앞','정기','F','20대',27,557.15,5.84,25040,282
'2018-01','358',' 성대입구 사거리','정기','F','20대',69,3294.79,31.13,134120,897
'2018-01','359',' 원남동사거리','정기','F','20대',22,728.64,7.21,31220,245
'2018-01','361',' 동묘앞역 1번출구 뒤','정기','F','20대',25,2007.43,19.29,83260,449
'2018-01','362',' 청계8가 사거리','정기','F','20대',21,946.53,9.85,42610,347
'2018-01','363',' 신설동역 11번출구 뒤','정기','F','20대',12,745.5,8.27,35680,258
'2018-01','364',' 창신역 1번출구 앞','정기','F','20대',10,560.12,5.65,24380,154
'2018-01','113',' 홍대입구역 2번출구 앞','정기','F','20대',175,8817.07,92.27,397900,3797
