'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2018-03','113',' 홍대입구역 2번출구 앞','정기','F','~10대',7,2520.09,22.79,98210,374
'2018-03','367',' 독립문역 3-1번출구 ','정기','F','~10대',1,45.24,0.47,2040,13
'2018-03','372',' 약수역 3번출구 뒤','정기','F','~10대',2,251.28,2.74,11840,70
'2018-03','374',' 청구역 2번출구 앞','정기','F','~10대',5,405.28,2.8,12040,94
'2018-03','377',' 서울역 4번출구 앞','정기','F','~10대',1,51.28,0.43,1850,9
'2018-03','114',' 홍대입구역 8번출구 앞','정기','F','~10대',1,95.24,0.86,3700,29
'2018-03','142',' 아현역 4번출구 앞','정기','F','~10대',4,206.79,2.11,9130,79
'2018-03','143',' 공덕역 2번출구','정기','F','~10대',1,106.68,1.04,4490,30
'2018-03','144',' 공덕역 8번출구','정기','F','~10대',7,1098.49,11.26,48590,467
'2018-03','145',' 공덕역 5번출구','정기','F','~10대',6,100.9,0.92,3920,23
'2018-03','146',' 마포역 1번출구 뒤','정기','F','~10대',1,74.45,0.87,3760,54
'2018-03','150',' 서강대역 2번출구 앞','정기','F','~10대',5,156.46,1.69,7280,50
'2018-03','152',' 마포구민체육센터 앞','정기','F','~10대',1,129.59,1.38,5950,45
'2018-03','153',' 성산2교 사거리','정기','F','~10대',2,93.44,1,4290,46
'2018-03','157',' 애오개역 4번출구 앞','정기','F','~10대',1,43.48,0.42,1830,12
'2018-03','158',' 독립문 어린이 공원','정기','F','~10대',1,50.89,0.6,2570,20
'2018-03','159',' 이대역 4번 출구','정기','F','~10대',6,262.81,2.37,10210,70
'2018-03','163',' 명지전문대학교 정문 앞','정기','F','~10대',3,244.94,2.16,9290,59
'2018-03','164',' 북가좌1동 주민센터 ','정기','F','~10대',1,287.21,3.51,15110,89
'2018-03','165',' 중앙근린공원','정기','F','~10대',1,19.2,0.23,1010,7
'2018-03','172',' 서대문소방서','정기','F','~10대',1,35.89,0.37,1590,12
'2018-03','518',' 청계천 박물관 앞','정기','F','~10대',5,124.53,1.24,5330,31
'2018-03','520',' 상왕십리역 4번 출구 앞','정기','F','~10대',1,34.23,0.31,1330,5
'2018-03','521',' 왕십리역 11번 출구 앞','정기','F','~10대',19,1025.8,10.83,46660,420
'2018-03','525',' 한양대병원사거리','정기','F','~10대',18,1323.19,15.06,64820,488
'2018-03','537',' 한양대후문역 부근','정기','F','~10대',7,334.84,3.55,15300,146
'2018-03','123',' 문화촌 공원','정기','F','~10대',3,888.29,8.01,34510,142
'2018-03','538',' 답십리역 8번출구 앞','정기','F','~10대',4,471.72,4.68,20190,131
'2018-03','539',' 군자교교차로','정기','F','~10대',6,397.41,3.89,16770,150
'2018-03','540',' 군자역 7번출구 베스트샵 앞','정기','F','~10대',22,1476.83,14.19,61140,658
'2018-03','542',' 강변역 4번출구 뒤','정기','F','~10대',2,124.76,1.24,5340,28
'2018-03','543',' 구의공원(테크노마트 앞)','정기','F','~10대',1,27.34,0.27,1170,8
'2018-03','544',' 광남중학교','정기','F','~10대',3,148.84,1.55,6710,56
'2018-03','546',' 잠실대교북단 교차로','정기','F','~10대',4,92.82,0.98,4200,35
'2018-03','549',' 아차산역 3번출구','정기','F','~10대',1,58.21,0.57,2450,11
'2018-03','604',' 답십리초등학교 옆 공원','정기','F','~10대',1,49.18,0.48,2070,13
'2018-03','609',' 제기2교','정기','F','~10대',4,292.59,3.81,16400,118
'2018-03','125',' 서강대 남문 옆','정기','F','~10대',2,95.62,1.15,4950,51
'2018-03','612',' 시립동부병원 앞 사거리','정기','F','~10대',2,45.09,0.45,1930,18
'2018-03','613',' 신설동역 10번출구 앞','정기','F','~10대',4,125.33,1.27,5480,41
'2018-03','614',' 용두동 사거리','정기','F','~10대',1,66.77,0.65,2810,41
'2018-03','615',' 용두동 레미안허브리츠아파트 앞','정기','F','~10대',2,44.86,0.45,1920,11
'2018-03','616',' 서울시립대 앞','정기','F','~10대',5,255.06,2.75,11910,104
'2018-03','227',' 양평2나들목 보행통로 입구','정기','F','~10대',1,207.85,2.26,9720,58
'2018-03','229',' 양평1 보행육교 앞','정기','F','~10대',1,151.61,1.37,5890,37
'2018-03','232',' 양평우림 이비즈센타 앞','정기','F','~10대',1,163.13,1.74,7490,39
'2018-03','235',' 신길동 우리은행 옆','정기','F','~10대',1,16.22,0.15,630,8
'2018-03','236',' 문래동자이아파트 앞','정기','F','~10대',1,115.43,1.23,5300,33
'2018-03','240',' 문래역 4번출구 앞','정기','F','~10대',1,134.38,1.43,6170,37
'2018-03','243',' 이앤씨드림타워 앞','정기','F','~10대',1,179.98,2.11,9090,58
'2018-03','248',' 초원아파트 앞','정기','F','~10대',1,59.8,0.7,3020,38
'2018-03','250',' 대림아파트 사거리','정기','F','~10대',8,96.92,1.05,4450,39
'2018-03','251',' 서울지방병무청 버스정류장','정기','F','~10대',11,92.13,1,4230,25
'2018-03','252',' 보라매역4번출구','정기','F','~10대',3,161.65,1.47,6280,48
'2018-03','253',' 신풍역 5번출구 인근','정기','F','~10대',3,164.73,1.48,6400,37
'2018-03','258',' 신길역3번출구','정기','F','~10대',3,275.99,2.77,11950,118
'2018-03','259',' 대방역6번출구','정기','F','~10대',1,27.23,0.29,1250,14
'2018-03','129',' 신촌역(2호선) 6번출구 옆','정기','F','~10대',1,19.56,0.18,760,7
'2018-03','703',' 오목교역 7번출구 앞','정기','F','~10대',12,1241.57,12.69,54690,375
'2018-03','704',' 남부법원검찰청 교차로','정기','F','~10대',33,6913.56,70.76,305150,884
'2018-03','706',' 신정네거리역','정기','F','~10대',4,504.39,4.93,21240,148
'2018-03','708',' 서울출입국관리사무소 앞','정기','F','~10대',1,63.39,0.64,2760,42
'2018-03','710',' 서부화물트럭터미널 사거리','정기','F','~10대',25,828.59,9.01,38770,431
'2018-03','805',' 문배어린이공원 앞','정기','F','~10대',7,1010.58,10.76,46400,54
'2018-03','806',' 전자랜드 본관 앞','정기','F','~10대',2,155.77,1.65,7090,34
'2018-03','808',' 서빙고동 금호맨션 앞','정기','F','~10대',2,171.27,2.01,8650,67
'2018-03','809',' 한남 유수지 복개주차장','정기','F','~10대',2,575.24,6.03,26030,149
'2018-03','815',' LIG강촌아파트 103동앞','정기','F','~10대',2,93.46,1.09,4720,33
'2018-03','181',' 망원초록길 입구','정기','F','~10대',3,157.78,1.62,6990,100
'2018-03','132',' 창천문화공원','정기','F','~10대',3,154.56,1.68,7260,74
'2018-03','182',' 망원2빗물펌프장 앞','정기','F','~10대',10,274.31,2.87,12370,112
'2018-03','184',' SK망원동주유소 건너편','정기','F','~10대',1,38.77,0.41,1780,20
'2018-03','186',' 월드컵공원','정기','F','~10대',1,86.68,0.92,3980,34
'2018-03','188',' 홍은동 정원여중 입구','정기','F','~10대',2,261.84,2.7,11600,72
'2018-03','178',' 증산3교 앞','정기','F','~10대',1,26.99,0.33,1420,7
'2018-03','133',' 해담는다리','정기','F','~10대',2,568.84,4.98,21440,137
'2018-03','194',' 증산교 앞','정기','F','~10대',1,58.15,0.62,2670,29
'2018-03','134',' 연세로 명물길','정기','F','~10대',4,295.6,2.86,12340,78
'2018-03','559',' 왕십리역 4번 출구 건너편','정기','F','~10대',9,745.66,5.78,24870,177
'2018-03','560',' 비전교회 앞','정기','F','~10대',1,24.71,0.22,960,6
'2018-03','563',' 성동세무서 건너편','정기','F','~10대',1,44.29,0.54,2330,17
'2018-03','565',' 옥수역 3번출구','정기','F','~10대',2,399.41,4.98,21460,107
'2018-03','567',' 성수역 2번출구 앞','정기','F','~10대',12,875.3,8.88,38360,274
'2018-03','568',' 청계8가사거리 부근','정기','F','~10대',17,612.66,5.54,23880,194
'2018-03','135',' 명물길 원형무대 앞','정기','F','~10대',4,272.58,2.45,10590,59
'2018-03','578',' 성동세무서 부근','정기','F','~10대',3,232.31,2.5,10770,69
'2018-03','579',' 마장역 4번출구','정기','F','~10대',9,252.34,2.46,10620,59
'2018-03','551',' 구의삼성쉐르빌 앞','정기','F','~10대',4,595.05,6.04,26040,182
'2018-03','571',' 어린이대공원역6번출구','정기','F','~10대',3,175.12,1.62,6980,69
'2018-03','621',' 동대문중학교 옆','정기','F','~10대',1,13.09,0.13,570,3
'2018-03','137',' NH농협 신촌지점 앞','정기','F','~10대',1,71.81,0.65,2790,16
'2018-03','622',' 전농사거리 교통섬','정기','F','~10대',19,1717.4,16.41,70750,546
'2018-03','623',' 서울시립대 정문 앞','정기','F','~10대',7,269.01,2.84,12260,116
'2018-03','624',' 전농동 동아아파트 앞','정기','F','~10대',5,192.09,2.05,8820,82
'2018-03','625',' 답십리초등학교 앞(현대시장 옆)','정기','F','~10대',1,21.83,0.25,1060,16
'2018-03','626',' 군자교 서측 녹지대','정기','F','~10대',1,108.5,1.27,5480,33
'2018-03','627',' 장안동삼거리 교통섬','정기','F','~10대',2,126.58,1.17,5020,38
'2018-03','630',' 동대문구 보건소','정기','F','~10대',1,131.38,1.33,5720,51
'2018-03','631',' 답십리역 1번출구','정기','F','~10대',16,1165.19,11.4,49040,170
'2018-03','633',' 청량리 기업은행 앞','정기','F','~10대',1,47.66,0.47,2040,17
'2018-03','634',' 외국어대 정문 앞','정기','F','~10대',1,260.57,2.73,11750,70
'2018-03','635',' 시조사 앞 (청량고정문 옆)','정기','F','~10대',5,166.85,1.67,7180,77
'2018-03','637',' KAIST 경영대학 앞','정기','F','~10대',3,1335.55,13.03,56210,42
'2018-03','638',' 서울시립대 정보기술관','정기','F','~10대',1,88.75,1,4310,47
'2018-03','230',' 영등포구청역 1번출구','정기','F','~10대',1,106.72,1.14,4900,22
'2018-03','260',' 여의도 마리나선착장 앞','정기','F','~10대',2,66.3,0.7,3020,18
'2018-03','270',' 증권거래소후문교차로','정기','F','~10대',9,1295.9,13.81,59500,403
'2018-03','716','신정6동 주민센터 인근','정기','F','~10대',2,23.17,0.21,900,38
'2018-03','719',' 홍익병원앞 교차로','정기','F','~10대',10,1245.81,11.22,48400,313
'2018-03','818',' 숙명여대 입구 교차로','정기','F','~10대',3,98.63,0.99,4250,95
'2018-03','819',' 선린인터넷 고등학교','정기','F','~10대',1,130.66,1.42,6110,45
'2018-03','199',' 서울 월드컵 경기장','정기','F','~10대',3,167.47,1.69,7290,66
'2018-03','584',' 광진광장 교통섬','정기','F','~10대',5,159.55,1.46,6300,67
'2018-03','906',' 연신내역 5번출구150M 아래','정기','F','~10대',1,37.58,0.3,1300,7
'2018-03','907',' CJ 드림시티','정기','F','~10대',1,62.88,0.55,2370,14
'2018-03','909',' 백련산 힐스테이트 3차','정기','F','~10대',21,1086.64,9.69,41820,302
'2018-03','911',' 은평평화공원(역촌역4번출구)','정기','F','~10대',1,29.2,0.23,1010,10
'2018-03','912',' 응암오거리','정기','F','~10대',1,69.09,0.55,2390,14
'2018-03','914',' 새절역 2번출구','정기','F','~10대',9,476.76,4.26,18370,118
'2018-03','915',' 증산역 4번출구','정기','F','~10대',6,841.33,8.15,35110,201
'2018-03','916',' 평생학습관 앞','정기','F','~10대',1,37.58,0.3,1300,9
'2018-03','921',' 신도고등학교','정기','F','~10대',1,47.52,0.37,1600,9
'2018-03','924',' 메뚜기다리','정기','F','~10대',1,44.02,0.4,1710,16
'2018-03','932',' 예일여중','정기','F','~10대',2,0,0,0,78
'2018-03','1003',' 해공도서관앞','정기','F','~10대',4,464.08,4.32,18580,108
'2018-03','1004',' 삼성광나루아파트 버스정류장','정기','F','~10대',9,1734.14,17.6,75840,711
'2018-03','1007','암사동 선사유적지','정기','F','~10대',1,125,1.24,5350,33
'2018-03','1008',' 암사역 3번출구(국민은행앞)','정기','F','~10대',3,105.62,1.01,4350,36
'2018-03','1014',' 강동구평생학습관앞','정기','F','~10대',3,103.74,1.02,4440,30
'2018-03','1124',' 발산역 6번출구옆(다이소앞)','정기','F','~10대',1,240.37,2.82,12140,68
'2018-03','1137',' 등촌2동주민센터','정기','F','~10대',3,194.04,1.63,7000,49
'2018-03','1139',' 용문사 버스정류장','정기','F','~10대',9,356.22,3.69,15930,145
'2018-03','1215',' 올림픽공원역 1번출구 앞','정기','F','~10대',3,167.53,1.67,7200,32
'2018-03','1232',' 롯데마트 주차장 옆','정기','F','~10대',1,221.11,1.99,8590,39
'2018-03','1233',' 잠실3거리(갤러리아팰리스)','정기','F','~10대',6,450.45,4.05,17500,81
'2018-03','174',' 명지대학교 학생회관','정기','F','~10대',6,406.95,3.65,15810,124
'2018-03','1401',' 극동늘푸른아파트','정기','F','~10대',3,364.57,3.81,16440,88
'2018-03','1314',' 정릉꿈에그린1단지 201동 앞','정기','F','~10대',2,94.09,1.23,5280,30
'2018-03','210',' IFC몰','정기','F','~10대',2,272.25,2.9,12500,98
'2018-03','1403',' 중화빌딩 앞 (동부시장)','정기','F','~10대',8,1510.18,15.79,68100,348
'2018-03','1405',' 망우역 1번출구','정기','F','~10대',6,191.07,1.86,8040,81
'2018-03','211',' 여의도역 4번출구 옆','정기','F','~10대',4,585.88,6.24,26900,187
'2018-03','1408',' 먹골역 6번출구 앞','정기','F','~10대',2,280.52,2.93,12650,74
'2018-03','1325',' 상월곡역 4번출구','정기','F','~10대',1,40.45,0.53,2270,19
'2018-03','1327',' 상월곡역 3번출구','정기','F','~10대',2,1500.45,17.59,75780,192
'2018-03','1413',' 봉화산역 5번출구 뒤','정기','F','~10대',1,44.79,0.4,1740,18
'2018-03','1332',' 석계역 5번출구 건너편','정기','F','~10대',3,277.66,2.67,11500,86
'2018-03','1333',' 석관초등학교 앞','정기','F','~10대',2,113.44,1.09,4700,35
'2018-03','1420',' 신내어울공원 앞','정기','F','~10대',5,223.24,2.25,9720,69
'2018-03','1434',' 홈플러스 면목동점','정기','F','~10대',12,2511.66,24.52,105710,600
'2018-03','1438',' 홈플러스 신내점 앞','정기','F','~10대',3,106.17,1.03,4440,42
'2018-03','104',' 합정역 1번출구 앞','정기','F','~10대',8,224.2,2.35,10110,87
'2018-03','1601',' 석계역 문화광장 내 자전거 보관소','정기','F','~10대',1,372.41,3.21,13830,95
'2018-03','1603',' 롯데캐슬 102동 코너(월계주유소건너)','정기','F','~10대',1,215.7,1.94,8380,84
'2018-03','1611',' 과기대 입구(우)','정기','F','~10대',3,163.4,1.66,7150,50
'2018-03','1623',' 노원 구민회관','정기','F','~10대',1,31.15,0.28,1210,10
'2018-03','218',' 증권거래소 앞','정기','F','~10대',1,14.16,0.17,730,3
'2018-03','1636',' 백병원 사거리 농협은행 앞','정기','F','~10대',10,387.02,3.76,16150,111
'2018-03','1637',' KT 노원점 건물 앞','정기','F','~10대',2,128.7,1.16,5000,34
'2018-03','1705',' 도봉구청 정문앞','정기','F','~10대',4,514.6,5.8,24990,180
'2018-03','1707',' 도봉구민회관','정기','F','~10대',2,228.2,2.34,10110,112
'2018-03','219',' 롯데캐슬엠파이어 옆','정기','F','~10대',1,11.25,0.13,580,2
'2018-03','1808',' 에이스하이엔드타워8차 앞','정기','F','~10대',7,614.39,6.19,26750,186
'2018-03','1814',' 두산위브아파트 옆 상가건물 앞','정기','F','~10대',3,129.54,1.31,5640,23
'2018-03','1821',' 홈플러스 시흥점 맞은편 다비치안경 앞','정기','F','~10대',1,163.45,1.47,6350,61
'2018-03','220',' 미성아파트 A동 앞','정기','F','~10대',1,10.87,0.13,560,4
'2018-03','1822',' 서울 시흥동우체국 앞','정기','F','~10대',1,186.58,2.43,10470,95
'2018-03','215',' 여의도고교 앞','정기','F','~10대',1,36.48,0.45,1960,17
'2018-03','1835',' STX V타워','정기','F','~10대',6,63.84,0.65,2780,14
'2018-03','1503',' 이디야 커피 수유역점 앞','정기','F','~10대',1,79.55,0.65,2790,19
'2018-03','1514',' 강북구청 사거리 버스정류소 앞','정기','F','~10대',2,193.34,1.8,7750,75
'2018-03','1515',' 송천동 주민센터','정기','F','~10대',2,140.54,1.27,5460,41
'2018-03','216',' 삼부아파트1동 앞','정기','F','~10대',5,123.21,1.47,6350,40
'2018-03','1519',' 세븐일레븐 수유장미원점 앞','정기','F','~10대',3,985.59,8.88,38290,208
'2018-03','217',' NH농협은행 앞','정기','F','~10대',1,10.67,0.13,550,3
'2018-03','1904',' 도림천역 1번 출구 앞','정기','F','~10대',22,1325.45,12.28,52950,351
'2018-03','1906',' 신도림역 1번 출구 앞','정기','F','~10대',4,295.51,2.74,11800,79
'2018-03','1908',' 해원리바파크 육교 밑','정기','F','~10대',6,292.5,2.88,12450,127
'2018-03','1920',' 서울미래초등학교 사거리','정기','F','~10대',1,27.59,0.31,1340,13
'2018-03','1924',' 삼부르네상스파크빌','정기','F','~10대',1,46.17,0.47,2010,12
'2018-03','1928',' 고척스카이돔구장 광장','정기','F','~10대',6,161.54,1.6,6850,122
'2018-03','1929',' 고척근린공원 고척도서관 앞','정기','F','~10대',6,2143.51,23.18,99910,285
'2018-03','2007',' 유한양행앞','정기','F','~10대',2,119.51,0.89,3820,42
'2018-03','2013',' 장승배기역 5번출구','정기','F','~10대',10,613.17,4.54,19600,429
'2018-03','2016',' 신대방삼거리역 3번출구쪽','정기','F','~10대',5,189.28,1.58,6800,130
'2018-03','223',' 진주아파트상가 앞','정기','F','~10대',1,19.21,0.23,990,5
'2018-03','2050',' 노량진역 5번출구','정기','F','~10대',7,183.26,1.67,7170,55
'2018-03','2102',' 봉림교 교통섬','정기','F','~10대',10,1210.29,10.91,47000,222
'2018-03','2105',' 미성동 신림체육센터','정기','F','~10대',1,11.07,0.1,430,5
'2018-03','2106',' 난곡 새마을금고','정기','F','~10대',14,1189.25,8.69,37540,234
'2018-03','2135',' 신림역 5번출구','정기','F','~10대',7,405.52,3.57,15330,112
'2018-03','2144',' 난우길입구','정기','F','~10대',4,739.05,6.75,29090,291
'2018-03','2157',' 난곡 사거리','정기','F','~10대',17,754.74,7.63,32860,157
'2018-03','2107',' 도림천 신화교','정기','F','~10대',24,1820.95,13.33,57480,388
'2018-03','2112',' 서울대입구역 마에스트로','정기','F','~10대',2,105.8,0.95,4110,26
'2018-03','2116',' 에이스에이존빌딩','정기','F','~10대',7,385.85,3.47,14990,98
'2018-03','2122',' 낙성대로 입구','정기','F','~10대',3,235.2,2.37,10240,58
'2018-03','226',' 샛강역 1번출구 앞','정기','F','~10대',1,14.55,0.17,750,3
'2018-03','2009',' 보라매역 8번출구','정기','F','~10대',3,58.43,0.53,2270,11
'2018-03','2015',' 신대방삼거리역 6번출구쪽','정기','F','~10대',8,436.23,3.33,14380,212
'2018-03','207',' 여의나루역 1번출구 앞','정기','F','~10대',1,284.17,2.56,11040,56
'2018-03','1619',' 중계동 하나프라자빌딩 앞(중1-1)','정기','F','~10대',7,409.02,3.69,15890,107
'2018-03','2205',' 내곡3단지 어린이공원 앞','정기','F','~10대',4,414.25,4.33,18680,152
'2018-03','2220',' 반포본동 주민센터 앞','정기','F','~10대',1,29.6,0.27,1150,6
'2018-03','2230','이수역 4번 출구','정기','F','~10대',1,400.32,4.26,18380,112
'2018-03','2231',' 삼성타운(삼성생명) A동 맞은편','정기','F','~10대',1,109.49,0.92,3950,23
'2018-03','2242','양재역 11번 출구 앞','정기','F','~10대',2,105.53,0.91,3930,19
'2018-03','2337',' 대모산입구역 2번출구 앞','정기','F','~10대',1,56.89,0.51,2210,20
'2018-03','2308',' 압구정파출소 앞','정기','F','~10대',1,165.27,2.06,8880,50
'2018-03','2314',' 청담나들목입구','정기','F','~10대',10,1181.22,10.65,45890,592
'2018-03','2325',' 대치동 버거킹대치점','정기','F','~10대',13,717.12,6.46,27860,171
'2018-03','2326',' 대치동 삼성로','정기','F','~10대',9,363.46,3.29,14120,107
'2018-03','2327',' 뱅뱅사거리 랜드마크타워 앞','정기','F','~10대',10,219.56,1.97,8530,55
'2018-03','2331',' 동영문화센터앞','정기','F','~10대',1,32.61,0.42,1830,18
'2018-03','2333',' 양재역 3번출구 주변','정기','F','~10대',4,226.48,1.89,8170,56
'2018-03','1302',' 한성대입구역6번출구 뒤','정기','F','~10대',1,11.88,0.14,600,2
'2018-03','1308',' 안암로터리 버스정류장 앞','정기','F','~10대',1,63.26,0.76,3260,41
'2018-03','1018',' 둔촌 주공 GS 맞은편','정기','F','~10대',1,90.88,1.06,4590,36
